# gen=10 CA size=41
# x0..x(D-1) consensus
0.947466 0.637390 80.859323
0.952676 0.629355 71.741166
0.217833 0.519965 60.503451
0.095143 0.131781 69.476571
0.948169 0.559769 52.877085
0.954834 0.696940 89.405611
0.092407 0.143080 71.166451
0.237313 0.558890 74.058763
0.950564 0.684890 89.381502
0.071250 0.109765 20.050094
0.309426 0.582503 35.462841
0.201801 0.566763 73.882523
0.950865 0.530818 42.190093
0.222779 0.553077 81.481760
0.939536 0.478269 28.589096
0.334008 0.578318 23.418174
0.212797 0.592879 86.710014
1.000000 0.663304 33.392849
0.897623 0.650196 29.920854
0.961038 0.651536 65.224999
0.271721 0.524169 29.185783
0.281251 0.589025 60.216020
0.232981 0.522119 59.458430
0.092722 0.111727 59.239549
0.046641 0.834538 40.242492
0.193112 0.487935 30.305669
1.000000 0.635803 29.229174
0.248557 0.589615 85.246111
1.000000 0.694453 38.985679
0.479228 0.019904 21.756846
0.164615 0.551013 45.681531
0.119849 0.570830 26.266728
0.097915 0.050791 32.108833
0.174542 0.026848 27.564927
0.905054 0.578540 24.857516
0.281269 0.552408 42.425296
0.243833 0.014623 22.355301
0.985006 0.609258 39.081709
0.046345 0.799697 30.540379
1.000000 0.582655 22.382621
0.249296 0.485850 28.293750
