# gen=300 mediating population
# x0..xd fitness
0.300000 0.187500 90.000000
0.910603 0.450761 0.000000
0.300000 0.187500 90.000000
0.929772 0.016196 0.000000
0.499509 0.080837 88.933962
0.300000 0.187500 90.000000
0.306792 0.144443 89.715994
0.300000 0.187500 90.000000
0.113873 0.165209 89.231484
0.395789 0.113927 89.382349
0.075332 0.127377 89.008394
0.879132 0.317841 0.000000
0.300000 0.187500 90.000000
0.327141 0.279789 76.064289
0.621173 0.967967 9.969322
0.669694 0.207560 0.000000
0.461210 0.194723 89.337551
0.300000 0.187500 90.000000
0.217695 0.485390 0.000000
0.321841 0.834416 66.799883
0.300000 0.187500 90.000000
0.455338 0.244269 85.525865
0.300000 0.187500 90.000000
0.969637 0.437553 0.000000
0.262790 0.873849 0.000000
0.125945 0.654190 0.000000
0.804609 0.917262 23.019225
0.159724 0.005362 88.686408
0.374925 0.445885 61.617185
0.279914 0.183938 89.914369
0.133673 0.018576 88.711170
0.939177 0.170834 0.000000
0.709478 0.289858 0.000000
0.300000 0.187500 90.000000
0.801293 0.653650 52.959259
0.977797 0.165363 0.000000
0.300000 0.187500 90.000000
0.858032 0.128702 0.000000
0.377580 0.913085 60.245190
0.078393 0.998350 0.000000
0.419521 0.678356 66.262179
0.109130 0.000000 88.556359
0.949854 0.147144 0.000000
0.008406 0.828643 0.000000
0.902013 0.349723 0.000000
0.705967 0.513392 54.886803
0.279914 0.183938 89.914369
0.861123 0.670710 0.000000
0.413460 0.982849 18.474966
0.214509 0.000000 88.732709
0.493368 0.833503 65.151100
0.346463 0.055740 89.121890
0.376414 0.835040 69.337560
0.123902 0.342668 36.498771
0.464154 0.491013 61.819635
0.749384 0.486535 54.808466
0.156790 0.346758 32.589582
0.705069 0.879055 30.892680
0.855700 0.685620 0.000000
0.385747 0.621718 65.334290
0.603546 0.865096 33.391409
0.097836 0.036743 88.722123
0.584656 0.794763 60.820074
0.111625 0.679711 0.000000
0.628320 0.859998 34.256694
0.200679 0.860503 0.000000
0.048556 0.083192 88.775291
0.946634 0.391046 0.000000
0.017479 0.770946 0.000000
0.694358 0.555820 54.795073
0.808138 0.527149 54.698971
0.010121 0.341736 37.355036
0.693227 0.144650 0.000000
0.488948 0.261088 81.905284
0.281870 0.657945 0.000000
0.304270 0.156187 89.792740
0.153885 0.198278 89.375734
0.565666 0.878336 61.471520
0.592682 0.221096 88.123550
0.731198 0.840710 37.310069
0.485034 0.191253 89.248844
0.702705 0.758995 46.852102
0.713885 0.527575 54.865785
0.112503 0.091390 89.015262
0.306822 0.047765 89.090185
0.365271 0.814471 68.688193
0.621049 0.389192 54.917832
0.468499 0.166497 89.303156
0.279914 0.183938 89.914369
0.033256 0.176635 88.916722
0.117174 0.964842 0.000000
0.071039 0.347805 31.554033
0.300000 0.187500 90.000000
0.658823 0.780257 44.847726
0.424729 0.410258 60.754655
0.275831 0.252953 83.872376
0.638485 0.421642 54.948930
0.724728 0.348630 0.000000
0.125013 0.390389 0.000000
0.517177 0.681044 63.130581
0.726074 0.752588 47.397116
0.945045 0.274837 0.000000
0.146809 0.694221 0.000000
0.930051 0.156951 0.000000
0.736846 0.531796 54.821887
0.861728 0.197053 0.000000
0.407342 0.109401 89.329871
0.118751 0.038060 88.781537
0.150092 0.153805 89.353336
0.296457 0.181346 89.954251
0.144268 0.000478 88.630100
0.066141 0.225580 87.898705
0.567471 0.618730 60.435100
0.946798 0.798163 0.000000
0.856750 0.167979 0.000000
0.422253 0.550246 63.655347
0.482806 0.601511 63.308252
0.938535 0.934016 0.000000
0.945320 0.000000 0.000000
0.082996 0.000000 88.496976
0.341055 0.124075 89.553176
0.939805 0.208576 0.000000
0.073642 0.584813 0.000000
0.175800 0.138726 89.403802
0.009265 0.781998 0.000000
0.300000 0.187500 90.000000
0.893112 0.814785 0.000000
0.513425 0.020954 88.613973
0.662714 0.707317 50.561624
0.366573 0.479693 62.278350
0.006748 0.174613 88.808661
0.434905 0.350198 29.151344
0.757965 0.499197 54.793080
0.839301 0.902335 0.000000
