# gen=0 CA size=101
# x0..x(D-1) consensus
0.531916 0.261752 68.900273
0.549551 0.171499 79.590089
0.471069 0.213414 58.775802
0.508549 0.334941 58.775802
0.517162 0.112651 58.775802
0.564755 0.111489 77.926364
0.558180 0.310553 62.567754
0.574864 0.143124 79.495426
0.618323 0.525132 56.471635
0.595395 0.125573 76.361012
0.363625 0.808793 53.978805
0.351852 0.259674 60.550596
0.392275 0.764657 53.978805
0.573679 0.397534 70.608024
0.570692 0.190133 80.568457
0.428385 0.276548 63.518058
0.446330 0.539365 58.775802
0.577851 0.350526 68.463854
0.432557 0.229539 58.775802
0.440394 0.460722 62.939975
0.544696 0.369273 63.044980
0.399402 0.248286 69.607464
0.417347 0.511103 62.328897
0.563436 0.430036 69.434665
0.560449 0.222635 76.056042
0.418142 0.309049 67.967461
0.436087 0.571867 58.775802
0.389426 0.186935 66.501079
0.466898 0.447426 60.338528
0.585265 0.210441 78.573095
0.476981 0.892327 53.978805
0.381741 0.483239 59.554106
0.734034 0.081167 53.978805
0.499189 0.758552 53.978805
0.414997 0.676838 55.432353
0.485740 0.559855 58.775802
0.701028 0.259465 57.561064
0.507094 0.193265 58.775802
0.708103 0.419496 55.290498
0.561244 0.046305 68.500114
0.708821 0.965756 53.978805
0.730541 0.578180 53.978805
0.621251 0.141461 72.971467
0.497255 0.020057 58.775802
0.474608 0.120293 58.775802
0.603093 0.170297 76.247569
0.413759 0.989411 52.903621
0.498828 0.951624 52.903621
0.457298 0.087795 58.775802
0.403197 0.567916 58.423903
0.576201 0.488310 64.903813
0.399000 0.634432 55.933576
0.130746 0.348087 37.328821
0.640362 0.751396 53.978805
0.388504 0.278492 67.782543
0.427440 0.408076 66.485460
0.400601 0.054652 58.775802
0.473669 0.034653 58.775802
0.687758 0.434846 56.063425
0.432636 0.032092 58.775802
0.652427 0.948014 53.978805
0.433583 0.749073 53.978805
0.360276 0.225443 62.013546
0.581769 0.809091 53.978805
0.661101 0.089633 63.790075
0.673249 0.877274 53.978805
0.685190 0.309918 59.317405
0.529670 0.914932 53.978805
0.563678 0.602186 54.467091
0.599135 0.749868 53.978805
0.528879 0.967264 53.978805
0.615922 0.372671 66.999557
0.504537 0.070475 58.775802
0.468985 0.602940 58.775802
0.700577 0.507388 53.978805
0.517396 0.882367 53.978805
0.732590 0.362371 54.670935
0.635245 0.474725 58.504397
0.644650 0.173872 67.668314
0.526459 0.407803 61.043292
0.581097 0.524575 60.831120
0.360930 0.886664 53.978805
0.497086 0.460948 58.775802
0.135518 0.396858 27.742361
0.502160 0.625882 56.854488
0.963172 0.014110 52.457345
0.878251 0.593764 24.882200
0.414236 0.006223 52.457345
0.386940 0.850958 53.978805
0.461165 0.865900 53.978805
0.652387 0.912862 53.978805
0.654702 0.652268 53.978805
0.429927 0.362348 66.124180
0.483430 0.376806 58.775802
0.495328 0.819300 53.978805
0.603182 0.563345 54.512682
0.659811 0.511874 54.144803
0.551026 0.710948 53.978805
0.638517 0.718378 53.978805
0.568538 0.643023 53.978805
0.523234 0.566140 57.040680
