# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.573084 0.742535 0.643647 89.862851 89.855325 89.855325
0.570657 0.743887 0.643567 89.976122 89.976341 89.976122
0.149733 0.233232 0.644214 71.594531 71.573696 71.573696
0.147091 0.231413 0.657775 71.106522 71.256288 71.106522
0.145369 0.226692 0.629137 72.319669 71.707085 71.707085
0.148749 0.230338 0.620845 72.502286 72.368329 72.368329
0.145260 0.231493 0.659541 70.648539 71.399914 70.648539
0.149491 0.230828 0.613308 72.365086 72.607669 72.365086
0.153580 0.230658 0.604247 72.538440 72.018624 72.018624
0.145929 0.229189 0.628017 72.000290 72.238728 72.000290
0.600074 0.791874 0.198326 64.497671 64.552730 64.497671
0.218664 0.658741 0.471752 64.994587 64.940425 64.940425
0.148812 0.230684 0.635453 72.158385 71.911314 71.911314
0.224215 0.670297 0.481322 65.421110 65.002565 65.002565
0.227421 0.662076 0.452327 65.054436 64.985524 64.985524
0.149448 0.232647 0.629993 71.968900 72.211512 71.968900
0.135805 0.222603 0.672355 70.083731 69.939241 69.939241
0.148409 0.232549 0.652419 71.269904 71.598309 71.269904
0.224913 0.668465 0.472694 65.313600 65.113229 65.113229
0.215990 0.653399 0.469262 64.795425 64.815175 64.795425
0.222210 0.659131 0.462216 65.017643 64.960670 64.960670
0.148399 0.231796 0.638938 71.747708 72.062981 71.747708
0.238521 0.655013 0.406398 64.342178 64.110131 64.110131
0.216039 0.677781 0.515076 65.053485 64.839455 64.839455
0.153470 0.231077 0.601656 72.277394 72.054768 72.054768
0.147947 0.231415 0.649927 71.484747 71.543977 71.484747
0.608678 0.774302 0.200502 64.798544 64.561385 64.561385
0.152415 0.230709 0.592663 71.084391 72.474576 71.084391
0.603888 0.783084 0.200615 64.694908 64.601770 64.601770
0.142095 0.228180 0.690445 69.799902 69.230858 69.230858
0.140382 0.227448 0.691832 69.541250 69.182561 69.182561
0.226098 0.666141 0.468430 65.578565 64.945898 64.945898
0.150687 0.234647 0.604699 72.213739 72.385336 72.213739
0.212400 0.652754 0.478925 64.775795 64.714558 64.714558
0.229037 0.660032 0.446635 65.215962 64.797632 64.797632
0.604074 0.776239 0.207882 64.562318 64.801048 64.562318
0.566831 0.743696 0.643059 89.396736 89.344066 89.344066
0.603296 0.785903 0.196751 64.607368 64.671339 64.607368
0.227395 0.661178 0.450643 65.018139 64.960321 64.960321
0.150382 0.231790 0.612353 72.608794 72.553723 72.553723
0.223073 0.632695 0.415493 64.063746 63.599554 63.599554
0.622349 0.759311 0.196534 63.390835 63.373889 63.373889
0.147655 0.231111 0.680844 70.644958 69.789748 69.789748
0.227192 0.666321 0.463136 65.367268 65.029365 65.029365
0.604494 0.780529 0.204539 64.796900 64.467535 64.467535
0.139759 0.229350 0.709994 68.391043 68.212196 68.212196
0.595961 0.800570 0.197792 64.286105 64.411881 64.286105
0.584691 0.829939 0.184663 63.343033 63.747721 63.343033
0.150207 0.232292 0.629594 72.221452 72.079440 72.079440
0.230639 0.662883 0.443418 64.937662 64.955050 64.937662
0.151117 0.232475 0.607907 72.439834 72.408689 72.408689
0.225258 0.667620 0.471469 65.417574 65.050286 65.050286
0.609653 0.769218 0.203244 64.852729 64.682690 64.682690
0.147454 0.230877 0.626133 72.002502 72.485325 72.002502
0.226163 0.649764 0.433213 64.578620 64.531937 64.531937
0.145153 0.231760 0.686131 69.806679 69.838568 69.806679
0.151826 0.233114 0.640843 72.145278 71.236418 71.236418
0.146486 0.229902 0.642674 71.667814 71.739475 71.667814
0.207334 0.662845 0.510560 64.668395 64.545302 64.545302
0.226470 0.667754 0.467014 65.238854 65.094696 65.094696
0.145834 0.230632 0.667143 70.761079 70.738653 70.738653
0.150583 0.231584 0.628807 72.477246 72.082324 72.082324
0.235274 0.653406 0.411305 64.254703 64.268701 64.254703
0.146236 0.233960 0.700475 69.057551 69.045435 69.045435
0.591931 0.805280 0.205834 64.151664 64.058798 64.058798
0.595882 0.808714 0.186393 63.929564 64.087266 63.929564
0.226291 0.666043 0.460640 64.962391 65.187266 64.962391
0.224471 0.664440 0.466766 65.261461 65.031442 65.031442
0.599050 0.795035 0.194984 64.372027 64.620221 64.372027
0.218037 0.670846 0.496252 65.161391 65.014967 65.014967
0.131569 0.220152 0.676378 69.478143 69.630534 69.478143
0.212868 0.678392 0.522114 64.656578 64.784103 64.656578
0.150301 0.229106 0.612511 72.315789 72.115435 72.115435
0.225824 0.657174 0.446154 64.752703 64.904754 64.752703
0.239169 0.654664 0.402245 64.126460 64.054994 64.054994
0.218866 0.667248 0.486369 65.095807 65.071554 65.071554
0.139394 0.229223 0.713647 68.209709 67.928999 67.928999
0.231894 0.662122 0.445876 65.420782 64.683524 64.683524
0.218820 0.645961 0.448212 64.576098 64.553059 64.553059
0.153969 0.228928 0.599755 72.010117 71.829772 71.829772
0.223507 0.663241 0.466705 65.178898 65.030438 65.030438
0.601840 0.781102 0.209991 64.580223 64.536148 64.536148
0.149311 0.232580 0.611940 72.274494 72.754380 72.274494
0.145579 0.230100 0.665631 70.864138 70.748916 70.748916
0.148573 0.233135 0.681378 70.364922 69.973456 69.973456
0.220645 0.637178 0.428330 64.205650 64.039104 64.039104
0.213150 0.648381 0.468150 64.597694 64.666908 64.597694
0.235742 0.656338 0.414016 64.264725 64.433771 64.264725
0.200918 0.601429 0.427516 62.315653 62.311166 62.311166
0.133939 0.222964 0.716322 68.226903 67.219783 67.219783
0.148880 0.230946 0.630398 72.217807 72.154573 72.154573
0.222894 0.660567 0.462972 65.064025 64.990768 64.990768
0.235363 0.657640 0.426224 65.178883 64.374084 64.374084
0.227359 0.662620 0.455441 65.242604 64.944192 64.944192
0.150588 0.234593 0.613266 72.074274 72.225377 72.074274
0.218350 0.660592 0.475776 65.007983 64.979393 64.979393
0.201670 0.686268 0.720177 57.333298 57.286747 57.286747
0.149737 0.232065 0.637170 72.014856 71.956129 71.956129
0.216227 0.668924 0.498597 65.166515 64.909902 64.909902
0.216734 0.671918 0.502168 65.136893 64.945304 64.945304
0.201009 0.683259 0.728168 57.321920 57.261358 57.261358
0.227524 0.666393 0.460772 65.210594 65.079239 65.079239
0.234980 0.661736 0.432341 64.622723 64.638880 64.622723
0.151346 0.231706 0.609108 72.538155 72.394612 72.394612
0.147385 0.229752 0.631259 72.136532 72.054930 72.054930
0.149629 0.229642 0.611700 72.117867 72.356883 72.117867
0.241964 0.648851 0.389366 64.174880 63.339265 63.339265
0.220734 0.669593 0.484091 65.045391 65.185858 65.045391
0.147589 0.230504 0.624629 72.142406 72.436158 72.142406
0.233642 0.655332 0.422123 64.666356 64.444399 64.444399
0.201626 0.679090 0.743286 56.978015 57.324044 56.978015
0.593538 0.804420 0.198924 64.133905 64.370932 64.133905
0.221540 0.649355 0.448147 64.843896 64.595334 64.595334
0.138313 0.225297 0.669485 70.182668 70.385163 70.182668
0.219122 0.665092 0.485420 65.390623 64.900724 64.900724
0.602538 0.785425 0.198691 64.528277 64.765827 64.528277
0.143120 0.228801 0.672514 70.424394 70.379310 70.379310
0.221731 0.663006 0.470257 65.068228 65.063785 65.063785
0.133685 0.223850 0.715290 68.031346 67.469324 67.469324
0.147127 0.228845 0.641119 72.072549 71.497726 71.497726
0.949865 0.839811 0.872966 0.000385 0.000211 0.000211
0.234211 0.974830 0.104437 42.323423 50.028000 42.323423
0.399736 0.821631 0.912481 42.323423 45.000754 42.323423
0.117309 0.281309 0.364573 40.768353 65.430212 40.768353
