# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus x0_norm x1_norm
0.7112263369 0.1458959107 1.4785843583 -2.4787286251 90.3016596124 88.4702015843 88.4702015843 0.7112263369 0.1458959107
0.7112263369 0.1458959107 1.4785843583 -2.4787286251 90.3016596124 88.4702015843 88.4702015843 0.7112263369 0.1458959107
0.7112263369 0.1458959107 1.4785843583 -2.4787286251 90.3016596124 88.4702015843 88.4702015843 0.7112263369 0.1458959107
0.7111253443 0.1458888283 1.4778774099 -2.4787782020 90.2905177060 88.4696712980 88.4696712980 0.7111253443 0.1458888283
0.7111253443 0.1458888283 1.4778774099 -2.4787782020 90.2905177060 88.4696712980 88.4696712980 0.7111253443 0.1458888283
0.7111253443 0.1458888283 1.4778774099 -2.4787782020 90.2905177060 88.4696712980 88.4696712980 0.7111253443 0.1458888283
0.7111253443 0.1458888283 1.4778774099 -2.4787782020 90.2905177060 88.4696712980 88.4696712980 0.7111253443 0.1458888283
0.7111253443 0.1458888283 1.4778774099 -2.4787782020 90.2905177060 88.4696712980 88.4696712980 0.7111253443 0.1458888283
0.7109958901 0.1458962814 1.4769712306 -2.4787260299 90.2743016252 88.4680758870 88.4680758870 0.7109958901 0.1458962814
0.7110142524 0.1459047109 1.4770997667 -2.4786670237 90.2771042592 88.4677903146 88.4677903146 0.7110142524 0.1459047109
0.7110142524 0.1459047109 1.4770997667 -2.4786670237 90.2771042592 88.4677903146 88.4677903146 0.7110142524 0.1459047109
0.7110142524 0.1459047109 1.4770997667 -2.4786670237 90.2771042592 88.4677903146 88.4677903146 0.7110142524 0.1459047109
0.7110142524 0.1459047109 1.4770997667 -2.4786670237 90.2771042592 88.4677903146 88.4677903146 0.7110142524 0.1459047109
0.7110968827 0.1459335884 1.4776781790 -2.4784648814 90.2885663098 88.4669791212 88.4669791212 0.7110968827 0.1459335884
0.7110059894 0.1459177058 1.4770419255 -2.4785760597 90.2764578179 88.4669727909 88.4669727909 0.7110059894 0.1459177058
0.7110142524 0.1459205935 1.4770997667 -2.4785558455 90.2776713732 88.4668902871 88.4668902871 0.7110142524 0.1459205935
