# gen=0 CA size=200
# x0..x(D-1) consensus
0.941829 0.786400 83.598860
0.080025 0.744679 81.019226
0.856215 0.082255 41.208232
0.575617 0.097095 74.527753
0.393362 0.762027 57.019341
0.485631 0.816007 46.236686
0.490445 0.319293 50.482900
0.283559 0.479073 39.384148
0.786293 0.281838 79.133426
0.082201 0.767957 69.283006
0.540738 0.114980 39.384148
0.808926 0.664167 39.384148
0.336967 0.760430 39.384148
0.864061 0.534119 39.384148
0.899022 0.434328 39.384148
0.508595 0.793047 57.812776
0.753155 0.444812 39.384148
0.625146 0.175767 30.002162
0.639398 0.773415 39.384148
0.433159 0.513259 39.384148
0.468120 0.413467 39.384148
0.322252 0.423951 30.359730
0.444475 0.704423 39.384148
0.208496 0.752554 39.384148
0.829430 0.189002 39.384148
0.718523 0.099695 30.002162
0.840746 0.380166 39.384148
0.604766 0.428298 39.384148
0.673330 0.200774 33.267051
0.697840 0.377566 27.324619
0.589828 0.521933 34.047720
0.235628 0.771424 39.384148
0.601144 0.713097 39.384148
0.635962 0.548923 36.935320
0.334008 0.578318 39.384148
0.281762 0.798414 86.019635
0.525055 0.459616 34.047720
0.707414 0.808837 33.652729
0.647278 0.740087 39.384148
0.411299 0.788219 39.384148
0.680737 0.550321 36.935320
0.284169 0.550057 39.384148
0.527463 0.211258 39.384148
0.709822 0.560480 39.384148
0.649685 0.491730 36.935320
0.413706 0.539861 39.384148
0.534926 0.380456 39.384148
0.569887 0.280664 39.384148
0.180726 0.629947 39.384148
0.424019 0.291148 39.474340
0.606378 0.640370 39.384148
0.546242 0.571620 39.384148
0.310263 0.619751 39.384148
0.550160 0.798712 39.384148
0.134871 0.811004 39.384148
0.917968 0.385628 39.384148
0.055032 0.279372 39.384148
0.281360 0.142691 34.284608
0.369995 0.849936 39.384148
0.532526 0.344853 39.384148
0.229482 0.351351 39.384148
0.299422 0.302136 39.384148
0.218014 0.890917 39.384148
0.220488 0.440504 39.384148
0.142099 0.565182 39.384148
0.013411 0.829184 33.041339
0.348887 0.793685 39.384148
0.533436 0.422964 39.384148
0.649884 0.873049 39.384148
0.929693 0.716646 39.384148
0.751194 0.267385 39.384148
0.148942 0.760625 39.384148
0.788468 0.981290 39.384148
0.926895 0.526114 39.384148
0.979981 0.886517 39.384148
0.734475 0.196333 30.002162
0.779657 0.672476 39.384148
0.612272 0.462276 34.047720
0.102647 0.866921 39.384148
0.349623 0.220882 39.818436
0.988847 0.504284 39.384148
0.850491 0.332092 39.384148
0.432419 0.980874 39.384148
0.561734 0.645817 39.384148
0.464992 0.016778 39.384148
0.570676 0.844927 39.384148
0.790950 0.552672 39.384148
0.227519 0.402792 39.384148
0.660487 0.074428 30.002162
0.116244 0.316562 86.457395
0.228059 0.555210 39.384148
0.760292 0.819617 39.384148
0.965437 0.035036 39.384148
0.432151 0.766164 39.384148
0.999995 0.231660 39.384148
0.555594 0.921498 39.384148
0.110923 0.633076 39.384148
0.846328 0.989401 39.384148
0.588799 0.808123 39.384148
0.580984 0.962686 39.384148
0.921096 0.815063 39.384148
0.477622 0.627107 39.384148
0.212074 0.197674 34.284608
0.169322 0.794116 39.384148
0.481129 0.904291 39.384148
0.671939 0.039752 30.002162
0.173157 0.144887 39.384148
0.216824 0.324043 39.384148
0.705692 0.158841 30.002162
0.484091 0.597380 39.384148
0.716675 0.879098 39.384148
0.073838 0.876097 39.384148
0.108702 0.958161 39.384148
0.916381 0.092811 39.384148
0.240353 0.147621 34.284608
0.002399 0.446215 39.384148
0.772350 0.072919 39.384148
0.101679 0.445932 39.384148
0.540574 0.614919 39.384148
0.006310 0.521245 33.041339
0.013712 0.695623 33.041339
0.199051 0.384676 39.384148
0.436718 0.481832 34.047720
0.917002 0.561251 59.491735
0.497563 0.249626 39.384148
0.489821 0.384550 39.384148
0.981995 0.367872 39.384148
0.680568 0.857073 39.384148
0.673268 0.614208 70.811823
0.037499 0.641113 33.041339
0.248501 0.968773 39.384148
0.165939 0.070783 39.384148
0.336701 0.691388 39.384148
0.390907 0.985552 43.812513
0.198557 0.973112 39.384148
0.082979 0.922472 39.384148
0.112454 0.772864 39.384148
0.780499 0.313477 40.352833
0.550931 0.050766 39.384148
0.270725 0.657712 39.384148
0.508975 0.142709 39.384148
0.896204 0.976048 26.724933
0.864532 0.951362 26.724933
0.360075 0.278998 39.384148
0.657466 0.579891 39.773484
0.273922 0.602273 39.384148
0.353370 0.979793 39.384148
0.793611 0.428408 39.384148
0.512805 0.575017 39.384148
0.414470 0.135913 39.384148
0.978706 0.294206 39.384148
0.955089 0.398352 39.384148
0.253501 0.849666 39.384148
0.895589 0.356552 39.384148
0.254508 0.192011 34.284608
0.138207 0.351085 39.384148
0.842417 0.287981 39.384148
0.730768 0.603469 39.384148
0.712402 0.501913 36.935320
0.057334 0.491488 33.041339
0.744422 0.488209 36.935320
0.399518 0.511832 34.047720
0.586269 0.390738 39.384148
0.320056 0.902112 39.384148
0.861087 0.245727 39.384148
0.279017 0.249422 34.284608
0.512355 0.713069 39.384148
0.176349 0.443425 39.384148
0.087149 0.121498 39.384148
0.628372 0.990959 39.384148
0.578211 0.224295 39.384148
0.010790 0.024965 39.384148
0.800787 0.373199 39.384148
0.753114 0.647537 39.384148
0.117300 0.602763 39.384148
0.226108 0.249807 39.384148
0.492385 0.209351 39.384148
0.611779 0.906634 39.384148
0.060717 0.055256 39.384148
0.802804 0.943778 39.384148
0.179596 0.293197 39.384148
0.005908 0.761416 33.041339
0.927018 0.625067 39.384148
0.938340 0.200943 39.384148
0.303555 0.933824 39.384148
0.414883 0.639746 39.384148
0.939536 0.478269 39.384148
0.799384 0.118296 39.384148
0.920912 0.129739 39.384148
0.148084 0.510231 39.384148
0.351644 0.623933 39.384148
0.453215 0.165855 39.384148
0.993079 0.725706 39.384148
0.669192 0.123086 30.002162
0.680579 0.669177 39.384148
0.742571 0.962717 33.652729
0.930794 0.952412 39.384148
0.572076 0.552833 39.384148
0.512747 0.872086 77.568815
0.458678 0.875428 39.384148
