# Two-objective rank landscape D=2
# x0 x1 value
0.000000 0.000000 1828.000000
0.000000 0.010101 1828.000000
0.000000 0.020202 1828.000000
0.000000 0.030303 1828.000000
0.000000 0.040404 1828.000000
0.000000 0.050505 1828.000000
0.000000 0.060606 1828.000000
0.000000 0.070707 1828.000000
0.000000 0.080808 1828.000000
0.000000 0.090909 1828.000000
0.000000 0.101010 1828.000000
0.000000 0.111111 1828.000000
0.000000 0.121212 1828.000000
0.000000 0.131313 1828.000000
0.000000 0.141414 1828.000000
0.000000 0.151515 1828.000000
0.000000 0.161616 1828.000000
0.000000 0.171717 1828.000000
0.000000 0.181818 1828.000000
0.000000 0.191919 1828.000000
0.000000 0.202020 1828.000000
0.000000 0.212121 1828.000000
0.000000 0.222222 1828.000000
0.000000 0.232323 1828.000000
0.000000 0.242424 1828.000000
0.000000 0.252525 1828.000000
0.000000 0.262626 1828.000000
0.000000 0.272727 1828.000000
0.000000 0.282828 1828.000000
0.000000 0.292929 1828.000000
0.000000 0.303030 1828.000000
0.000000 0.313131 1828.000000
0.000000 0.323232 1828.000000
0.000000 0.333333 1828.000000
0.000000 0.343434 1828.000000
0.000000 0.353535 1828.000000
0.000000 0.363636 1828.000000
0.000000 0.373737 1828.000000
0.000000 0.383838 1828.000000
0.000000 0.393939 1828.000000
0.000000 0.404040 1828.000000
0.000000 0.414141 1828.000000
0.000000 0.424242 1828.000000
0.000000 0.434343 1828.000000
0.000000 0.444444 1828.000000
0.000000 0.454545 1828.000000
0.000000 0.464646 1828.000000
0.000000 0.474747 1828.000000
0.000000 0.484848 1828.000000
0.000000 0.494949 1828.000000
0.000000 0.505051 1828.000000
0.000000 0.515152 1828.000000
0.000000 0.525253 1828.000000
0.000000 0.535354 1828.000000
0.000000 0.545455 1828.000000
0.000000 0.555556 1828.000000
0.000000 0.565657 1828.000000
0.000000 0.575758 1828.000000
0.000000 0.585859 1828.000000
0.000000 0.595960 6928.000000
0.000000 0.606061 9717.000000
0.000000 0.616162 9717.000000
0.000000 0.626263 9717.000000
0.000000 0.636364 9717.000000
0.000000 0.646465 9717.000000
0.000000 0.656566 9717.000000
0.000000 0.666667 9717.000000
0.000000 0.676768 9717.000000
0.000000 0.686869 9717.000000
0.000000 0.696970 9717.000000
0.000000 0.707071 9717.000000
0.000000 0.717172 9717.000000
0.000000 0.727273 9717.000000
0.000000 0.737374 9717.000000
0.000000 0.747475 9717.000000
0.000000 0.757576 9717.000000
0.000000 0.767677 9717.000000
0.000000 0.777778 9717.000000
0.000000 0.787879 9717.000000
0.000000 0.797980 9717.000000
0.000000 0.808081 9717.000000
0.000000 0.818182 9717.000000
0.000000 0.828283 9717.000000
0.000000 0.838384 9717.000000
0.000000 0.848485 9717.000000
0.000000 0.858586 9717.000000
0.000000 0.868687 9717.000000
0.000000 0.878788 9717.000000
0.000000 0.888889 9717.000000
0.000000 0.898990 9717.000000
0.000000 0.909091 9717.000000
0.000000 0.919192 9717.000000
0.000000 0.929293 9717.000000
0.000000 0.939394 9717.000000
0.000000 0.949495 9717.000000
0.000000 0.959596 9717.000000
0.000000 0.969697 9717.000000
0.000000 0.979798 9717.000000
0.000000 0.989899 9717.000000
0.000000 1.000000 9717.000000
0.010101 0.000000 1828.000000
0.010101 0.010101 1828.000000
0.010101 0.020202 1828.000000
0.010101 0.030303 1828.000000
0.010101 0.040404 1828.000000
0.010101 0.050505 1828.000000
0.010101 0.060606 1828.000000
0.010101 0.070707 1828.000000
0.010101 0.080808 1828.000000
0.010101 0.090909 1828.000000
0.010101 0.101010 1828.000000
0.010101 0.111111 1828.000000
0.010101 0.121212 1828.000000
0.010101 0.131313 1828.000000
0.010101 0.141414 1828.000000
0.010101 0.151515 1828.000000
0.010101 0.161616 1828.000000
0.010101 0.171717 1828.000000
0.010101 0.181818 1828.000000
0.010101 0.191919 1828.000000
0.010101 0.202020 1828.000000
0.010101 0.212121 1828.000000
0.010101 0.222222 1828.000000
0.010101 0.232323 1828.000000
0.010101 0.242424 1828.000000
0.010101 0.252525 1828.000000
0.010101 0.262626 1828.000000
0.010101 0.272727 1828.000000
0.010101 0.282828 1828.000000
0.010101 0.292929 1828.000000
0.010101 0.303030 1828.000000
0.010101 0.313131 1828.000000
0.010101 0.323232 1828.000000
0.010101 0.333333 1828.000000
0.010101 0.343434 1828.000000
0.010101 0.353535 1828.000000
0.010101 0.363636 1828.000000
0.010101 0.373737 1828.000000
0.010101 0.383838 1828.000000
0.010101 0.393939 1828.000000
0.010101 0.404040 1828.000000
0.010101 0.414141 1828.000000
0.010101 0.424242 1828.000000
0.010101 0.434343 1828.000000
0.010101 0.444444 1828.000000
0.010101 0.454545 1828.000000
0.010101 0.464646 1828.000000
0.010101 0.474747 1828.000000
0.010101 0.484848 1828.000000
0.010101 0.494949 840.000000
0.010101 0.505051 869.000000
0.010101 0.515152 898.000000
0.010101 0.525253 925.000000
0.010101 0.535354 966.000000
0.010101 0.545455 991.000000
0.010101 0.555556 1029.000000
0.010101 0.565657 1065.000000
0.010101 0.575758 1098.000000
0.010101 0.585859 1828.000000
0.010101 0.595960 6928.000000
0.010101 0.606061 9717.000000
0.010101 0.616162 9717.000000
0.010101 0.626263 9717.000000
0.010101 0.636364 9717.000000
0.010101 0.646465 9717.000000
0.010101 0.656566 9717.000000
0.010101 0.666667 9717.000000
0.010101 0.676768 9717.000000
0.010101 0.686869 9717.000000
0.010101 0.696970 9717.000000
0.010101 0.707071 9717.000000
0.010101 0.717172 9717.000000
0.010101 0.727273 9717.000000
0.010101 0.737374 9717.000000
0.010101 0.747475 9717.000000
0.010101 0.757576 9717.000000
0.010101 0.767677 9717.000000
0.010101 0.777778 9717.000000
0.010101 0.787879 9717.000000
0.010101 0.797980 9717.000000
0.010101 0.808081 9717.000000
0.010101 0.818182 9717.000000
0.010101 0.828283 9717.000000
0.010101 0.838384 9717.000000
0.010101 0.848485 9717.000000
0.010101 0.858586 9717.000000
0.010101 0.868687 9717.000000
0.010101 0.878788 9717.000000
0.010101 0.888889 9717.000000
0.010101 0.898990 9717.000000
0.010101 0.909091 9717.000000
0.010101 0.919192 9717.000000
0.010101 0.929293 9717.000000
0.010101 0.939394 9717.000000
0.010101 0.949495 9717.000000
0.010101 0.959596 9717.000000
0.010101 0.969697 9717.000000
0.010101 0.979798 9717.000000
0.010101 0.989899 9717.000000
0.010101 1.000000 9717.000000
0.020202 0.000000 1828.000000
0.020202 0.010101 1828.000000
0.020202 0.020202 1828.000000
0.020202 0.030303 1828.000000
0.020202 0.040404 1828.000000
0.020202 0.050505 1828.000000
0.020202 0.060606 1828.000000
0.020202 0.070707 1828.000000
0.020202 0.080808 1828.000000
0.020202 0.090909 1828.000000
0.020202 0.101010 1828.000000
0.020202 0.111111 1828.000000
0.020202 0.121212 1828.000000
