# gen=10 CA size=56
# x0..x(D-1) consensus
0.869881 0.324364 72.387439
0.598099 0.916473 29.519971
0.288311 0.668487 83.552093
0.280321 0.689847 89.840853
0.882844 0.312866 79.967336
0.890666 0.339558 89.046727
0.552570 0.891442 63.995634
0.864520 0.276657 47.405735
0.267737 0.230865 26.850238
0.684578 0.768906 31.615926
0.256217 0.703087 80.568611
0.880278 0.384876 52.141642
0.527738 0.936015 46.373123
0.517396 0.882367 29.554885
0.573198 0.817721 29.308527
0.550478 0.912990 63.141545
0.534299 0.966729 32.189288
0.947318 0.385889 42.639183
0.334264 0.637019 42.536572
0.221025 0.766135 36.945079
0.943063 0.404603 41.314988
0.905339 0.316950 72.359379
0.914487 0.363603 78.025560
0.224175 0.691823 35.379881
0.303454 0.682017 78.369981
0.551114 0.854764 41.249681
0.257483 0.656626 38.555244
0.279546 0.722766 69.344848
0.589723 0.921011 36.964623
0.554481 0.950118 41.501064
0.325203 0.580415 23.351970
0.845485 0.338206 30.611283
0.271927 0.758206 38.138381
0.890046 0.362217 77.418213
0.231373 0.213117 26.049985
0.312773 0.625881 54.073870
0.860796 0.363992 37.518023
0.231063 0.804672 25.437242
0.498835 0.943574 35.512726
0.842615 0.263205 36.902175
0.894981 0.274474 42.102041
0.949357 0.354473 28.824192
0.707742 0.797580 24.113211
0.351444 0.668958 30.727329
0.590473 0.893139 34.593481
0.962869 0.427613 25.277860
0.503913 0.978042 24.981336
0.231537 0.728336 54.585646
0.351221 0.606306 25.684273
0.903430 0.429381 21.610901
0.328031 0.715815 24.536059
0.908745 0.393417 49.310728
0.831030 0.297936 27.755021
0.471061 0.971096 20.117872
0.591417 0.860782 28.897410
0.589627 0.975188 22.707002
