# gen=300 OSA snapshot
# x0..xd fitness
0.040145 0.468590 90.000000
0.731605 0.473490 87.999988
0.304212 0.275602 81.994008
0.059112 0.484845 84.252888
0.716268 0.511519 81.383746
0.036771 0.426444 84.198830
0.041179 0.435977 85.561329
0.021924 0.448683 84.230215
0.008451 0.476776 81.064260
0.030662 0.442651 85.590057
0.046506 0.506672 84.530469
0.748285 0.450733 82.416594
0.740962 0.468623 85.278776
0.044287 0.530328 81.535639
0.038610 0.402107 80.960752
0.040145 0.516463 83.498301
0.045461 0.475365 88.251184
0.040145 0.512024 84.101217
0.031418 0.525431 81.903463
0.050601 0.514327 83.134188
0.060217 0.426015 81.940000
0.047602 0.470088 87.903850
0.726445 0.439796 83.337931
0.724435 0.464571 85.658716
0.040145 0.455603 88.236268
0.731072 0.420929 81.090855
0.753805 0.485316 81.535073
0.731605 0.476588 87.592753
0.724951 0.426652 81.563691
0.730741 0.459724 86.174507
0.741242 0.483806 84.957210
0.038479 0.416611 82.925360
0.017401 0.499992 82.340339
0.051819 0.494705 85.178582
0.731507 0.455266 85.604960
0.037876 0.464072 89.117209
0.731983 0.499346 84.600251
0.726254 0.484431 85.912973
0.040291 0.472250 89.501175
0.722392 0.491602 84.471817
0.048683 0.442436 85.719681
0.047589 0.403269 80.887512
0.053655 0.450525 85.494159
0.755495 0.472205 81.244773
0.029681 0.460188 86.858168
0.039694 0.491851 86.838350
0.055789 0.470804 85.613292
0.020072 0.439459 83.131024
0.047472 0.458719 87.550914
0.042664 0.453218 87.796590
0.049643 0.462643 87.222864
0.038132 0.496664 86.145803
0.303772 0.280637 81.231910
0.725873 0.522655 81.338613
0.034970 0.482806 87.586748
0.036361 0.470105 88.921572
0.717054 0.460560 83.549632
0.044420 0.415706 82.718894
0.719442 0.445024 82.918979
0.027641 0.450398 85.717405
0.043141 0.477119 88.570284
0.725117 0.431994 82.246473
0.057835 0.509040 82.606040
0.036524 0.487131 87.285731
0.049426 0.522769 82.197207
0.306265 0.278916 81.142382
0.044877 0.486846 87.189329
0.041507 0.506941 84.777575
0.040145 0.466140 89.667276
0.043457 0.466787 89.041686
0.041137 0.441400 86.296926
0.024370 0.419566 82.012337
0.047362 0.408263 81.561869
0.040145 0.469803 89.835191
0.027525 0.505965 83.817067
0.731605 0.471040 87.678037
0.020072 0.514979 81.560579
0.735754 0.516177 82.268835
0.047341 0.435819 85.115348
0.734924 0.480805 86.656883
0.029348 0.425754 83.445107
0.714380 0.488213 82.760554
0.051304 0.531527 80.900206
0.068472 0.473275 82.049939
0.030806 0.413200 82.036740
0.032092 0.489556 86.369227
0.731605 0.468590 87.356074
0.030901 0.486130 86.483959
0.044615 0.496499 86.008604
0.020072 0.469380 84.383715
0.038077 0.533816 81.122657
0.731735 0.434245 82.842397
0.068410 0.438323 81.088081
0.725177 0.517382 81.952300
0.040145 0.447016 87.070057
0.026114 0.487634 85.299413
0.732127 0.444503 84.187814
0.042713 0.450350 87.420754
0.044310 0.520624 82.837760
0.034801 0.432121 84.826525
0.035766 0.442964 86.310486
0.024539 0.467047 85.629204
0.731190 0.491856 85.583419
0.742276 0.497126 83.670048
0.738710 0.460698 85.380845
0.726462 0.474515 86.539817
0.034510 0.458603 87.920428
0.060844 0.492463 83.363597
0.020072 0.480577 84.153511
0.049550 0.482503 86.760671
0.051806 0.426089 83.369838
0.048013 0.421610 83.250606
0.038659 0.434807 85.393098
0.031305 0.468544 87.526982
0.040145 0.474582 89.186189
0.742448 0.513398 81.925498
0.734873 0.486439 86.063620
0.033569 0.452384 87.131504
0.039429 0.502672 85.366986
0.015306 0.434988 81.686716
