# x0..xd  joint_f  f_party0 .. f_party1
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
0.040145 0.468590 90.000000 90.000000 90.000000
