# gen=10 mediating population
# x0..xd fitness
0.040005 0.468517 89.959640
0.953418 0.532397 41.710115
0.799338 0.888923 12.191997
0.042733 0.679627 66.504928
0.924827 0.370144 58.860931
0.382794 0.261985 55.123282
0.617925 0.879951 28.059583
0.731720 0.275582 61.991185
0.969337 0.152334 60.035394
0.940427 0.204669 64.398110
0.304310 0.468517 52.907993
0.680892 0.695033 55.931002
0.040005 0.618697 74.750046
0.731720 0.468517 87.345716
0.039610 0.275582 63.786975
0.675812 0.772740 47.453525
0.489575 0.426630 14.811873
0.242893 0.255987 26.354751
0.084391 0.579319 63.731303
0.707822 0.998385 20.855633
0.066381 0.469945 82.658269
0.176627 0.037928 20.152391
0.089316 0.186276 49.265836
0.304310 0.865419 63.678671
0.965756 0.439489 55.144416
0.230797 0.808197 24.395639
0.156177 0.879509 30.247426
0.628251 0.825945 35.152934
0.304310 0.618697 32.520695
0.079076 0.867451 39.333165
0.965756 0.275582 77.577316
0.564364 0.334014 37.295763
0.516499 0.735911 19.948345
0.731720 0.468517 87.345716
0.168640 0.386897 52.380332
0.598103 0.902614 22.877695
0.811807 0.786068 20.196383
0.040005 0.673386 67.376815
0.324694 0.645108 35.780971
0.590084 0.522686 47.476266
0.941271 0.992116 22.307718
0.450626 0.062835 22.643668
0.304310 0.275582 81.964348
0.965756 0.618697 51.234022
0.902392 0.169775 51.311148
0.651693 0.159035 40.903747
0.619722 0.061696 25.318797
0.731720 0.275582 61.991185
0.794121 0.991014 3.742161
0.731720 0.468517 87.345716
0.657924 0.760290 46.194187
0.377924 0.870978 48.006454
0.040005 0.275582 63.787372
0.285700 0.251050 74.679131
0.040005 0.468517 89.959640
0.086651 0.767488 51.843736
0.342486 0.077040 49.324373
0.729335 0.419528 80.879488
0.274582 0.872046 56.244975
0.055467 0.641569 70.427237
0.323218 0.961140 51.957809
0.296773 0.145605 62.223087
0.983414 0.465034 50.812668
0.117621 0.525039 67.010167
0.039550 0.449629 87.419610
0.748511 0.180006 49.135825
0.289859 0.035404 45.435479
0.010993 0.299857 65.676354
0.965756 0.275582 77.577316
0.304310 0.275582 81.964348
0.039934 0.506582 84.839839
0.202133 0.019389 14.004479
0.941654 0.325304 67.416247
0.010349 0.091629 38.130425
0.138814 0.447145 62.244133
0.040005 0.275582 63.787372
0.939545 0.683138 53.286448
0.304310 0.275582 81.964348
0.040005 0.474032 89.259784
0.050340 0.275365 63.603453
0.252222 0.643460 26.802970
0.290463 0.117373 57.672200
0.449653 0.728743 25.824635
0.549536 0.092271 16.175664
0.304310 0.468517 52.907993
0.385184 0.839916 45.921432
0.784676 0.409843 12.940939
0.641190 0.477703 62.435803
0.673065 0.343297 64.197221
0.535552 0.355716 30.459889
0.867623 0.494950 32.356275
0.037186 0.504217 85.091118
0.308067 0.082749 52.875937
0.768050 0.839441 42.026689
0.666086 0.698181 52.944614
0.798740 0.499341 12.521589
0.698814 0.547700 74.545101
0.040005 0.865419 40.678901
0.896348 0.060564 38.927556
0.286520 0.418481 59.626659
0.961372 0.908413 33.092333
0.381278 0.152498 49.818009
0.040005 0.468517 89.959640
0.965756 0.275582 77.577316
0.944838 0.241348 69.118336
0.240753 0.655988 29.242088
0.259568 0.947805 7.398073
0.764567 0.489265 78.454674
0.795989 0.159211 17.162192
0.304310 0.865419 63.678671
0.965756 0.618697 51.234022
0.337636 0.658521 36.909952
0.337534 0.492986 47.303601
0.336015 0.265162 71.039346
0.304310 0.275582 81.964348
0.040005 0.275582 63.787372
0.529568 0.442307 30.742062
0.519936 0.027830 4.272560
0.040005 0.468517 89.959640
0.907033 0.091844 44.692444
0.380924 0.295314 55.672178
0.758430 0.355459 70.734467
0.778036 0.009924 2.966904
0.276081 0.227918 70.007586
0.831265 0.196999 30.297665
0.141283 0.471048 61.704639
0.397185 0.757895 39.044595
0.243737 0.434052 32.852479
0.630276 0.809376 37.102699
0.794263 0.947759 7.121336
0.304310 0.468517 52.907993
0.169895 0.612214 45.659710
0.297023 0.063965 49.978511
0.965756 0.618697 51.234022
0.040005 0.468517 89.959640
0.138627 0.102994 33.216840
0.059003 0.420278 81.580829
0.039610 0.275582 63.786975
