# gen=0 mediating population
# x0..xd fitness
0.040005 0.468517 89.959640
0.731720 0.468517 87.345716
0.304310 0.275582 81.964348
0.965756 0.275582 77.577316
0.040005 0.618697 74.750046
0.731720 0.618697 70.452157
0.040005 0.275582 63.787372
0.304310 0.865419 63.678671
0.731720 0.275582 61.991185
0.965756 0.689890 59.770422
0.304310 0.468517 52.907993
0.965756 0.468517 51.022673
0.304310 0.689890 41.875452
0.040005 0.865419 40.678901
0.731720 0.865419 39.256214
0.965756 0.865419 38.411663
0.712955 0.428471 80.075648
0.690885 0.719150 55.286240
0.491119 0.780028 18.508252
0.410924 0.579694 19.760974
0.139951 0.401018 60.609839
0.627317 0.324151 52.584873
0.244759 0.694755 27.432470
0.593902 0.631792 39.596658
0.440257 0.083726 27.316946
0.712330 0.427863 79.898102
0.297780 0.492085 49.279717
0.740296 0.357729 72.589789
0.417210 0.654721 26.487377
0.373801 0.234513 57.471279
0.987995 0.765996 49.281893
0.777004 0.027982 3.925488
0.173907 0.154082 33.213668
0.077086 0.889866 36.400799
0.750379 0.693403 62.143611
0.511763 0.464268 25.844261
0.568431 0.302549 36.694812
0.497309 0.683263 12.553747
0.916699 0.108929 48.615899
0.495492 0.232836 16.453033
0.436861 0.751543 30.005587
0.480892 0.797728 21.506419
0.282703 0.433418 57.097702
0.009757 0.340796 70.674140
0.689272 0.869369 36.996387
0.267804 0.456748 51.994610
0.268281 0.837053 15.011125
0.270515 0.530062 41.941840
0.175373 0.314966 46.798166
0.891109 0.180336 48.800600
0.494316 0.212298 16.472406
0.520877 0.160100 15.580773
0.919057 0.994290 20.777771
0.477048 0.309884 22.835473
0.507204 0.280793 12.773404
0.763837 0.108542 39.181363
0.511655 0.909769 8.074953
0.218376 0.363104 38.122576
0.854973 0.711392 32.459186
0.392944 0.231301 51.010596
0.380175 0.549162 33.285546
0.556719 0.004135 8.951939
0.638023 0.057648 27.284729
0.043027 0.875051 39.337751
0.292588 0.762768 50.851689
0.367865 0.873502 50.483551
0.029424 0.552044 65.372684
0.240248 0.884805 16.464085
0.460238 0.193170 27.358572
0.293693 0.817928 57.606555
0.559487 0.677925 31.210724
0.809127 0.868572 15.527506
0.417992 0.058938 31.266836
0.478459 0.521159 11.984901
0.580632 0.309199 40.172768
0.919883 0.655348 47.751238
0.349241 0.541094 39.117223
0.449053 0.282321 32.597189
0.295877 0.563481 25.137041
0.715191 0.517619 80.572951
0.352042 0.632779 32.634547
0.873119 0.167888 42.482226
0.987478 0.349415 65.417450
0.826205 0.065462 21.244863
0.005353 0.886945 36.809199
0.911318 0.199408 56.191461
0.027551 0.817335 47.193881
0.241828 0.056083 10.489866
0.067561 0.473872 82.296923
0.509429 0.416795 8.852037
0.255843 0.381512 28.510585
0.807384 0.811039 18.165997
0.686187 0.992614 20.747712
0.405185 0.190174 45.232671
0.488174 0.502370 10.551175
0.403355 0.181095 45.306387
0.048030 0.604691 72.505231
0.265911 0.881347 12.109478
0.584046 0.477460 46.285371
0.171515 0.056620 23.059579
0.157035 0.338617 52.839897
0.440643 0.683843 24.613835
0.205872 0.616434 37.479980
0.924472 0.079628 46.407590
0.485397 0.698564 16.105334
0.081568 0.869102 38.969378
0.433106 0.494330 27.045298
0.495740 0.370722 15.130998
0.922129 0.841278 38.408627
0.655526 0.462685 66.447401
0.565011 0.423916 40.459443
0.288212 0.263981 76.268441
0.690738 0.832837 41.766514
0.592392 0.466523 48.637043
0.673660 0.391479 68.392512
0.702104 0.965698 25.029531
0.090510 0.058125 32.501422
0.588017 0.751174 34.128678
0.511317 0.920501 14.342164
0.303964 0.493003 49.214668
0.979360 0.323508 70.038506
0.189567 0.305229 42.676266
0.344112 0.679530 39.091093
0.053815 0.806604 48.697866
0.602950 0.655213 41.348204
0.747660 0.535626 78.657756
0.109156 0.496196 70.333340
0.172343 0.683989 43.762957
0.529825 0.625224 25.212407
0.315143 0.491511 49.227042
0.820142 0.132620 23.777197
0.121309 0.446215 67.091791
0.040934 0.300517 67.172775
0.409390 0.372519 43.270352
0.339970 0.812570 54.744766
0.528206 0.553827 29.542551
0.117207 0.784605 46.135466
0.434586 0.077223 28.406169
0.181812 0.521011 49.734417
0.479334 0.313542 22.008594
0.099669 0.596553 61.316316
0.248170 0.604340 27.808152
0.305114 0.897305 60.653595
0.582015 0.712492 34.935843
0.683615 0.946621 26.630020
0.913231 0.051255 41.033083
0.380315 0.563857 21.615360
0.132574 0.575135 53.312674
0.322568 0.983928 49.076997
0.575666 0.629728 35.507188
0.401012 0.744630 37.279934
0.401186 0.765475 38.717660
0.982431 0.168117 61.281136
0.474595 0.548940 10.759850
0.436107 0.296731 36.909769
0.393564 0.838081 43.827888
0.651643 0.953897 23.290116
0.477000 0.878894 23.356327
0.792208 0.265358 18.236322
0.762438 0.822736 44.502373
0.352992 0.974232 47.076639
0.675233 0.699380 54.559064
0.459597 0.069735 20.581122
0.997980 0.637751 49.992412
0.068153 0.146137 45.512006
0.838913 0.277195 34.358411
0.539451 0.080433 13.042595
0.566347 0.362485 39.060639
0.318214 0.653523 37.047473
0.354903 0.715257 42.268423
0.628281 0.967511 19.351089
0.281418 0.246395 73.063407
0.077518 0.892075 36.079655
0.034545 0.491475 86.519436
0.000905 0.889199 36.276097
0.339397 0.630818 33.267163
0.330707 0.888990 58.908759
0.729322 0.094321 38.165942
0.706701 0.880417 36.554377
0.540538 0.975731 6.899165
0.470003 0.039204 15.155489
0.513489 0.521841 26.017397
0.579497 0.837251 26.126249
0.350762 0.911389 53.117606
0.400412 0.389730 44.954944
0.402265 0.103992 39.710876
0.465927 0.648071 16.762539
0.297694 0.892339 60.377103
0.478571 0.282363 22.533214
0.418540 0.415897 37.642949
0.771308 0.737951 54.804159
0.473227 0.501897 15.018487
0.835665 0.719879 27.637877
0.510592 0.744535 12.575267
0.334311 0.541969 40.538264
0.580052 0.072424 20.078214
0.679436 0.720356 53.434115
0.552480 0.504963 37.197128
0.082720 0.580606 64.150977
0.628934 0.586681 46.990245
0.722702 0.084388 36.802926
0.980547 0.121383 55.098371
0.111550 0.505804 69.395070
0.444985 0.182500 31.981361
0.420539 0.868908 37.425481
0.755722 0.136309 43.166859
0.179134 0.551471 42.213218
0.562321 0.431486 39.830047
0.360565 0.518661 40.612441
0.411658 0.029457 29.833242
0.053968 0.117029 42.097937
0.628471 0.429460 58.277657
0.129101 0.371636 61.845637
0.774020 0.742386 53.996482
0.067537 0.706829 61.333691
0.319812 0.980502 49.645755
0.156558 0.204263 41.530745
0.483725 0.477835 13.608028
0.067745 0.524128 79.206183
0.823711 0.423331 24.971927
0.581190 0.752285 32.690271
0.395544 0.465836 39.655771
0.790781 0.804866 14.577902
0.166774 0.770117 39.464340
0.469353 0.925421 24.517354
0.330792 0.304942 71.915207
0.484223 0.924907 20.898261
0.145089 0.680157 49.821552
0.806144 0.867288 14.966407
0.089101 0.675534 61.503644
0.612401 0.652057 43.511155
0.057603 0.385822 77.744123
0.733229 0.135851 43.625574
0.567082 0.023154 12.730887
0.017457 0.472759 83.627777
0.844103 0.887098 21.358760
0.300631 0.938766 55.090951
0.588324 0.098715 24.233092
0.096343 0.565611 60.423042
0.756739 0.139108 43.485330
0.372474 0.988432 42.503361
0.902811 0.350974 54.053782
0.488432 0.605974 8.962817
0.007135 0.062675 34.104289
0.656723 0.159120 41.578967
0.910061 0.395098 52.705912
0.469407 0.609664 12.949701
0.821316 0.481126 20.570779
0.246887 0.402347 31.468331
0.204527 0.770635 32.201406
0.118954 0.984476 21.125357
0.256565 0.396043 28.660035
0.640454 0.604954 49.937091
0.907051 0.958401 23.877295
0.551538 0.374886 35.475828
0.620183 0.331037 51.359895
0.100451 0.054687 31.310452
0.915091 0.535852 37.533490
0.205401 0.566899 36.904120
0.956909 0.248282 72.771260
0.614037 0.520076 54.206970
0.054601 0.509325 83.147127
0.002284 0.185904 50.174000
0.769458 0.334399 66.819458
0.282181 0.389049 63.317762
0.569360 0.564346 33.264890
0.184786 0.106035 26.268100
0.740014 0.799569 48.186100
0.813884 0.986074 7.721005
0.774778 0.781265 49.117827
0.878872 0.862877 29.718181
0.409811 0.303999 45.736291
0.980566 0.840892 41.120468
0.779572 0.675530 14.049535
0.772934 0.309988 11.474397
0.744721 0.141195 44.173146
0.558826 0.239284 30.270248
0.758861 0.823389 44.564925
0.105345 0.626958 60.325277
0.447009 0.912725 30.286228
0.762294 0.348188 69.387733
0.898468 0.865311 32.692689
0.852278 0.907602 21.203288
0.375141 0.279504 57.804803
0.690396 0.012975 26.368833
0.030909 0.052334 33.408964
0.112933 0.747354 50.749531
0.891847 0.956559 22.409540
0.956253 0.478072 49.484902
0.920327 0.204617 59.208280
0.688087 0.184571 48.087710
0.569673 0.307644 37.301600
0.852939 0.398022 35.644570
0.307895 0.899408 60.503535
0.358617 0.363450 59.204244
0.803464 0.202174 21.101862
0.929362 0.884566 34.365127
0.357059 0.321796 62.680016
0.127006 0.827821 39.943006
0.285281 0.781960 52.467390
