# gen=200 OSA snapshot
# x0..xd fitness
0.040145 0.468590 90.000000
0.731605 0.473490 87.999988
0.304212 0.275602 81.994008
0.082432 0.445582 77.764338
0.709276 0.515076 79.650897
0.031863 0.419708 82.968688
0.047428 0.429461 84.308757
0.013555 0.454672 82.325058
0.721552 0.415393 79.853283
0.020072 0.437876 83.004943
0.046506 0.506672 84.530469
0.757933 0.420634 77.819734
0.754531 0.479452 81.472126
0.038877 0.531546 81.442484
0.037157 0.389803 79.267369
0.040145 0.517709 83.329136
0.052112 0.473749 86.579770
0.037640 0.513354 83.880269
0.033753 0.535033 80.800841
0.046695 0.520028 82.777838
0.303354 0.255850 79.000625
0.058349 0.467020 84.903036
0.723156 0.438760 82.848716
0.713801 0.475443 82.960505
0.040145 0.451954 87.740694
0.734822 0.413278 80.035051
0.000000 0.468590 78.769481
0.731605 0.476588 87.592753
0.724374 0.425284 81.343262
0.731605 0.459143 86.114542
0.741935 0.490066 84.356931
0.020072 0.420962 81.434306
0.001903 0.453519 79.107846
0.059450 0.503629 82.802015
0.731605 0.450986 85.042607
0.042596 0.461634 88.832827
0.733429 0.501974 84.221225
0.726254 0.484431 85.912973
0.040291 0.472250 89.501175
0.720847 0.494491 83.893210
0.051479 0.441003 85.091783
0.293404 0.287856 77.880646
0.056802 0.433642 83.348570
0.307548 0.273825 80.828844
0.015054 0.461804 82.920689
0.040127 0.494266 86.512834
0.713667 0.413706 78.648967
0.021479 0.428106 82.417387
0.050267 0.457205 86.773746
0.045756 0.453390 87.406583
0.060217 0.460284 84.272563
0.040114 0.497144 86.122011
0.301621 0.281646 80.735531
0.724318 0.529465 80.360770
0.030323 0.483031 86.624071
0.035114 0.468590 88.592497
0.717054 0.460560 83.549632
0.060217 0.412684 80.556543
0.719442 0.445024 82.918979
0.021770 0.452889 84.434781
0.041016 0.484100 87.879449
0.723852 0.432584 82.194658
0.735553 0.537507 79.513169
0.040145 0.491089 86.944410
0.047066 0.531991 81.174382
0.306265 0.278916 81.142382
0.058840 0.489105 84.074257
0.043915 0.511195 84.118417
0.040145 0.466140 89.667276
0.045110 0.468590 88.611124
0.040145 0.436233 85.605536
0.012477 0.427535 80.460743
0.043863 0.404015 81.168522
0.040271 0.470981 89.673339
0.025487 0.518991 82.020650
0.731605 0.471040 87.678037
0.006497 0.508161 79.160847
0.726687 0.517338 82.072192
0.060226 0.422164 81.555283
0.738859 0.479773 85.789628
0.006921 0.414812 78.179366
0.711892 0.507520 80.854779
0.005685 0.429317 78.982654
0.000000 0.468015 78.769209
0.024757 0.404929 80.341761
0.030523 0.493997 85.623684
0.731605 0.468590 87.356074
0.010225 0.493536 80.970095
0.048145 0.500810 85.085019
0.000000 0.451889 78.542726
0.731964 0.399305 78.250207
0.732365 0.424665 81.579920
0.306349 0.295696 78.888247
0.732248 0.524808 81.253313
0.039443 0.443742 86.619762
0.003777 0.505595 78.652554
0.733602 0.440236 83.593532
0.046063 0.449830 86.961452
0.038411 0.526037 82.182997
0.034801 0.432121 84.826525
0.026321 0.443176 84.816460
0.003500 0.470170 79.746406
0.728619 0.492892 85.314098
0.746648 0.512008 81.389047
0.740196 0.457322 84.773422
0.726462 0.474515 86.539817
0.035339 0.455835 87.807265
0.308972 0.268615 80.060660
0.001356 0.465428 79.140461
0.055936 0.479024 85.360825
0.051979 0.423269 83.011100
0.048132 0.414024 82.259830
0.041056 0.428264 84.517344
0.022373 0.470841 85.018914
0.040145 0.476588 88.913695
0.047432 0.393154 79.554086
0.734873 0.486439 86.063620
0.033569 0.452384 87.131504
0.029568 0.502619 84.512465
0.012286 0.436572 81.075376
