# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.781795 0.060413 0.768612 89.860965 89.867763 89.860965
0.355005 0.528450 0.680553 88.412163 88.292781 88.292781
0.811456 0.035345 0.319602 87.893768 89.201194 87.893768
0.744703 0.903463 0.092305 89.750957 89.904332 89.750957
0.313945 0.142500 0.619487 89.550470 89.827461 89.550470
0.933766 0.553566 0.636404 89.703174 89.839024 89.703174
0.392217 0.328312 0.639228 89.092868 88.870953 88.870953
0.865394 0.842127 0.829120 89.727281 89.851143 89.727281
0.390605 0.325307 0.643806 89.969152 89.966010 89.966010
0.784129 0.059283 0.770856 89.954642 89.956467 89.954642
0.318187 0.131589 0.139967 89.772239 89.481231 89.481231
0.783789 0.060636 0.767684 89.949483 89.945651 89.945651
0.042147 0.583328 0.203507 89.956698 89.958300 89.956698
0.653890 0.252297 0.611115 89.182093 89.048592 89.048592
0.042217 0.582546 0.201124 89.846526 89.856091 89.846526
0.318250 0.132968 0.142074 89.905895 89.901695 89.901695
0.407953 0.801808 0.553399 89.926635 89.948328 89.926635
0.406904 0.802154 0.552754 89.778582 89.909003 89.778582
0.071820 0.500790 0.839399 89.254140 89.273040 89.254140
0.867248 0.844534 0.826953 89.477945 89.776360 89.477945
0.652662 0.252315 0.597625 88.572668 89.096650 88.572668
0.041948 0.560075 0.199970 87.019387 86.518235 86.518235
0.314886 0.143508 0.622303 89.410280 89.520812 89.410280
0.883723 0.599525 0.342302 89.564056 89.201625 89.201625
0.589033 0.842842 0.258640 87.483401 85.978232 85.978232
0.391530 0.326232 0.621831 86.958136 86.998968 86.958136
0.355589 0.530065 0.679753 89.165457 89.092328 89.092328
0.653348 0.244804 0.605203 89.892082 89.865092 89.865092
0.068980 0.500310 0.833100 89.291301 89.240373 89.240373
0.786413 0.060799 0.769284 89.754574 89.774356 89.754574
0.845411 0.367722 0.212295 89.681720 89.421326 89.421326
0.394170 0.323493 0.628328 87.357170 87.293374 87.293374
0.619163 0.911927 0.666430 88.533740 88.409357 88.409357
0.784221 0.056391 0.768699 89.807178 89.745816 89.745816
0.843768 0.368210 0.211263 89.591781 89.524692 89.524692
0.390219 0.324740 0.647912 89.770782 89.766601 89.766601
0.308844 0.143388 0.616054 88.197374 88.005445 88.005445
0.318204 0.132731 0.144687 89.525704 89.677680 89.525704
0.066220 0.501272 0.838634 89.486903 89.399185 89.399185
0.391493 0.324608 0.640476 89.876949 89.868818 89.868818
0.040518 0.522761 0.204705 76.275679 73.695804 73.695804
0.085858 0.235425 0.624434 89.670903 88.882225 88.882225
0.046428 0.173661 0.388529 54.087094 52.583968 52.583968
0.319158 0.133583 0.141132 89.895221 89.906460 89.895221
0.280151 0.569690 0.149136 89.579530 89.103540 89.103540
0.310301 0.145614 0.621871 89.225648 89.400551 89.225648
0.318932 0.132675 0.136766 89.635128 89.746673 89.635128
0.782143 0.058502 0.772832 89.545485 89.560464 89.545485
0.398285 0.325194 0.640631 89.140005 89.081305 89.081305
0.078550 0.763295 0.851308 89.849800 89.783672 89.783672
0.652433 0.250260 0.587147 85.413785 85.410201 85.410201
0.932912 0.555755 0.642445 89.474884 89.594902 89.474884
0.615561 0.909204 0.666667 88.641373 88.876378 88.641373
0.866574 0.839752 0.774170 75.357297 77.044226 75.357297
0.783253 0.059296 0.765938 89.884832 89.889449 89.884832
0.393686 0.326049 0.644864 89.822315 89.803149 89.803149
0.391333 0.323846 0.630998 88.534194 88.563721 88.534194
0.898370 0.596535 0.357929 78.493604 82.049447 78.493604
0.652780 0.249778 0.605598 89.823671 89.618930 89.618930
0.866759 0.841415 0.813088 88.603187 88.747934 88.603187
0.656130 0.256537 0.622477 82.379955 86.264040 82.379955
0.819616 0.036779 0.315175 88.528817 88.336180 88.336180
0.782956 0.059002 0.769947 89.911852 89.913768 89.911852
0.783983 0.059444 0.762891 89.812159 89.820677 89.812159
0.083282 0.238692 0.627298 88.009199 87.118145 87.118145
0.653705 0.244754 0.603134 89.828514 89.644627 89.644627
0.282044 0.569036 0.145799 89.277972 89.692105 89.277972
0.354362 0.532746 0.677919 89.862470 89.911836 89.862470
0.042338 0.563158 0.203529 88.120356 87.777181 87.777181
0.867504 0.841624 0.798416 85.974295 86.054352 85.974295
0.817597 0.034749 0.320167 89.541495 89.529311 89.529311
0.654096 0.245547 0.597654 89.248004 88.828888 88.828888
0.883536 0.600376 0.341794 89.772182 89.128592 89.128592
0.867855 0.843372 0.827061 89.798779 89.909667 89.798779
0.353414 0.532231 0.675280 89.950970 89.968072 89.950970
0.814598 0.035779 0.323936 89.585590 88.927979 88.927979
0.932610 0.556735 0.640913 89.277635 89.475828 89.277635
0.043673 0.168403 0.391383 52.530110 53.135877 52.530110
0.352475 0.532814 0.679030 89.756728 89.490402 89.490402
0.392628 0.325920 0.647162 89.789872 89.780889 89.780889
0.653182 0.248819 0.609335 89.813847 89.702378 89.702378
0.408745 0.801772 0.559878 89.315399 88.465697 88.465697
0.040851 0.581499 0.198469 89.106467 89.224764 89.106467
0.656054 0.244415 0.619060 87.006719 87.601813 87.006719
0.065076 0.504681 0.830632 87.198641 88.246014 87.198641
0.396018 0.324141 0.642934 89.500722 89.457033 89.457033
0.276533 0.563968 0.145637 87.704537 88.643800 87.704537
0.066446 0.502869 0.838818 88.943319 89.165881 88.943319
0.650485 0.201180 0.602485 66.503100 64.938052 64.938052
0.316589 0.134309 0.144662 89.609809 89.746597 89.609809
0.394357 0.324613 0.644717 89.838776 89.828225 89.828225
0.279016 0.565445 0.142265 89.350032 88.968442 88.968442
0.317934 0.133896 0.144775 89.741755 89.599603 89.599603
0.387990 0.325418 0.643726 89.791537 89.767331 89.767331
0.043549 0.583365 0.204992 89.721222 89.807275 89.721222
0.782178 0.060112 0.766113 89.797114 89.811518 89.797114
0.042189 0.502984 0.206530 68.794381 64.722495 64.722495
0.784581 0.061728 0.764553 89.615423 89.589982 89.589982
0.782730 0.060868 0.765591 89.732561 89.732924 89.732561
0.868273 0.843203 0.825706 89.679123 89.831363 89.679123
0.866192 0.841490 0.830092 89.832479 89.890154 89.832479
0.652248 0.248258 0.602355 89.528486 89.412438 89.412438
0.398563 0.325158 0.636911 88.541797 88.491649 88.491649
0.838856 0.367069 0.209597 89.348873 89.231303 89.231303
0.785204 0.059570 0.762318 89.626598 89.663487 89.626598
0.652211 0.246965 0.594310 87.936381 88.593697 87.936381
0.783944 0.061149 0.772582 89.770623 89.764220 89.764220
0.813877 0.036520 0.325420 89.431042 88.685499 88.685499
0.042055 0.577942 0.206052 89.833265 89.814682 89.814682
0.391134 0.322976 0.640586 89.613813 89.537103 89.537103
0.408232 0.801159 0.557449 89.441441 89.583089 89.441441
0.321730 0.131573 0.138123 88.927742 88.853217 88.853217
0.313787 0.142822 0.619105 89.525461 89.771720 89.525461
0.319507 0.133445 0.140735 89.841166 89.853669 89.841166
0.883799 0.599197 0.341706 89.195327 88.955689 88.955689
0.653836 0.250180 0.611250 89.437842 89.481583 89.437842
0.076746 0.760395 0.849660 88.957970 89.252890 88.957970
0.354940 0.529443 0.678340 89.496594 89.174411 89.174411
0.279138 0.567614 0.147190 89.732978 89.687255 89.687255
0.753506 0.899852 0.090080 85.204301 86.973579 85.204301
0.538615 0.219943 0.290706 0.790736 0.856584 0.790736
0.175397 0.168478 0.882916 2.302888 1.759516 1.759516
0.194771 0.695480 0.376427 1.534330 0.592976 0.592976
0.871266 0.683140 0.092631 0.943742 3.176089 0.943742
0.269946 0.586869 0.776193 4.749980 0.645028 0.645028
0.664147 0.206812 0.815478 4.713269 6.287023 4.713269
0.233750 0.474649 0.671828 1.780573 0.645028 0.645028
0.939687 0.439209 0.553913 58.379351 2.726629 2.726629
0.709440 0.785177 0.195268 1.599436 3.176089 1.599436
0.031517 0.164238 0.257819 6.880672 6.540259 6.540259
0.629107 0.138634 0.475607 4.546781 9.282007 4.546781
0.378589 0.093050 0.120418 10.381944 10.203560 10.203560
0.322412 0.563836 0.566576 4.486124 4.971847 4.486124
0.824843 0.420369 0.303049 1.945429 3.538317 1.945429
0.196207 0.629166 0.989837 0.645028 0.645028 0.645028
0.015412 0.496347 0.395264 2.182771 0.645028 0.645028
0.843236 0.340180 0.043319 0.645028 1.301585 0.645028
0.360978 0.126178 0.627013 15.409049 34.165407 15.409049
0.440165 0.992660 0.137052 0.511728 0.592976 0.511728
0.913649 0.418772 0.792517 2.947241 17.688764 2.947241
0.851936 0.122075 0.199845 2.556836 0.645028 0.645028
0.389984 0.410554 0.412896 3.126902 2.213084 2.213084
0.452106 0.053829 0.399809 2.059286 2.959311 2.059286
0.853051 0.840381 0.812864 78.456370 82.532275 78.456370
0.942144 0.623432 0.040281 0.943742 0.645028 0.645028
0.069743 0.753080 0.973489 6.308200 6.194926 6.194926
0.535958 0.703751 0.030438 1.571340 1.897884 1.571340
0.303088 0.409374 0.199536 0.475816 2.213084 0.475816
0.640521 0.344025 0.554020 26.770040 19.143155 19.143155
0.798037 0.994748 0.973047 1.603753 2.081428 1.603753
0.818011 0.000000 1.000000 1.847668 2.750623 1.847668
0.040294 0.229354 0.466991 8.834115 1.242912 1.242912
0.054555 0.791147 0.533382 0.645028 2.566932 0.645028
0.073867 0.178966 0.291509 19.461153 3.919646 3.919646
0.257549 0.726597 0.597881 1.780573 0.645028 0.645028
0.377970 0.121404 0.000000 7.113108 9.000372 7.113108
0.507107 0.211763 0.773947 2.551270 2.778462 2.551270
0.581779 0.377887 0.802331 2.551270 2.778462 2.551270
0.194846 0.957242 0.484852 0.645028 2.566932 0.645028
0.052935 0.006761 0.290954 1.713713 0.522616 0.522616
0.245295 0.176397 0.323411 3.867046 4.721630 3.867046
0.373025 0.271223 0.681453 16.653078 8.788909 8.788909
0.055033 0.217187 0.413025 31.720162 36.112011 31.720162
0.479522 0.767322 0.423471 1.062310 1.897884 1.062310
0.256701 0.533988 0.594934 1.780573 1.327095 1.327095
0.125805 0.931468 0.258038 2.389799 0.645028 0.645028
0.592065 0.721393 0.581600 0.645028 1.986511 0.645028
0.840055 1.000000 0.000000 1.599436 3.176089 1.599436
0.655161 0.621744 0.447617 1.044309 0.527833 0.527833
0.889739 0.529067 0.099252 0.943742 0.645028 0.645028
0.668022 0.257482 0.803201 6.659402 8.044226 6.659402
0.803205 0.500228 0.039880 0.943742 0.645028 0.645028
0.431962 0.522171 0.713751 3.915205 2.436160 2.436160
0.895481 0.169938 0.057226 0.645028 0.645028 0.645028
0.874838 0.628140 0.309001 52.532549 23.716857 23.716857
0.793935 0.574164 0.948317 0.645028 2.726629 0.645028
0.059683 0.557526 0.211824 54.004404 61.719618 54.004404
1.000000 0.030787 0.849475 1.847668 2.750623 1.847668
0.878501 0.496011 0.535320 1.179266 2.771515 1.179266
0.512031 0.000000 0.859454 2.551270 2.778462 2.551270
0.657448 0.626730 0.467218 1.044309 0.527833 0.527833
0.331073 0.960227 0.980222 0.645028 0.645028 0.645028
0.603860 0.900520 0.680114 53.072741 66.679320 53.072741
0.646768 0.127848 0.034278 0.790736 0.645028 0.645028
0.811210 0.178044 0.965674 1.847668 2.750623 1.847668
0.897640 0.067728 0.187702 2.556836 0.645028 0.645028
0.555485 0.071177 0.952431 2.551270 2.778462 2.551270
0.974976 0.972032 0.260450 1.599436 3.176089 1.599436
0.427932 0.000000 0.178655 2.059286 2.959311 2.059286
0.213353 0.104422 0.163137 7.758660 2.959311 2.959311
0.762373 0.100716 0.108704 2.556836 0.645028 0.645028
0.394504 0.810282 0.565563 68.200201 71.558340 68.200201
0.286543 0.291958 1.000000 2.120146 1.861586 1.861586
0.943836 0.438566 0.323865 0.897376 0.645028 0.645028
0.444508 0.369084 0.799410 2.120146 1.861586 1.861586
0.129915 0.815436 0.200217 1.021140 0.645028 0.645028
0.271834 0.579509 0.186418 28.302491 50.245309 28.302491
0.232647 0.026229 0.000000 2.572768 2.959311 2.572768
0.463176 0.524716 0.565130 1.780573 0.645028 0.645028
0.061152 0.494795 0.862385 65.896333 69.337397 65.896333
0.030912 0.040094 0.446198 3.275689 1.095354 1.095354
0.153449 0.281045 0.004194 0.480377 0.579693 0.480377
0.801516 0.828329 0.934987 1.603753 2.081428 1.603753
0.609443 0.029505 0.961122 2.551270 2.778462 2.551270
0.594227 0.587777 0.766676 3.105369 3.096509 3.096509
0.230955 0.312675 0.825400 2.120146 1.861586 1.861586
0.174371 0.239882 0.234836 0.480377 1.940866 0.480377
0.714243 0.027729 0.165575 2.556836 1.466102 1.466102
0.974467 0.007621 0.340133 2.556836 2.439741 2.439741
0.824860 0.032046 0.325306 86.001181 83.121605 83.121605
0.751612 0.057315 0.579115 10.378044 12.540841 10.378044
0.822070 0.393890 0.457894 0.645028 1.301585 0.645028
0.000000 0.507439 0.687160 2.970974 2.012847 2.012847
0.751422 0.667104 0.598795 0.645028 2.726629 0.645028
0.295537 0.000000 0.456135 2.059286 2.959311 2.059286
0.590682 0.416622 0.661755 2.690865 2.778462 2.690865
0.065512 0.634022 0.499960 0.645028 0.645028 0.645028
0.110659 0.560994 0.080719 2.389799 1.729531 1.729531
0.856984 0.941123 0.670430 1.603753 2.081428 1.603753
1.000000 0.208211 0.802262 1.847668 2.750623 1.847668
0.122054 0.282325 0.736144 1.644261 1.242912 1.242912
0.691927 0.816306 0.148430 1.599436 3.176089 1.599436
0.487440 0.903228 0.883822 0.645028 1.986511 0.645028
0.792649 0.335942 0.075021 0.645028 1.467424 0.645028
0.073304 0.553370 0.484461 2.182771 0.645028 0.645028
0.356282 0.834709 0.000000 3.038114 2.375026 2.375026
0.928166 0.386999 0.198439 2.678599 13.226923 2.678599
0.440703 0.538070 0.056276 1.534330 2.213084 1.534330
0.000000 0.671601 0.005314 2.389799 0.734005 0.734005
0.000000 0.291675 0.291685 1.118408 1.172129 1.118408
1.000000 0.000000 0.497995 1.847668 2.750623 1.847668
0.049487 0.120533 0.234358 4.416352 2.627763 2.627763
0.652746 0.941038 0.888436 0.645028 1.986511 0.645028
0.148926 0.000000 0.623562 1.071678 1.759516 1.071678
0.233970 0.379241 0.971939 2.120146 1.861586 1.861586
0.048426 0.605082 0.194765 73.554049 73.411214 73.411214
0.391157 0.070174 0.277490 2.059286 2.959311 2.059286
0.329624 0.201921 0.854264 2.120146 1.861586 1.861586
0.526483 0.695567 0.206471 1.571340 1.897884 1.571340
0.869331 0.607275 0.339523 73.963397 62.692616 62.692616
0.761936 0.432223 0.475571 0.564885 2.726629 0.564885
0.869370 0.900468 0.948459 1.603753 2.081428 1.603753
0.462883 0.307963 0.544906 15.727540 13.782283 13.782283
0.714977 0.046711 0.635156 8.713321 12.316041 8.713321
0.615508 0.931348 0.621018 47.040217 26.202108 26.202108
0.342121 0.291688 0.564317 17.775093 16.077376 16.077376
0.775350 0.066978 0.760289 83.350931 82.284589 82.284589
0.115928 0.660163 0.693466 0.645028 0.645028 0.645028
0.568812 0.906661 0.465656 0.645028 1.986511 0.645028
0.732893 0.355686 0.341039 0.645028 2.335319 0.645028
0.441048 0.335466 0.234505 1.944831 0.682836 0.682836
0.695476 0.412377 0.928323 2.551270 2.778462 2.551270
0.462395 0.471528 0.601939 2.326030 0.645028 0.645028
0.473884 0.221064 0.979108 2.120146 2.778462 2.120146
0.002247 0.483148 0.180380 9.339487 11.133252 9.339487
0.542723 0.200152 0.564303 2.551270 2.778462 2.551270
0.298960 0.134752 0.144732 75.011677 75.382534 75.011677
0.305225 0.170347 0.863347 2.302888 1.759516 1.759516
0.855096 0.840016 0.431942 1.603753 3.176089 1.603753
0.643885 0.128805 0.793610 2.758931 3.821021 2.758931
0.382255 0.422378 0.345862 1.534330 2.213084 1.534330
0.436006 0.149229 0.627829 2.302888 2.579499 2.302888
0.450002 0.239761 0.033668 2.059286 0.811546 0.811546
0.595488 0.976315 0.913335 0.645028 2.593479 0.645028
0.737009 0.331159 0.159242 2.726706 2.417492 2.417492
0.140430 0.057799 0.796335 1.071678 1.759516 1.071678
0.379922 0.940204 0.386845 0.646073 0.592976 0.592976
1.000000 0.065919 1.000000 1.847668 2.750623 1.847668
0.176132 0.373100 0.504929 2.120146 1.861586 1.861586
0.852963 0.837149 0.603583 6.425560 6.459072 6.425560
0.609103 0.394401 0.830953 2.551270 2.778462 2.551270
0.617136 0.467064 0.570245 4.074403 0.527833 0.527833
0.305682 0.147988 0.618796 82.531065 86.350998 82.531065
0.403491 0.813502 0.523338 69.468446 71.992679 69.468446
0.188316 0.769084 0.022505 1.534330 0.645028 0.645028
0.812778 0.237535 0.461621 0.645028 1.301585 0.645028
0.449816 0.450287 0.011882 1.534330 2.213084 1.534330
0.655887 0.224429 0.659097 51.335055 58.624535 51.335055
0.753909 0.114078 0.524088 2.129257 2.750623 2.129257
0.878074 0.000000 0.722380 5.730819 7.462002 5.730819
0.071207 0.208128 0.602249 26.376886 5.325536 5.325536
0.066293 0.742507 0.836001 42.259037 53.347412 42.259037
0.383813 0.696109 0.494949 1.780573 1.533224 1.533224
0.341197 0.438516 0.365645 1.534330 2.213084 1.534330
0.324259 0.783018 0.251678 1.593387 1.257542 1.257542
0.940647 0.732463 0.384005 0.943742 3.176089 0.943742
0.237239 0.585140 0.669193 2.402717 0.645028 0.645028
0.310569 0.420837 0.578086 1.780573 0.791913 0.791913
0.978715 0.559798 0.676689 12.420243 15.591546 12.420243
0.940392 0.732158 0.971802 0.645028 2.081428 0.645028
0.586596 0.693737 0.193596 1.571340 3.288046 1.571340
0.699099 0.560240 0.554493 2.913369 2.726629 2.726629
0.223758 0.178549 0.530893 2.606414 1.813323 1.813323
0.938099 0.058861 0.428158 2.556836 2.893840 2.556836
0.614799 0.087755 1.000000 2.551270 2.778462 2.551270
0.260648 0.166185 0.772453 2.327425 1.759516 1.759516
0.601284 0.794055 0.269676 42.676758 18.179544 18.179544
0.791393 0.000000 0.512625 2.817683 3.549130 2.817683
0.336714 0.640367 0.187030 4.589203 8.709497 4.589203
0.537174 0.046756 0.337079 0.790736 0.456342 0.456342
