# Consensus C(x)=min(F0,F1) D=10 (slice: x0-x1, others=0.5)
# x0 x1 value
0.000000 0.000000 41.057098
0.000000 0.010101 41.057098
0.000000 0.020202 41.057098
0.000000 0.030303 41.057098
0.000000 0.040404 41.057098
0.000000 0.050505 41.057098
0.000000 0.060606 41.057098
0.000000 0.070707 41.057098
0.000000 0.080808 41.057098
0.000000 0.090909 41.057098
0.000000 0.101010 41.057098
0.000000 0.111111 41.057098
0.000000 0.121212 41.057098
0.000000 0.131313 41.057098
0.000000 0.141414 41.057098
0.000000 0.151515 41.057098
0.000000 0.161616 41.057098
0.000000 0.171717 41.057098
0.000000 0.181818 41.057098
0.000000 0.191919 41.057098
0.000000 0.202020 41.057098
0.000000 0.212121 41.057098
0.000000 0.222222 41.057098
0.000000 0.232323 41.057098
0.000000 0.242424 41.057098
0.000000 0.252525 41.057098
0.000000 0.262626 41.057098
0.000000 0.272727 41.057098
0.000000 0.282828 41.057098
0.000000 0.292929 41.057098
0.000000 0.303030 41.057098
0.000000 0.313131 41.057098
0.000000 0.323232 41.057098
0.000000 0.333333 41.057098
0.000000 0.343434 41.057098
0.000000 0.353535 41.057098
0.000000 0.363636 41.057098
0.000000 0.373737 41.057098
0.000000 0.383838 41.057098
0.000000 0.393939 41.057098
0.000000 0.404040 41.057098
0.000000 0.414141 41.057098
0.000000 0.424242 40.545473
0.000000 0.434343 40.545473
0.000000 0.444444 40.545473
0.000000 0.454545 40.545473
0.000000 0.464646 40.545473
0.000000 0.474747 40.545473
0.000000 0.484848 40.545473
0.000000 0.494949 40.545473
0.000000 0.505051 40.545473
0.000000 0.515152 40.545473
0.000000 0.525253 40.545473
0.000000 0.535354 40.545473
0.000000 0.545455 40.545473
0.000000 0.555556 40.545473
0.000000 0.565657 40.545473
0.000000 0.575758 40.545473
0.000000 0.585859 40.545473
0.000000 0.595960 40.545473
0.000000 0.606061 40.545473
0.000000 0.616162 40.545473
0.000000 0.626263 40.545473
0.000000 0.636364 40.545473
0.000000 0.646465 40.545473
0.000000 0.656566 40.545473
0.000000 0.666667 40.545473
0.000000 0.676768 40.545473
0.000000 0.686869 40.545473
0.000000 0.696970 40.545473
0.000000 0.707071 40.545473
0.000000 0.717172 40.545473
0.000000 0.727273 40.545473
0.000000 0.737374 40.545473
0.000000 0.747475 40.545473
0.000000 0.757576 40.545473
0.000000 0.767677 40.545473
0.000000 0.777778 40.545473
0.000000 0.787879 40.545473
0.000000 0.797980 40.545473
0.000000 0.808081 40.545473
0.000000 0.818182 40.545473
0.000000 0.828283 40.545473
0.000000 0.838384 40.545473
0.000000 0.848485 40.545473
0.000000 0.858586 40.545473
0.000000 0.868687 40.545473
0.000000 0.878788 40.545473
0.000000 0.888889 40.545473
0.000000 0.898990 40.545473
0.000000 0.909091 40.545473
0.000000 0.919192 40.545473
0.000000 0.929293 40.545473
0.000000 0.939394 40.545473
0.000000 0.949495 40.545473
0.000000 0.959596 40.545473
0.000000 0.969697 40.545473
0.000000 0.979798 40.545473
0.000000 0.989899 40.545473
0.000000 1.000000 40.545473
0.010101 0.000000 41.057098
0.010101 0.010101 41.057098
0.010101 0.020202 41.057098
0.010101 0.030303 41.057098
0.010101 0.040404 41.057098
0.010101 0.050505 41.057098
0.010101 0.060606 41.057098
0.010101 0.070707 41.057098
0.010101 0.080808 41.057098
0.010101 0.090909 41.057098
0.010101 0.101010 41.057098
0.010101 0.111111 41.057098
0.010101 0.121212 41.057098
0.010101 0.131313 41.057098
0.010101 0.141414 41.057098
0.010101 0.151515 41.057098
0.010101 0.161616 41.057098
0.010101 0.171717 41.057098
0.010101 0.181818 41.057098
0.010101 0.191919 41.057098
0.010101 0.202020 41.057098
0.010101 0.212121 41.057098
0.010101 0.222222 41.057098
0.010101 0.232323 41.057098
0.010101 0.242424 41.057098
0.010101 0.252525 41.057098
0.010101 0.262626 41.057098
0.010101 0.272727 41.057098
0.010101 0.282828 41.057098
0.010101 0.292929 41.057098
0.010101 0.303030 41.057098
0.010101 0.313131 41.057098
0.010101 0.323232 41.057098
0.010101 0.333333 41.057098
0.010101 0.343434 41.057098
0.010101 0.353535 41.057098
0.010101 0.363636 41.057098
0.010101 0.373737 41.057098
0.010101 0.383838 41.057098
0.010101 0.393939 41.057098
0.010101 0.404040 41.057098
0.010101 0.414141 41.057098
0.010101 0.424242 40.545473
0.010101 0.434343 40.545473
0.010101 0.444444 40.545473
0.010101 0.454545 40.545473
0.010101 0.464646 40.545473
0.010101 0.474747 40.545473
0.010101 0.484848 40.545473
0.010101 0.494949 40.545473
0.010101 0.505051 40.545473
0.010101 0.515152 40.545473
0.010101 0.525253 40.545473
0.010101 0.535354 40.545473
0.010101 0.545455 40.545473
0.010101 0.555556 40.545473
0.010101 0.565657 40.545473
0.010101 0.575758 40.545473
0.010101 0.585859 40.545473
0.010101 0.595960 40.545473
0.010101 0.606061 40.545473
0.010101 0.616162 40.545473
0.010101 0.626263 40.545473
0.010101 0.636364 40.545473
0.010101 0.646465 40.545473
0.010101 0.656566 40.545473
0.010101 0.666667 40.545473
0.010101 0.676768 40.545473
0.010101 0.686869 40.545473
0.010101 0.696970 40.545473
0.010101 0.707071 40.545473
0.010101 0.717172 40.545473
0.010101 0.727273 40.545473
0.010101 0.737374 40.545473
0.010101 0.747475 40.545473
0.010101 0.757576 40.545473
0.010101 0.767677 40.545473
0.010101 0.777778 40.545473
0.010101 0.787879 40.545473
0.010101 0.797980 40.545473
0.010101 0.808081 40.545473
0.010101 0.818182 40.545473
0.010101 0.828283 40.545473
0.010101 0.838384 40.545473
0.010101 0.848485 40.545473
0.010101 0.858586 40.545473
0.010101 0.868687 40.545473
0.010101 0.878788 40.545473
0.010101 0.888889 40.545473
0.010101 0.898990 40.545473
0.010101 0.909091 40.545473
0.010101 0.919192 40.545473
0.010101 0.929293 40.545473
0.010101 0.939394 40.545473
0.010101 0.949495 40.545473
0.010101 0.959596 40.545473
0.010101 0.969697 40.545473
0.010101 0.979798 40.545473
0.010101 0.989899 40.545473
0.010101 1.000000 40.545473
0.020202 0.000000 41.057098
0.020202 0.010101 41.057098
0.020202 0.020202 41.057098
0.020202 0.030303 41.057098
0.020202 0.040404 41.057098
0.020202 0.050505 41.057098
0.020202 0.060606 41.057098
0.020202 0.070707 41.057098
0.020202 0.080808 41.057098
0.020202 0.090909 41.057098
0.020202 0.101010 41.057098
0.020202 0.111111 41.057098
0.020202 0.121212 41.057098
0.020202 0.131313 41.057098
0.020202 0.141414 41.057098
0.020202 0.151515 41.057098
0.020202 0.161616 41.057098
0.020202 0.171717 41.057098
0.020202 0.181818 41.057098
0.020202 0.191919 41.057098
0.020202 0.202020 41.057098
0.020202 0.212121 41.057098
0.020202 0.222222 41.057098
0.020202 0.232323 41.057098
0.020202 0.242424 41.057098
0.020202 0.252525 41.057098
0.020202 0.262626 41.057098
0.020202 0.272727 41.057098
0.020202 0.282828 41.057098
0.020202 0.292929 41.057098
0.020202 0.303030 41.057098
0.020202 0.313131 41.057098
0.020202 0.323232 41.057098
0.020202 0.333333 41.057098
0.020202 0.343434 41.057098
0.020202 0.353535 41.057098
0.020202 0.363636 41.057098
0.020202 0.373737 41.057098
0.020202 0.383838 41.057098
0.020202 0.393939 41.057098
0.020202 0.404040 41.057098
0.020202 0.414141 41.057098
0.020202 0.424242 40.545473
0.020202 0.434343 40.545473
0.020202 0.444444 40.545473
0.020202 0.454545 40.545473
0.020202 0.464646 40.545473
0.020202 0.474747 40.545473
0.020202 0.484848 40.545473
0.020202 0.494949 40.545473
0.020202 0.505051 40.545473
0.020202 0.515152 40.545473
0.020202 0.525253 40.545473
0.020202 0.535354 40.545473
0.020202 0.545455 40.545473
0.020202 0.555556 40.545473
0.020202 0.565657 40.545473
0.020202 0.575758 40.545473
0.020202 0.585859 40.545473
0.020202 0.595960 40.545473
0.020202 0.606061 40.545473
0.020202 0.616162 40.545473
0.020202 0.626263 40.545473
0.020202 0.636364 40.545473
0.020202 0.646465 40.545473
0.020202 0.656566 40.545473
0.020202 0.666667 40.545473
0.020202 0.676768 40.545473
0.020202 0.686869 40.545473
0.020202 0.696970 40.545473
0.020202 0.707071 40.545473
0.020202 0.717172 40.545473
0.020202 0.727273 40.545473
0.020202 0.737374 40.545473
0.020202 0.747475 40.545473
0.020202 0.757576 40.545473
0.020202 0.767677 40.545473
