# gen=0 CA size=28
# x0..x(D-1) consensus
0.695906 0.220435 79.782298
0.822124 0.719342 34.315372
0.230682 0.182643 39.032457
0.140311 0.742001 50.394023
0.209750 0.740875 89.608820
0.771043 0.170936 63.714451
0.672054 0.210741 60.581089
0.745401 0.200532 83.203778
0.798685 0.673707 35.564418
0.806742 0.746282 41.906441
0.788238 0.707132 42.652499
0.787346 0.769715 43.791175
0.814067 0.646766 23.159097
0.175031 0.741438 78.549591
0.201885 0.776269 62.357273
0.190025 0.332563 22.069155
0.724950 0.235882 52.889846
0.152309 0.286347 21.093458
0.765210 0.826955 27.362228
0.282582 0.675006 26.365164
0.168855 0.695719 32.057122
0.808088 0.832497 28.657344
0.194051 0.128424 22.631594
0.123023 0.799148 27.023458
0.770110 0.607126 20.127881
0.167786 0.808053 28.649101
0.193909 0.213866 45.381597
0.817847 0.152472 27.982141
