# gen=10 CA size=200
# x0..x(D-1) consensus
0.493408 0.530804 63.512186
0.485405 0.562779 64.763898
0.589657 0.104304 67.005767
0.480888 0.054182 50.700444
0.852236 0.893384 86.000343
0.541227 0.107838 57.976347
0.376003 0.762146 54.648794
0.667190 0.299217 50.556439
0.661101 0.089633 68.475094
0.166675 0.414890 78.551412
0.480598 0.206423 51.482825
0.379696 0.094748 68.932273
0.596173 0.288217 50.556439
0.421476 0.153388 64.427518
0.712443 0.244373 50.556439
0.605212 0.239597 50.556439
0.401675 0.548201 60.789104
0.525931 0.616502 52.930988
0.401044 0.570761 63.164608
0.422022 0.308172 50.556439
0.542265 0.394219 51.057730
0.383050 0.120035 66.318149
0.986173 0.253479 50.556439
0.463844 0.671463 54.372062
0.156335 0.403935 81.122882
0.460366 0.148948 50.700444
0.288313 0.246229 54.684930
0.258531 0.239180 55.682632
0.453082 0.304582 50.556439
0.613448 0.137070 64.683369
0.369393 0.264649 50.556439
0.476236 0.333918 50.825714
0.475738 0.091614 50.700444
0.579092 0.169471 58.808587
0.424954 0.110010 50.700444
0.635960 0.129071 64.091549
0.313419 0.245269 49.490842
0.404490 0.091765 72.882681
0.550491 0.152528 64.456997
0.594072 0.120290 70.174601
0.661550 0.101960 66.533902
0.483645 0.677115 57.020901
0.406958 0.774442 53.967582
0.664572 0.000000 56.218767
0.540457 0.480685 50.700444
0.582717 0.183577 54.208438
0.297195 0.257769 54.906216
0.512310 0.139028 54.076701
0.394262 0.108708 69.236489
0.399000 0.634432 65.732525
0.305092 0.368327 49.830823
0.390127 0.646768 65.359480
0.427440 0.408076 50.700444
0.518055 0.491432 50.700444
0.542346 0.543344 50.095955
0.431100 0.460768 50.700444
0.382565 0.237666 50.556439
0.397886 0.282148 50.556439
0.653891 0.002078 56.767677
0.392054 0.509167 52.390512
0.627009 0.000000 56.319064
0.708120 0.026727 55.623912
0.682784 0.085926 66.309546
0.523953 0.451591 50.700444
0.076249 0.446904 54.656186
0.579019 0.255429 50.556439
0.727642 0.175695 50.594087
0.755733 0.152794 51.477987
0.505000 0.651950 58.612967
0.496620 0.420845 50.700444
0.499302 0.190342 55.159519
0.397682 0.684746 65.184785
0.514838 0.560415 64.198151
0.503141 0.541526 68.031222
0.130529 0.491657 59.042422
0.358284 0.000000 55.724356
0.473946 0.470999 50.700444
0.533327 0.171607 61.222447
0.174028 0.462524 63.492017
0.610475 0.080785 65.482716
0.077604 0.530930 49.912183
0.864520 0.276657 50.556439
0.497255 0.020057 50.700444
0.498500 0.256742 50.556439
0.624216 0.017181 57.983111
0.180270 0.326851 66.543070
0.409135 0.000000 51.485192
0.099168 0.472120 63.693768
0.702661 0.273077 50.556439
0.700327 0.310830 50.556439
0.383163 0.809754 50.631371
0.142305 0.343929 74.881640
0.960170 0.305446 50.556439
0.882452 0.107389 49.103422
0.736915 0.041544 53.123216
0.297827 0.691851 53.166223
0.533094 0.000000 50.700444
0.375590 0.000000 54.697600
0.352648 0.190184 55.014730
0.397376 0.724856 63.068062
0.091831 0.335663 57.620629
0.661941 0.231193 50.556439
0.957725 0.253967 50.556439
0.173518 0.362911 73.671611
0.384502 0.066611 68.639963
0.703649 0.118767 58.468956
0.467492 0.011457 50.700444
0.244295 0.205452 53.387639
0.680220 0.165227 53.307222
0.432636 0.032092 50.700444
0.765514 0.000000 50.700444
0.227308 0.217533 55.499690
0.389228 0.207771 53.057499
0.531916 0.261752 50.556439
0.575558 0.034750 55.102616
0.988890 0.291341 50.556439
0.857235 0.937542 51.084126
0.825387 0.086407 49.103422
0.630460 0.103601 70.296974
0.806792 0.271853 50.313265
0.433801 0.211778 50.700444
0.508355 0.335451 52.732502
0.344043 0.698171 51.455761
0.115420 0.424903 72.336598
0.927524 0.000000 49.103422
0.956833 0.139086 49.103422
0.831481 0.176139 49.103422
0.682231 0.134411 58.229007
0.759050 0.282730 50.556439
0.363131 0.085583 67.147032
0.928746 0.245192 50.556439
0.530019 0.306799 50.556439
0.815998 0.312768 50.556439
0.131003 0.514093 54.176717
0.562811 0.296717 50.556439
0.468985 0.602940 61.436631
0.947307 0.062432 49.103422
0.537248 0.223323 50.556439
0.323216 0.370570 51.791097
0.150652 0.434109 73.769023
0.635028 0.155645 58.072354
0.603049 0.000000 54.805178
0.765137 0.064677 50.760977
0.559989 0.069956 56.960421
0.683675 0.029531 58.544461
1.000000 0.193489 49.103422
0.987269 0.161003 49.103422
0.140062 0.388928 79.280206
0.083846 0.487192 56.928520
0.401866 0.482134 53.211389
0.495778 0.606929 67.571135
0.111830 0.495562 58.731169
0.113835 0.407174 70.846314
0.963172 0.014110 49.103422
0.387975 0.039777 63.026576
0.953788 0.108305 49.103422
0.414808 0.175105 59.730977
0.457685 0.561313 57.707858
0.521034 0.341240 52.435277
0.282189 0.265470 52.615967
0.373299 0.626354 53.343426
0.994164 0.230910 50.259351
0.837026 0.000000 49.103422
0.887022 0.234944 50.556439
0.524478 0.384901 52.978078
0.343005 0.735732 58.966138
0.139026 0.459114 67.065869
0.704576 0.088015 62.674301
0.521731 0.515114 63.942564
0.477154 0.526453 59.125513
0.350761 0.780810 54.093502
0.812334 0.031917 49.103422
0.058912 0.407539 49.343250
0.429047 0.258507 50.556439
0.131953 0.345352 73.239343
0.617183 0.105807 69.910312
0.295473 0.413756 51.593208
0.722919 0.215156 50.556439
0.441704 0.491105 50.700444
0.963950 0.204625 49.103422
0.232711 0.187125 51.368783
0.903478 0.264640 50.556439
0.419538 0.065830 66.861098
0.466118 0.405225 50.700444
0.619701 0.266731 50.556439
0.457663 0.270964 50.556439
0.083727 0.379530 57.390406
0.751875 0.308350 50.556439
0.575039 0.143860 67.060696
0.786011 0.116627 49.103422
0.885993 0.298167 50.556439
0.749815 0.204790 50.556439
0.681026 0.066919 64.105292
0.615023 0.041757 60.369748
0.635494 0.036691 60.701221
0.957965 0.172465 49.103422
0.442324 0.614375 56.033240
1.000000 0.000000 49.103422
0.490425 0.287356 50.556439
0.372008 0.169125 58.671679
