# gen=50 CA size=70
# x0..x(D-1) consensus
0.633714 0.657492 81.983139
0.603690 0.622704 82.221389
0.296594 0.616262 44.026449
0.289169 0.677038 77.053341
0.591136 0.640229 88.031091
0.608819 0.590018 64.465078
0.306615 0.648807 55.056541
0.603446 0.654414 89.370886
0.615720 0.544165 41.011627
0.595814 0.544258 48.266078
0.269342 0.696753 73.340168
0.348042 0.728872 61.783560
0.528659 0.656317 71.254961
0.288847 0.727190 89.981175
0.666142 0.657445 64.085144
0.614764 0.618426 70.844877
0.725319 0.647726 32.444640
0.288684 0.710881 88.564242
0.614161 0.640075 80.184810
0.593829 0.606114 79.902711
0.197941 0.727572 48.624451
0.313407 0.733137 80.959439
0.372341 0.722895 53.283456
0.593759 0.654833 89.981070
0.483187 0.619450 38.238918
0.283232 0.696214 82.848070
0.305737 0.711634 80.478394
0.556218 0.589777 56.625258
0.572948 0.606383 73.187148
0.252169 0.703019 58.391160
0.498427 0.607570 39.615823
0.271843 0.731758 86.997921
0.650385 0.659774 73.313428
0.542024 0.556809 31.174048
0.237363 0.720002 68.147278
0.636012 0.626576 65.664261
0.560520 0.651413 83.988790
0.593101 0.529315 42.421617
0.308564 0.695849 76.515249
0.307733 0.631949 47.232033
0.415353 0.725459 38.413273
0.345384 0.712446 58.013804
0.268190 0.630707 39.512217
0.633714 0.575360 50.724071
0.665092 0.624850 54.605670
0.589201 0.623506 83.820362
0.236424 0.678069 49.232704
0.649374 0.591324 51.014014
0.285058 0.648142 65.253512
0.693596 0.653736 51.043237
0.531830 0.622264 55.301180
0.483037 0.641621 41.163641
0.322509 0.660807 50.811298
0.482536 0.586160 24.920629
0.571740 0.559727 50.769482
0.574460 0.645340 85.123011
0.967271 0.671620 23.394616
0.298724 0.587804 30.608626
0.246970 0.646472 43.526621
0.695414 0.603004 35.492088
0.537599 0.529265 22.571642
0.257746 0.600807 28.906621
0.965207 0.746655 31.392654
0.413660 0.682355 23.727484
0.529102 0.586923 39.396271
0.372355 0.684888 31.859842
0.331222 0.586628 20.877792
0.663660 0.543284 27.242221
0.328727 0.632573 30.606938
0.297538 0.569832 21.279999
