# gen=0 CA size=26
# x0..x(D-1) consensus
0.207630 0.746613 88.113861
0.726525 0.215044 81.951347
0.177353 0.746641 81.229636
0.839769 0.692857 20.164257
0.673443 0.190381 57.588385
0.699072 0.220976 81.318112
0.199080 0.240095 44.543270
0.757237 0.794034 26.458479
0.148518 0.763145 58.449813
0.194114 0.192397 47.173994
0.764037 0.186246 70.325721
0.804548 0.695235 38.443570
0.798503 0.743445 47.313984
0.225625 0.186577 44.301115
0.128498 0.805592 24.536228
0.780896 0.612563 25.400787
0.172795 0.802636 33.906626
0.188771 0.140659 25.828722
0.247111 0.724052 73.638244
0.630576 0.262017 27.075804
0.780347 0.196889 55.569338
0.180988 0.681374 24.961426
0.145486 0.252607 23.548482
0.817492 0.128203 22.836567
0.738132 0.163958 51.922493
0.768174 0.242374 24.924340
