# gen=200 CA size=200
# x0..x(D-1) consensus
0.152494 0.626983 77.917192
0.146605 0.662970 84.636468
0.820568 0.542265 67.545646
0.131279 0.729197 81.965165
0.883746 0.058396 29.718699
0.353958 0.908938 60.596392
0.112704 0.799996 56.514079
0.162094 0.575319 59.095176
0.122158 0.766660 68.788334
0.786443 0.595361 78.863923
0.776059 0.670989 71.826893
0.765487 0.694322 57.829039
0.158543 0.596974 68.616800
0.828846 0.532901 57.937339
0.800259 0.604065 89.583148
0.134926 0.711094 86.758887
0.788553 0.622744 87.393745
0.472879 0.607576 49.081798
0.148384 0.639619 83.295276
0.807758 0.865665 44.280426
0.792853 0.637482 82.481287
0.823861 0.524197 56.861229
0.160193 0.589010 65.360336
0.796670 0.608715 89.883602
0.136192 0.657404 83.721888
0.124106 0.775721 62.655253
0.816190 0.581370 77.653714
0.805296 0.591410 87.199848
0.134904 0.757595 65.903016
0.143599 0.635305 79.778007
0.139057 0.689942 89.744724
0.144005 0.652653 86.177163
0.788901 0.662928 67.732201
0.760927 0.713824 50.389394
0.789523 0.633027 86.750983
0.784588 0.608422 83.142158
0.134196 0.748049 71.753560
0.376517 0.897990 55.742455
0.770075 0.686698 64.261960
0.808518 0.580948 84.460600
0.812671 0.602627 80.408969
0.174081 0.544380 44.106022
0.809479 0.541130 58.457148
0.478697 0.600599 51.792674
0.163304 0.561212 52.111914
0.133551 0.681765 84.792686
0.480514 0.576498 50.706617
0.824774 0.539883 63.761196
0.799977 0.581144 79.729379
0.765699 0.719587 45.851104
0.807320 0.619566 83.301483
0.772664 0.638309 70.367701
0.137733 0.698425 88.896226
0.803461 0.934219 47.159554
0.780337 0.659413 76.986498
0.142354 0.707154 84.347177
0.785853 0.925438 41.080973
0.785105 0.646856 81.940013
0.769018 0.868434 45.267582
0.188432 0.482068 30.565748
0.769206 0.700587 55.372273
0.808035 0.574892 81.407136
0.131951 0.717427 85.738959
0.843482 0.467478 35.722359
0.821008 0.510241 46.587881
0.795419 0.569840 67.961335
0.156424 0.604878 71.523830
0.123381 0.741169 72.318997
0.814607 0.554788 72.300940
0.803931 0.610836 87.783575
0.152650 0.656684 73.409082
0.140526 0.681213 89.788438
0.180722 0.515680 37.176130
0.786224 0.583170 69.921722
0.829538 0.864660 33.201753
0.108610 0.818070 49.530896
0.147443 0.603621 65.528578
0.471137 0.565751 47.483030
0.150439 0.721997 67.257571
0.482961 0.567343 49.724091
0.795648 0.556867 58.828920
