# gen=300 CA size=111
# x0..x(D-1) consensus
0.774392 0.235708 89.463150
0.944959 0.648389 89.748217
0.944959 0.632097 86.275341
0.891657 0.831886 89.905735
0.222209 0.297926 39.341915
0.618008 0.524946 89.590962
0.332788 0.255547 89.162529
0.225607 0.288178 37.520636
0.574267 0.217023 86.434279
0.963184 0.352908 88.981636
0.073101 0.102639 89.198308
0.351761 0.652419 88.861456
0.864236 0.044404 83.109259
0.750406 0.947934 89.969861
0.065793 0.233522 89.720765
0.746752 0.890795 50.220259
0.757402 0.648414 89.833235
0.776394 0.233234 89.998261
0.777806 0.181076 71.093651
0.140675 0.762703 87.760180
0.503430 0.832500 29.453864
0.944135 0.604596 69.923259
0.663647 0.257042 57.758172
0.608669 0.514561 84.424974
0.646578 0.770919 88.781127
0.943581 0.626859 80.647291
0.750184 0.939548 88.620362
0.307347 0.798968 89.199528
0.936292 0.640009 82.554883
0.069000 0.519323 87.842726
0.893184 0.828199 88.523106
0.050177 0.928034 88.510230
0.941416 0.615153 71.345467
0.951153 0.642517 84.846568
0.142695 0.772520 89.977106
0.145410 0.666465 42.412762
0.142407 0.750322 85.695030
0.887842 0.842643 86.640413
0.772797 0.642349 58.459980
0.784708 0.222512 84.591899
0.299241 0.807802 73.015453
0.605585 0.040671 89.867935
0.749849 0.928157 81.422835
0.660793 0.277105 89.034683
0.624179 0.531066 83.587605
0.777536 0.209221 85.422302
0.757332 0.220954 72.205133
0.899274 0.812491 71.703383
0.649350 0.776764 84.061197
0.143420 0.735677 80.378296
0.950788 0.597156 51.443513
0.142416 0.719429 72.682082
0.758174 0.932517 76.728039
0.933012 0.635626 71.051297
0.788996 0.178322 54.998574
0.316133 0.783454 71.581997
0.778887 0.191798 75.289238
0.784499 0.230286 87.376343
0.198610 0.381365 20.010628
0.059150 0.904181 57.890097
0.308647 0.609293 32.509910
0.954504 0.634184 75.457650
0.294420 0.814884 62.399343
0.750220 0.918867 74.797191
0.947907 0.587741 45.838448
0.149326 0.641299 32.317392
0.748997 0.652299 73.960414
0.644695 0.758276 71.990496
0.761702 0.944384 76.474963
0.741314 0.938185 76.873558
0.629422 0.540698 65.748741
0.953107 0.622676 70.780356
0.151221 0.767693 83.602663
0.488577 0.813518 26.031684
0.926468 0.650635 72.777348
0.879793 0.870645 61.509978
0.942810 0.578095 40.915957
0.143465 0.689563 57.848202
0.937045 0.626744 71.377523
0.743389 0.926821 70.984748
0.955216 0.647880 83.440895
0.663810 0.282580 50.291694
0.794140 0.221721 73.109969
0.042200 0.957176 52.411807
0.902125 0.803515 61.475810
0.738962 0.225983 39.353675
0.765341 0.210532 74.778072
0.338112 0.650554 41.845881
0.165401 0.761462 59.327642
0.880596 0.888227 29.715327
0.658258 0.565274 26.115173
0.151438 0.745417 75.978767
0.940236 0.564682 29.112491
0.750880 0.900246 49.548708
0.933695 0.604195 56.755607
0.151004 0.715982 54.748483
0.951779 0.554664 29.345858
0.336599 0.758171 32.537888
0.974834 0.650270 57.400237
0.919465 0.645509 62.262324
0.802349 0.198159 48.682923
0.816551 0.192232 26.916275
0.594784 0.500772 52.877124
0.911394 0.602758 35.716137
0.908317 0.581685 21.301938
0.978300 0.576629 21.125993
0.379657 0.667908 24.333309
0.909127 0.773483 35.640720
0.734631 0.179512 22.221917
0.818775 0.214494 31.609793
0.166746 0.728842 34.467075
