# gen=200 OSA snapshot
# x0..xd fitness
0.156786 0.278688 88.952349
0.535203 0.645902 65.000000
0.061417 0.911631 65.235079
0.902491 0.465476 55.000000
0.634624 0.109526 51.701471
0.902491 0.443899 52.802457
0.905413 0.415839 49.876070
0.902491 0.482738 53.241966
0.902491 0.462908 54.738445
0.912403 0.314093 39.323924
0.908055 0.491369 51.919942
0.896785 0.397415 47.878829
0.878281 0.382256 44.055979
0.902491 0.469792 54.560491
0.902491 0.389344 47.246343
0.902491 0.376398 45.927817
0.902491 0.474107 54.120983
0.902491 0.520804 49.365137
0.902067 0.452157 53.638115
0.896220 0.473420 53.032656
0.900189 0.328497 41.033819
0.901801 0.485757 52.925155
0.902491 0.436205 52.018867
0.891994 0.377800 45.579551
0.892826 0.447848 51.704125
0.882824 0.411054 47.103553
0.903517 0.457377 54.124456
0.909907 0.452810 52.517551
0.898787 0.504469 50.889955
0.902491 0.357967 44.050762
0.901042 0.429004 51.262462
0.894306 0.311005 39.094682
0.885650 0.342885 41.618024
0.870814 0.332202 38.681326
0.923033 0.380630 44.550866
0.900692 0.489935 52.456405
0.922332 0.314935 38.651840
0.902491 0.448214 53.241966
0.901304 0.339194 42.134308
0.920232 0.469010 49.913607
0.881369 0.236802 30.940062
0.888572 0.465476 51.019615
0.902491 0.497934 51.694393
0.882538 0.263750 33.677475
0.909453 0.375522 45.624688
0.931010 0.484094 46.626545
0.924984 0.419849 47.064363
0.892066 0.299445 37.829773
0.887541 0.486942 50.198069
0.863308 0.386439 41.202856
0.902491 0.295950 37.734651
0.890073 0.531325 47.411386
0.910349 0.472159 52.651905
0.902491 0.245831 32.630234
0.923078 0.298357 36.990204
0.902491 0.508631 50.604914
0.920894 0.348184 41.946347
0.999996 0.465476 27.115002
0.935278 0.506354 44.740668
0.878931 0.507595 47.012633
0.873891 0.472971 46.785290
0.839749 0.377438 34.941313
0.902491 0.406606 49.004377
0.902491 0.278688 35.976617
0.877435 0.309688 37.590677
0.536691 0.448214 34.472028
0.896634 0.223386 30.287494
0.931778 0.448214 46.441769
0.992060 0.477168 29.357056
0.922332 0.280412 35.316491
0.874262 0.416112 45.489495
0.875789 0.232533 30.077271
0.943913 0.332697 37.022307
0.982362 0.448214 32.090522
0.833701 0.487512 35.199824
0.941853 0.359022 39.371110
0.898529 0.263634 34.412154
0.847387 0.417580 38.503662
0.942882 0.396488 41.479760
0.955910 0.251101 28.352930
0.997729 0.458893 27.755084
0.998495 0.482738 27.487952
0.878875 0.291239 36.013081
0.986448 0.429001 30.703787
0.942598 0.225633 28.014214
0.867438 0.489712 44.676114
0.999778 0.485891 27.099869
0.950175 0.295950 32.998627
0.920365 0.261093 33.566118
0.835426 0.305324 29.822933
0.975901 0.394802 32.806142
0.919166 0.221276 29.676314
0.841859 0.536223 36.222913
0.855143 0.233154 27.738539
0.974411 0.505088 34.039994
1.000000 0.452420 27.082208
0.829028 0.278688 26.657872
0.831529 0.354820 31.786997
0.810669 0.482738 28.681636
1.000000 0.416612 26.673311
0.956810 0.543877 37.533574
1.000000 0.491369 26.989484
0.908425 0.207936 28.715957
0.810669 0.463525 28.739666
0.863306 0.536536 41.660002
0.865314 0.438325 44.014366
0.898669 0.198582 27.796259
0.980860 0.357880 30.052044
0.885240 0.211941 28.711676
1.000000 0.510485 26.739648
1.000000 0.408673 26.520129
0.953091 0.465472 40.529191
0.862139 0.357925 39.089277
0.887790 0.434305 49.731879
0.821289 0.518411 31.160189
0.810707 0.392525 27.720229
0.956810 0.308985 32.743895
0.935819 0.536890 43.010552
0.956810 0.412483 38.554669
0.909923 0.541004 47.019582
