# gen=0 CA size=151
# x0..x(D-1) consensus
0.811756 0.381103 82.692005
0.611784 0.907523 66.426607
0.338502 0.443257 21.464755
0.661631 0.369059 27.968346
0.361371 0.464395 21.464755
0.732964 0.812576 25.636700
0.275683 0.462276 22.124770
0.815994 0.357168 82.844622
0.863006 0.734672 24.051331
0.588302 0.922803 55.455157
0.363625 0.808793 26.076992
0.837381 0.557888 27.968346
0.686425 0.647681 24.051331
0.473946 0.470999 22.498887
0.587690 0.594948 22.498887
0.541590 0.306022 22.498887
0.482359 0.294451 27.968346
0.716009 0.620377 24.051331
0.487705 0.858158 24.051331
0.579368 0.388245 22.498887
0.740932 0.351146 27.968346
0.762319 0.551865 27.968346
0.611363 0.641659 22.498887
0.512628 0.588926 22.498887
0.461233 0.689327 24.051331
0.577444 0.421282 22.498887
0.797985 0.773624 25.636700
0.647029 0.863417 25.636700
0.754284 0.582421 27.968346
0.548294 0.810684 24.051331
0.502194 0.521758 22.498887
0.442963 0.510188 21.464755
0.547958 0.397754 22.498887
0.107138 0.800387 22.124770
0.800035 0.159189 27.968346
0.476981 0.892327 24.051331
0.507094 0.193265 27.968346
0.104476 0.966653 22.124770
0.734034 0.081167 27.968346
0.889147 0.451460 27.968346
0.904287 0.681038 24.051331
0.901949 0.187125 27.968346
0.967885 0.933724 20.979304
0.499189 0.758552 24.051331
0.754907 0.170704 27.968346
0.309255 0.952430 22.124770
0.485740 0.559855 22.498887
0.701028 0.259465 27.968346
0.153125 0.967873 22.124770
0.938444 0.743046 20.979304
0.337086 0.883183 21.464755
0.751875 0.875296 24.051331
0.725752 0.422266 27.968346
0.561244 0.046305 22.498887
0.708821 0.965756 24.051331
0.730541 0.578180 27.968346
0.851807 0.035840 27.968346
0.621251 0.141461 22.498887
0.857173 0.304322 29.889050
0.497255 0.020057 27.968346
0.474608 0.120293 22.498887
0.862495 0.400757 27.968346
0.603093 0.170297 22.498887
0.413759 0.989411 26.076992
0.498828 0.951624 24.051331
0.457298 0.087795 22.498887
0.223076 0.911360 22.124770
0.870625 0.064300 27.968346
0.779967 0.665618 24.051331
0.583330 0.493816 22.498887
0.882452 0.107389 27.968346
0.293048 0.773584 22.124770
0.261082 0.894143 22.124770
0.748915 0.995103 24.051331
0.640362 0.751396 24.051331
0.849106 0.866634 20.979304
0.427440 0.408076 21.464755
0.342457 0.515070 21.464755
0.819731 0.929272 24.051331
0.014283 0.905303 22.794189
0.467492 0.011457 22.498887
0.687758 0.434846 27.968346
0.281830 0.519880 21.322972
0.140875 0.865445 22.124770
0.371111 0.497708 21.464755
0.606591 0.218936 22.498887
0.531916 0.261752 22.498887
0.861105 0.334866 32.942799
0.631350 0.957824 25.636700
0.748103 0.729113 25.636700
0.581769 0.809091 24.051331
0.661101 0.089633 27.968346
0.997287 0.975839 20.979304
0.934813 0.873735 20.979304
0.685190 0.309918 27.968346
0.529670 0.914932 24.051331
0.599135 0.749868 24.051331
0.999296 0.528133 27.968346
0.112861 0.430865 23.157246
0.956833 0.139086 27.968346
0.831481 0.176139 27.968346
0.528879 0.967264 25.636700
0.990954 0.826720 20.979304
0.615922 0.372671 22.498887
0.935158 0.221883 27.968346
0.027003 0.815182 26.076992
0.815998 0.312768 35.218121
0.504537 0.070475 27.968346
0.468985 0.602940 22.498887
0.700577 0.507388 27.968346
0.187580 0.787732 22.124770
0.822522 0.486545 27.968346
0.537248 0.223323 22.498887
0.922599 0.936663 20.979304
0.517396 0.882367 24.051331
0.318172 0.834470 21.464755
0.530769 0.162350 22.498887
0.968028 0.491850 27.968346
0.635245 0.474725 22.498887
0.911543 0.481398 27.968346
0.644650 0.173872 27.968346
0.777258 0.485073 27.968346
0.785438 0.042647 27.968346
0.943508 0.843815 20.979304
0.226902 0.847568 22.124770
0.581097 0.524575 22.498887
0.987269 0.161003 27.968346
0.244527 0.971493 22.124770
0.502160 0.625882 22.498887
0.957744 0.380933 27.968346
0.772199 0.634416 24.051331
0.874414 0.634662 24.051331
0.963172 0.014110 27.968346
0.878251 0.593764 24.051331
0.246831 0.415471 22.124770
0.386940 0.850958 26.076992
0.959608 0.644873 24.051331
0.469833 0.524761 22.498887
0.652387 0.912862 45.400840
0.076503 0.925734 22.124770
0.343535 0.931177 21.464755
0.897951 0.803241 20.979304
0.966485 0.770255 20.979304
0.654702 0.652268 24.051331
0.872253 0.221816 27.968346
0.483430 0.376806 26.167928
0.495328 0.819300 24.051331
0.603182 0.563345 22.498887
0.175728 0.417303 22.124770
0.659811 0.511874 27.968346
0.551026 0.710948 24.051331
