# gen=50 CA size=200
# x0..x(D-1) consensus
0.816732 0.368035 89.930192
0.620907 0.907336 71.343548
0.920683 0.371305 27.968346
0.661631 0.369059 27.968346
0.958958 0.432221 27.968346
0.732964 0.812576 25.636700
0.275683 0.462276 22.124770
0.816785 0.363185 88.035745
0.901240 0.248591 27.968346
0.593073 0.919361 57.594557
0.363625 0.808793 26.076992
0.837381 0.557888 27.968346
0.971237 0.249035 27.968346
0.716537 0.477274 27.968346
0.885263 0.021151 27.968346
0.707034 0.395919 27.968346
0.482359 0.294451 27.968346
0.819922 0.046435 27.968346
0.881449 0.490700 27.968346
0.804343 0.350773 69.441743
0.740932 0.351146 27.968346
0.762319 0.551865 27.968346
0.737490 0.451247 27.968346
0.958277 0.182535 27.968346
0.797732 0.364877 60.600624
0.820032 0.335251 54.982830
0.663717 0.405414 27.968346
0.597341 0.891991 47.314052
0.754284 0.582421 27.968346
0.802968 0.075466 27.968346
0.936641 0.328178 27.968346
0.708821 0.359340 27.968346
0.951735 0.277619 27.968346
0.919960 0.564421 27.968346
0.800035 0.159189 27.968346
0.627486 0.909816 65.876584
0.507094 0.193265 27.968346
0.667214 0.275653 27.968346
0.734034 0.081167 27.968346
0.889147 0.451460 27.968346
0.667133 0.892620 27.566973
0.901949 0.187125 27.968346
0.876750 0.556994 27.968346
0.644006 0.429813 27.968346
0.754907 0.170704 27.968346
0.885009 0.362933 27.968346
0.800604 0.222154 27.968346
0.701028 0.259465 27.968346
0.721583 0.283336 27.968346
0.485024 0.327421 27.968346
0.856437 0.000000 27.968346
0.681813 0.476036 27.968346
0.725752 0.422266 27.968346
0.795866 0.192464 27.968346
0.825732 0.369059 82.079999
0.730541 0.578180 27.968346
0.851807 0.035840 27.968346
0.636921 0.132678 27.968346
0.834769 0.346669 69.188639
0.497255 0.020057 27.968346
0.498594 0.130512 27.968346
0.802178 0.388012 74.043824
0.068490 0.769790 26.076992
0.413759 0.989411 26.076992
0.802178 0.370831 71.610750
0.875679 0.276002 27.968346
1.000000 0.323139 27.968346
0.870625 0.064300 27.968346
0.495417 0.408873 27.968346
0.735384 0.381055 27.968346
0.882452 0.107389 27.968346
0.639926 0.219170 27.968346
0.766174 0.295115 27.968346
0.738369 0.510195 27.968346
0.954363 0.527309 27.968346
0.815098 0.378200 85.603991
0.864870 0.139092 27.968346
0.968470 0.302676 27.968346
0.782032 0.426426 33.483245
0.719788 0.540798 27.968346
0.483877 0.000000 27.968346
0.687758 0.434846 27.968346
0.833399 0.332973 51.882205
0.642772 0.568805 27.968346
0.676016 0.551474 27.968346
0.831340 0.215131 27.968346
0.853026 0.326855 44.503086
0.842024 0.345877 57.851793
0.615508 0.931348 54.356380
0.638260 0.050073 27.968346
0.639775 0.909285 58.184721
0.661101 0.089633 27.968346
0.479413 0.105207 27.968346
0.972594 0.068665 27.968346
0.685190 0.309918 27.968346
0.756210 0.104342 27.968346
0.819988 0.395229 64.950606
0.999296 0.528133 27.968346
0.121136 0.441550 23.671469
0.956833 0.139086 27.968346
0.831481 0.176139 27.968346
0.746655 0.266480 27.968346
0.501779 0.228782 27.968346
0.892366 0.583993 27.968346
0.935158 0.221883 27.968346
0.027003 0.815182 26.076992
0.822927 0.353813 78.867042
0.504537 0.070475 27.968346
0.837188 0.408578 45.834835
0.700577 0.507388 27.968346
0.821453 0.383033 80.720404
0.822522 0.486545 27.968346
0.827121 0.418227 40.194279
0.807365 0.000000 27.968346
0.687586 0.159030 27.968346
0.740934 0.199498 27.968346
0.039747 0.784669 26.076992
0.968028 0.491850 27.968346
0.653478 0.460459 27.968346
0.911543 0.481398 27.968346
0.644650 0.173872 27.968346
0.777258 0.485073 27.968346
0.785438 0.042647 27.968346
0.838776 0.078320 27.968346
0.737233 0.235558 27.968346
0.814594 0.128432 27.968346
0.987269 0.161003 27.968346
0.898646 0.334578 27.968346
0.923286 0.129078 27.968346
0.957744 0.380933 27.968346
0.680822 0.226669 27.968346
0.817945 0.317123 37.929671
0.963172 0.014110 27.968346
0.857804 0.580919 27.968346
0.762668 0.000000 27.968346
0.386940 0.850958 26.076992
0.808286 0.428930 33.190021
0.830050 0.304359 30.968844
0.605282 0.916064 64.707088
0.776229 0.517682 27.968346
1.000000 0.082364 27.968346
0.900738 0.055486 27.968346
0.953143 0.464668 27.968346
0.386896 0.940998 26.076992
0.872253 0.221816 27.968346
0.488494 0.369529 29.122584
0.663278 0.198680 27.968346
0.762155 0.137373 27.968346
0.802255 0.400237 57.943429
0.659811 0.511874 27.968346
0.502785 0.266862 27.968346
0.798459 0.303043 30.887045
0.686448 0.113625 27.968346
0.772703 0.244361 27.968346
1.000000 0.438037 27.968346
1.000000 0.401928 27.968346
1.000000 0.048596 27.968346
0.794669 0.545482 27.968346
0.802463 0.335793 55.932759
0.651496 0.328005 27.968346
0.576131 0.929878 46.630845
0.819564 0.247220 27.968346
0.883940 0.524414 27.968346
0.399991 0.904625 26.076992
0.716049 0.000000 27.968346
0.355357 0.772271 26.076992
0.734124 0.046305 27.968346
1.000000 0.000000 27.968346
0.869968 0.168712 27.968346
0.916751 0.159219 27.968346
0.930794 0.088100 27.968346
0.709705 0.183400 27.968346
0.926246 0.448090 27.968346
0.681730 0.587671 27.968346
0.853488 0.477418 27.968346
0.963424 0.348031 27.968346
0.786610 0.106369 27.968346
0.843922 0.114037 27.968346
0.790148 0.577583 27.968346
0.683577 0.045387 27.968346
1.000000 0.289871 27.968346
0.729565 0.125581 27.968346
1.000000 0.234822 27.968346
0.788086 0.410147 46.110536
0.917321 0.000000 27.968346
1.000000 0.198637 27.968346
0.503557 0.366464 30.096853
0.927041 0.031390 27.968346
0.905853 0.289048 27.968346
0.832093 0.432610 31.857153
0.899071 0.412862 27.968346
0.986144 0.115998 27.968346
0.822784 0.531076 27.968346
0.640388 0.258059 27.968346
0.655970 0.000000 27.968346
0.914852 0.529910 27.968346
1.000000 0.583780 27.968346
0.962887 0.576309 27.968346
1.000000 0.491028 27.968346
1.000000 0.357520 27.968346
