# Party-1 landscape F1(x) D=3 (slice: x0-x1, others=0.5)
# x0 x1 value
0.000000 0.000000 44.062264
0.000000 0.010101 44.062264
0.000000 0.020202 44.062264
0.000000 0.030303 44.062264
0.000000 0.040404 38.212136
0.000000 0.050505 38.212136
0.000000 0.060606 38.212136
0.000000 0.070707 38.212136
0.000000 0.080808 38.212136
0.000000 0.090909 38.212136
0.000000 0.101010 38.212136
0.000000 0.111111 38.212136
0.000000 0.121212 38.212136
0.000000 0.131313 38.212136
0.000000 0.141414 38.212136
0.000000 0.151515 38.212136
0.000000 0.161616 38.212136
0.000000 0.171717 38.212136
0.000000 0.181818 38.212136
0.000000 0.191919 38.212136
0.000000 0.202020 38.212136
0.000000 0.212121 38.212136
0.000000 0.222222 38.212136
0.000000 0.232323 38.212136
0.000000 0.242424 38.212136
0.000000 0.252525 38.212136
0.000000 0.262626 38.212136
0.000000 0.272727 38.212136
0.000000 0.282828 38.212136
0.000000 0.292929 38.212136
0.000000 0.303030 38.212136
0.000000 0.313131 38.212136
0.000000 0.323232 38.212136
0.000000 0.333333 38.212136
0.000000 0.343434 38.212136
0.000000 0.353535 38.212136
0.000000 0.363636 38.212136
0.000000 0.373737 38.212136
0.000000 0.383838 38.212136
0.000000 0.393939 38.212136
0.000000 0.404040 38.212136
0.000000 0.414141 38.212136
0.000000 0.424242 38.212136
0.000000 0.434343 38.212136
0.000000 0.444444 38.212136
0.000000 0.454545 38.212136
0.000000 0.464646 38.212136
0.000000 0.474747 38.212136
0.000000 0.484848 38.212136
0.000000 0.494949 38.212136
0.000000 0.505051 38.212136
0.000000 0.515152 38.212136
0.000000 0.525253 38.212136
0.000000 0.535354 38.212136
0.000000 0.545455 38.212136
0.000000 0.555556 38.212136
0.000000 0.565657 38.212136
0.000000 0.575758 38.212136
0.000000 0.585859 38.212136
0.000000 0.595960 38.212136
0.000000 0.606061 38.212136
0.000000 0.616162 38.212136
0.000000 0.626263 38.212136
0.000000 0.636364 38.212136
