# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.178726 0.366238 0.181669 89.724367 89.653934 89.653934
0.176838 0.366635 0.186257 89.880421 89.898365 89.880421
0.177666 0.364959 0.191614 89.971102 89.959792 89.959792
0.741841 0.525119 0.386526 89.928725 89.917799 89.917799
0.741384 0.525492 0.386560 89.933868 89.891473 89.891473
0.743822 0.524489 0.388073 89.983983 89.954703 89.954703
0.175987 0.368720 0.184186 89.497626 89.687875 89.497626
0.179102 0.365727 0.196156 89.852824 89.803914 89.803914
0.743654 0.524890 0.385829 89.834810 89.971064 89.834810
0.178061 0.364990 0.197984 89.859134 89.639968 89.639968
0.180472 0.366047 0.203240 89.367942 89.139192 89.139192
0.743393 0.522352 0.387699 89.909654 89.797682 89.797682
0.744210 0.522870 0.389149 89.868901 89.788344 89.788344
0.178384 0.365361 0.191822 89.977508 89.971055 89.971055
0.174306 0.361940 0.165160 88.512929 87.769263 87.769263
0.740082 0.525955 0.389348 89.751968 89.882483 89.751968
0.743300 0.526469 0.385942 89.774013 89.955605 89.774013
0.742849 0.523768 0.386003 89.836678 89.871280 89.836678
0.741078 0.525951 0.388437 89.942901 89.960855 89.942901
0.178066 0.366952 0.196785 89.612702 89.508777 89.508777
0.176778 0.364195 0.188188 89.925697 89.915464 89.915464
0.739145 0.526720 0.389597 89.681373 89.809792 89.681373
0.176818 0.364169 0.186319 89.911220 89.892352 89.892352
0.742860 0.525770 0.389896 89.824935 89.907974 89.824935
0.743046 0.524237 0.388052 89.981985 89.970696 89.970696
0.178059 0.366858 0.186894 89.906027 89.918827 89.906027
0.742529 0.524429 0.386407 89.908422 89.920382 89.908422
0.175403 0.363464 0.175632 89.376446 89.163372 89.163372
0.177275 0.364649 0.183201 89.935365 89.839026 89.839026
0.742316 0.525452 0.386867 89.974738 89.970678 89.970678
0.179379 0.367190 0.196276 89.704180 89.598748 89.598748
0.177223 0.361292 0.191478 89.738931 89.625746 89.625746
0.178046 0.366257 0.192369 89.889953 89.884595 89.884595
0.179648 0.366160 0.188770 89.818799 89.851968 89.818799
0.178946 0.366028 0.180761 89.620166 89.589004 89.589004
0.179109 0.366158 0.190369 89.916460 89.898287 89.898287
0.741654 0.523567 0.386620 89.860286 89.729336 89.729336
0.183597 0.365283 0.217157 87.330259 86.239703 86.239703
0.739691 0.525125 0.388826 89.759169 89.822196 89.759169
0.178239 0.366059 0.185586 89.943805 89.904366 89.904366
0.179224 0.365312 0.171581 88.831468 88.339087 88.339087
0.740770 0.527049 0.387440 89.950571 89.866709 89.866709
0.178642 0.365908 0.188688 89.962782 89.957072 89.957072
0.743115 0.523112 0.387741 89.949929 89.891912 89.891912
0.540463 0.688009 0.914520 29.935898 30.346662 29.935898
0.178841 0.364999 0.192306 89.938401 89.918717 89.918717
0.746753 0.522940 0.384636 89.451897 89.635515 89.451897
0.744339 0.525151 0.386771 89.912296 89.957470 89.912296
0.741536 0.527021 0.388826 89.933576 89.902751 89.902751
0.179070 0.364249 0.190776 89.933977 89.911531 89.911531
0.737240 0.526858 0.388422 89.416177 89.603277 89.416177
0.178878 0.366384 0.183666 89.777342 89.788688 89.777342
0.177112 0.363751 0.191536 89.912541 89.951018 89.912541
0.746794 0.522224 0.385047 89.626769 89.509908 89.509908
0.177032 0.364530 0.190050 89.938062 89.965382 89.938062
0.180085 0.365648 0.197809 89.623354 89.504044 89.504044
0.744018 0.527409 0.386996 89.840942 89.820025 89.820025
0.175540 0.364716 0.175338 89.442694 89.124030 89.124030
0.742449 0.525307 0.388221 89.982070 89.996395 89.982070
0.742734 0.527005 0.386876 89.917312 89.949641 89.917312
0.750046 0.521558 0.385412 89.208037 88.986354 88.986354
0.177875 0.364663 0.193181 89.963541 89.917827 89.917827
0.179497 0.364333 0.195835 89.809286 89.730366 89.730366
0.178112 0.366610 0.186339 89.920818 89.919234 89.919234
0.178548 0.366525 0.183101 89.823591 89.746364 89.746364
0.746893 0.118659 0.509548 26.987938 27.046309 26.987938
0.176411 0.365482 0.180642 89.786470 89.623227 89.623227
0.744758 0.522356 0.384749 89.609097 89.700237 89.609097
0.178963 0.367198 0.201106 89.398293 89.243128 89.243128
0.176924 0.361306 0.195442 89.670140 89.627786 89.627786
0.530852 0.689203 0.905572 30.390239 30.452410 30.390239
0.741032 0.525273 0.389279 89.788685 89.930857 89.788685
0.539745 0.692814 0.911388 30.822592 30.172799 30.172799
0.178318 0.365592 0.189122 89.990615 89.980714 89.980714
0.173355 0.360778 0.152502 86.708495 84.850464 84.850464
0.183940 0.364734 0.248936 84.957946 75.684538 75.684538
0.541839 0.689938 0.917179 31.038689 29.401658 29.401658
0.178147 0.364731 0.188275 89.990852 89.985673 89.985673
0.181946 0.370314 0.217654 87.125135 86.663723 86.663723
0.742736 0.520505 0.386417 89.667389 89.384400 89.384400
0.176388 0.367553 0.188845 89.745859 89.731186 89.731186
0.741993 0.524034 0.387673 89.962103 89.905617 89.905617
0.177868 0.367801 0.184298 89.754931 89.767797 89.754931
0.179054 0.361716 0.196181 89.604319 89.600441 89.600441
0.532691 0.689549 0.907315 30.536341 30.354356 30.354356
0.540898 0.686572 0.914635 29.336194 30.675662 29.336194
0.177400 0.365932 0.193592 89.854783 89.767945 89.767945
0.174660 0.361507 0.158624 87.585106 86.370185 86.370185
0.744093 0.521414 0.387632 89.837681 89.613357 89.613357
0.748357 0.115483 0.507211 27.642275 27.383562 27.383562
0.533170 0.680765 0.915730 30.078377 28.861332 28.861332
0.742430 0.526194 0.388627 89.956665 89.977340 89.956665
0.741491 0.525589 0.386762 89.956038 89.914874 89.914874
0.174898 0.361387 0.160920 87.765240 86.912024 86.912024
0.534969 0.690434 0.907670 30.251472 30.815017 30.251472
0.178056 0.364789 0.196844 89.901745 89.717379 89.717379
0.178525 0.362710 0.194321 89.811720 89.789927 89.789927
0.179424 0.363996 0.196519 89.816294 89.704997 89.704997
0.743564 0.522525 0.389586 89.723800 89.795404 89.723800
0.743495 0.526520 0.387169 89.935393 89.945329 89.935393
0.743274 0.524156 0.386823 89.954786 89.959869 89.954786
0.744224 0.525673 0.387291 89.940884 89.939984 89.939984
0.540198 0.691178 0.913134 30.684018 30.255412 30.255412
0.174892 0.371345 0.173692 88.302876 88.164365 88.164365
0.178826 0.361941 0.194656 89.688196 89.731462 89.688196
0.740017 0.526070 0.387566 89.846249 89.856465 89.846249
0.539030 0.692119 0.910606 30.544328 30.418963 30.418963
0.177288 0.366936 0.199373 89.384939 89.036297 89.036297
0.176773 0.365859 0.188958 89.930518 89.926268 89.926268
0.542960 0.686753 0.918047 29.810150 29.899402 29.810150
0.179124 0.368077 0.224646 86.608098 84.259258 84.259258
0.739613 0.527063 0.388426 89.850458 89.799567 89.799567
0.178786 0.365409 0.192662 89.937501 89.920010 89.920010
0.179792 0.366464 0.191243 89.796101 89.770804 89.770804
0.177388 0.364432 0.187353 89.975740 89.970518 89.970518
0.744378 0.523112 0.384835 89.669029 89.822909 89.669029
0.177938 0.364405 0.190626 89.989832 89.984974 89.984974
0.749124 0.117159 0.513136 27.275251 27.388982 27.275251
0.743150 0.525360 0.387300 89.987736 89.996217 89.987736
0.741781 0.523839 0.390040 89.569330 89.926073 89.569330
0.709099 0.890059 0.328416 4.328801 4.372110 4.328801
0.412881 0.673957 0.532993 4.868462 1.927396 1.927396
0.879923 0.761895 0.127139 4.328801 4.372110 4.328801
0.836417 0.778281 0.824113 4.868462 5.691622 4.868462
0.418332 0.063214 0.151390 3.148160 0.738406 0.738406
0.150325 0.379001 0.063416 55.084653 40.958844 40.958844
0.748887 0.576332 0.314906 14.805868 36.753053 14.805868
0.946514 0.549667 0.125445 4.328801 5.012192 4.328801
0.416376 0.392928 0.505086 4.328801 0.738406 0.738406
0.823211 0.546190 0.895103 4.868462 5.691622 4.868462
0.890359 0.690985 0.670417 4.868462 5.691622 4.868462
1.000000 0.481045 0.775586 4.868462 5.691622 4.868462
