# gen=100 OSA snapshot
# x0..xd fitness
0.148182 0.214461 89.999003
0.069248 0.714421 79.992940
0.387057 0.818011 74.990782
0.836704 0.359968 64.976615
0.056565 0.803564 63.544007
0.107252 0.183164 70.118627
0.396066 0.819399 72.779989
0.150400 0.246349 80.489936
0.836718 0.333158 61.573020
0.145355 0.292803 66.720927
0.340090 0.805615 62.942905
0.184634 0.238752 72.766412
0.068302 0.836978 59.065898
0.077728 0.831378 59.595117
0.079465 0.774511 68.572573
0.074104 0.714421 77.607431
0.100749 0.762572 62.429644
0.417327 0.849492 62.387269
0.148152 0.215485 89.695852
0.129651 0.233050 80.316053
0.837054 0.376308 62.916508
0.173355 0.212204 79.169282
0.387150 0.838924 68.176703
0.447740 0.835840 59.224708
0.070355 0.808442 63.936561
0.071175 0.677709 73.650632
0.069279 0.639674 67.224522
0.148382 0.133148 65.870695
0.133227 0.146098 68.721045
0.187614 0.264855 67.408657
0.148152 0.118631 61.563058
0.838703 0.350588 63.682600
0.160299 0.214227 84.796623
0.340704 0.818011 63.794907
0.066165 0.752461 73.332783
0.857035 0.370644 59.138041
0.371906 0.800090 68.085723
0.361578 0.820224 68.798674
0.150714 0.209773 88.235053
0.059472 0.698362 74.448986
0.154328 0.191763 82.766179
0.069433 0.786348 67.719644
0.848999 0.337884 60.550087
0.149302 0.234371 84.072449
0.829430 0.314363 58.816199
0.157516 0.222066 85.400729
0.069271 0.736629 76.213190
0.384290 0.828179 71.619964
0.048745 0.661066 66.383077
0.361624 0.830898 67.552748
0.148190 0.173351 77.800779
0.070986 0.756526 72.763581
0.062048 0.763897 70.838827
0.097194 0.207055 67.991646
0.335085 0.834200 61.372445
0.202415 0.159654 61.593711
0.145146 0.275705 71.779656
0.412536 0.795159 65.316648
0.194491 0.211265 70.090569
0.070242 0.773008 69.986869
0.099087 0.230832 68.362009
0.058524 0.633274 65.156989
0.838349 0.399761 59.904615
0.441605 0.816701 61.811371
0.055333 0.684961 71.486241
0.087865 0.750584 68.941317
0.159738 0.272074 72.198233
0.148382 0.208145 88.123842
0.068174 0.695433 76.706530
0.078751 0.730226 74.597227
0.129926 0.209069 81.997230
0.066540 0.724602 77.811797
0.380581 0.794575 67.175830
0.062705 0.661702 70.427015
0.072931 0.668868 72.003145
0.204911 0.253659 63.003653
0.397941 0.801007 68.846178
0.148152 0.201236 86.075490
0.093078 0.214460 66.334088
0.142067 0.260535 76.077739
0.136631 0.226278 83.924215
0.388096 0.800850 69.378976
0.085683 0.620583 62.033179
0.147665 0.226371 86.458794
0.371872 0.825112 70.661271
0.142828 0.214460 87.699677
0.168909 0.200725 80.210447
0.190947 0.177002 68.533085
0.148267 0.159371 73.652320
0.825836 0.374774 61.385388
0.077720 0.653552 68.788642
0.374621 0.849528 64.281821
0.175339 0.192497 76.640308
0.360532 0.851091 62.441106
0.082393 0.688249 72.123870
0.047091 0.704633 68.945849
0.058889 0.650777 67.981214
0.049589 0.687158 69.242025
0.161752 0.178554 77.855724
0.176507 0.280217 67.006730
0.058019 0.740894 72.854409
0.061161 0.623962 64.034264
0.433293 0.802710 62.756413
0.146719 0.149931 70.840729
0.407831 0.818011 69.981439
0.160764 0.114575 59.871299
0.115546 0.237806 74.364757
0.162547 0.233316 81.672381
0.123439 0.204528 78.971584
0.135329 0.167344 74.967825
0.130462 0.284832 67.774315
0.368010 0.786763 63.792379
0.847832 0.404417 58.532129
0.101163 0.733613 63.929941
0.157008 0.158123 72.857947
0.118911 0.130095 61.985868
0.122052 0.227071 78.169811
0.139151 0.203282 84.895607
0.069114 0.793960 66.419602
0.035219 0.666424 61.321606
