# gen=200 OSA snapshot
# x0..xd fitness
0.148184 0.214461 90.000000
0.069251 0.714421 79.993186
0.387066 0.818039 75.000000
0.110704 0.221418 73.771567
0.193674 0.243359 68.664743
0.124187 0.193067 77.895544
0.392521 0.818039 73.681632
0.151706 0.228005 85.705687
0.092280 0.693361 68.087532
0.148184 0.266270 74.626171
0.356692 0.809076 67.096551
0.160636 0.231558 82.628554
0.184574 0.171779 69.884145
0.104682 0.252801 68.125682
0.071501 0.771460 70.200208
0.074104 0.714421 77.607431
0.074058 0.747547 73.871301
0.401077 0.821679 71.411068
0.148184 0.215059 89.822643
0.131650 0.230505 81.450613
0.176667 0.189567 75.710322
0.163919 0.213085 83.230309
0.388698 0.824849 72.740356
0.204405 0.210692 65.829565
0.085224 0.785238 65.571142
0.071175 0.677709 73.650632
0.074092 0.655015 69.568455
0.146762 0.155056 72.361454
0.148184 0.182663 80.564287
0.164788 0.262063 74.176757
0.128113 0.150232 69.081937
0.178921 0.249980 73.107943
0.153639 0.214461 87.657343
0.356577 0.818039 67.631217
0.066001 0.743517 74.784232
0.118951 0.257261 72.141573
0.371906 0.800090 68.085723
0.376565 0.811791 71.743124
0.150714 0.209773 88.235053
0.063111 0.714602 76.972252
0.152405 0.192056 83.108862
0.063971 0.771156 69.971267
0.139064 0.284154 68.951379
0.148184 0.221463 87.922265
0.118465 0.205136 76.940038
0.148184 0.217886 88.983636
0.069271 0.736629 76.213190
0.381369 0.819777 73.510611
0.056089 0.655862 68.070376
0.364057 0.825022 68.989254
0.152308 0.179374 79.438654
0.070986 0.756526 72.763581
0.064658 0.759780 71.934069
0.130231 0.207299 82.002214
0.122133 0.174104 73.611257
0.162786 0.172687 76.108020
0.142956 0.252162 78.589408
0.409232 0.800653 67.192177
0.176405 0.206749 77.666118
0.070050 0.766866 71.039306
0.128540 0.215179 81.560610
0.066779 0.639662 67.164592
0.182196 0.216136 75.384838
0.424380 0.816724 65.971392
0.055743 0.691144 72.239588
0.078982 0.737577 73.786199
0.155837 0.252715 78.182250
0.148382 0.208145 88.123842
0.071146 0.698249 77.077226
0.073646 0.727244 76.923926
0.137681 0.212243 85.441616
0.069218 0.722146 78.687081
0.387940 0.800576 69.291101
0.069251 0.662626 71.145365
0.072931 0.668868 72.003145
0.162803 0.241937 79.709664
0.399900 0.803950 69.449628
0.148184 0.202149 86.346441
0.129045 0.246867 77.349574
0.148801 0.236476 83.461840
0.142709 0.229649 84.916667
0.387422 0.812080 73.051262
0.156611 0.283577 69.173503
0.144138 0.221274 87.334268
0.376940 0.828361 70.833333
0.145457 0.214566 88.828254
0.155807 0.205345 85.753342
0.165984 0.180909 77.447594
0.142127 0.171322 76.937139
0.171718 0.273639 69.738763
0.079354 0.661204 69.628191
0.369613 0.838877 66.991221
0.158689 0.194186 82.479978
0.179902 0.238123 74.675148
0.077673 0.701441 75.289525
0.053002 0.707796 71.907773
0.058889 0.650777 67.981214
0.065807 0.686245 74.889627
0.155350 0.176673 78.372058
0.157626 0.267465 73.757294
0.058019 0.740894 72.854409
0.156433 0.144444 68.923228
0.416102 0.804707 66.740605
0.148252 0.162652 74.626144
0.398992 0.813682 71.785361
0.129827 0.178098 76.636277
0.137166 0.246682 79.331880
0.159916 0.214461 84.961803
0.129932 0.200246 81.098556
0.142386 0.193971 83.429505
0.136052 0.259770 75.580467
0.366918 0.807424 69.021886
0.170768 0.212824 80.288883
0.083290 0.714421 73.078271
0.157865 0.183845 80.008758
0.115175 0.191775 74.306394
0.135652 0.222527 84.109632
0.142942 0.207453 86.935101
0.061248 0.786110 67.140352
0.059620 0.666263 70.495262
