# gen=300 OSA snapshot
# x0..xd fitness
0.148184 0.214461 90.000000
0.069251 0.714421 79.993186
0.387066 0.818039 75.000000
0.136884 0.220826 84.792560
0.170139 0.231462 79.306346
0.127750 0.194870 79.473251
0.392521 0.818039 73.681632
0.152436 0.225148 86.340669
0.076992 0.684430 73.606049
0.148515 0.256248 77.599352
0.166910 0.176445 76.146100
0.157533 0.227223 84.480988
0.174779 0.183101 75.267527
0.118258 0.253598 72.677939
0.071645 0.768962 70.615407
0.074104 0.714421 77.607431
0.069304 0.746278 74.564777
0.397654 0.823691 71.844312
0.148184 0.214889 89.872955
0.130235 0.226270 81.532366
0.169729 0.207679 80.531063
0.160480 0.209512 84.519180
0.386437 0.822716 73.464399
0.173438 0.250448 74.779700
0.144538 0.274121 72.227403
0.072006 0.685117 74.806745
0.187029 0.188425 71.615384
0.145471 0.166664 75.768676
0.149612 0.192303 83.396297
0.162438 0.257857 75.741517
0.130161 0.163267 72.950156
0.166589 0.252522 76.214690
0.153639 0.214461 87.657343
0.111666 0.240930 72.459904
0.067521 0.741461 75.309588
0.130102 0.244277 78.227745
0.114634 0.233459 74.527961
0.376565 0.811791 71.743124
0.149421 0.209452 88.421511
0.066108 0.712826 78.425234
0.154439 0.198197 84.476745
0.052236 0.732624 71.055191
0.128963 0.260315 74.085017
0.148184 0.219751 88.430210
0.128973 0.213954 81.748016
0.148184 0.217886 88.983636
0.069421 0.734614 76.556463
0.381369 0.819777 73.510611
0.191951 0.204703 70.982065
0.116378 0.208536 76.227869
0.152308 0.179374 79.438654
0.070986 0.756526 72.763581
0.065462 0.758113 72.312704
0.130231 0.207299 82.002214
0.129730 0.188399 78.926496
0.160674 0.175457 77.243440
0.148578 0.244624 81.047882
0.107286 0.199277 71.866885
0.162794 0.195845 81.640313
0.070050 0.766866 71.039306
0.137275 0.214461 85.314687
0.121984 0.178513 74.495305
0.164522 0.217602 82.922066
0.403355 0.817540 71.059791
0.066394 0.695891 76.529028
0.074092 0.737572 75.386668
0.156092 0.247254 79.693484
0.148382 0.208145 88.123842
0.071146 0.698249 77.077226
0.071552 0.729349 77.215429
0.142360 0.207868 86.824234
0.069218 0.722146 78.687081
0.051914 0.716646 71.443645
0.069251 0.662626 71.145365
0.067367 0.678994 73.870496
0.156502 0.240220 81.562734
0.181019 0.229428 75.215694
0.148184 0.202149 86.346441
0.144556 0.236235 83.353554
0.154621 0.231816 84.155010
0.145895 0.227363 86.047406
0.387422 0.812080 73.051262
0.148184 0.266270 74.626171
0.143968 0.218926 87.756229
0.375675 0.824882 71.453689
0.147007 0.212092 89.134150
0.155807 0.205345 85.753342
0.167905 0.187228 78.293870
0.140343 0.176471 78.234570
0.165497 0.265617 73.096937
0.185234 0.244897 71.703876
0.178620 0.209632 76.850862
0.158689 0.194186 82.479978
0.156688 0.235835 82.681339
0.070883 0.705989 78.344357
0.058900 0.706500 74.718452
0.104511 0.211128 71.217700
0.069452 0.692516 76.250033
0.155350 0.176673 78.372058
0.157720 0.263607 74.852311
0.065069 0.737032 75.627644
0.153341 0.159729 73.608477
0.118472 0.219091 77.165874
0.151063 0.175019 78.230772
0.393126 0.812304 72.621993
0.137914 0.191568 81.900159
0.140149 0.236778 82.532488
0.157667 0.222045 85.346996
0.135275 0.197146 82.441238
0.145335 0.198544 85.120739
0.137313 0.249369 78.637870
0.141652 0.155571 72.300978
0.165272 0.207345 82.363913
0.080813 0.716706 74.286897
0.157865 0.183845 80.008758
0.119549 0.192006 76.012820
0.140608 0.224343 85.619593
0.142730 0.214461 87.657343
0.054763 0.688428 71.585583
0.061877 0.681364 73.277996
