# gen=10 OSA snapshot
# x0..xd fitness
0.147773 0.214460 89.823251
0.069162 0.714421 79.955180
0.387150 0.818011 74.977881
0.836704 0.359968 64.976615
0.069162 0.818011 62.311116
0.946038 0.507609 54.993829
0.436536 0.843818 60.375160
0.148541 0.356275 47.917616
0.812842 0.267467 51.397353
0.062358 0.536167 49.354140
0.884577 0.484333 43.237773
0.930050 0.359254 38.736078
0.069464 0.976004 35.322048
0.122204 0.884056 41.001111
0.147773 0.838924 35.831716
0.082988 0.708621 73.154114
0.123497 0.745354 52.739211
0.097401 0.524241 44.666033
0.134491 0.236084 81.296236
0.119353 0.295381 62.983206
0.839416 0.420317 57.263608
0.946038 0.455237 46.161054
0.387150 0.838924 68.176703
0.474959 0.895862 41.868924
0.075360 0.869806 53.292971
0.919240 0.616650 35.976732
0.092896 0.602164 57.552356
0.188770 0.107326 53.743955
0.095786 0.121190 54.328841
0.101891 0.359968 42.464539
0.077557 0.936688 41.818163
0.803167 0.331763 54.869661
0.171607 0.245023 76.456462
0.266800 0.776067 42.861210
0.039938 0.737556 65.018725
0.890266 0.349415 49.879099
0.378212 0.797867 68.071113
0.300538 0.808726 53.867214
0.428164 0.934693 35.615786
0.037250 0.698303 63.982431
0.138636 0.169456 76.029660
0.033298 0.809359 55.978794
0.854664 0.282814 53.933923
0.138458 0.259469 76.006343
0.914131 0.313889 42.437516
0.167773 0.324412 56.305806
0.077952 0.739453 73.948031
0.330771 0.829619 60.878154
0.000000 0.636793 43.369017
0.321980 0.879462 49.502433
0.120751 0.143899 65.974213
0.103742 0.749122 61.993275
0.033400 0.791245 57.988711
0.038664 0.234305 42.597930
0.994170 0.541369 44.625459
0.515920 0.783824 41.912306
1.000000 0.507455 45.277243
0.460056 0.783824 54.115944
0.525069 0.818011 41.646469
0.115682 0.779468 54.556409
0.268789 0.828564 46.207955
0.060647 0.595985 59.321530
0.863279 0.428042 53.548842
0.482171 0.818011 52.014239
0.050916 0.674761 68.698724
0.130467 0.708521 49.801286
0.122681 0.396931 34.756980
0.125258 0.193695 78.384666
0.071111 0.676245 73.407700
0.836439 0.125332 35.039249
0.099607 0.238218 67.979125
0.060752 0.759194 71.284864
0.421333 0.739658 48.087097
0.161332 0.684110 34.305562
0.079919 0.657623 68.957683
0.097842 0.537510 46.647167
0.406297 0.790161 64.774824
0.176026 0.199013 77.194213
0.891651 0.582366 39.020525
0.223544 0.337982 41.102890
0.069999 0.263133 53.447737
0.371904 0.762424 56.464701
0.055329 0.556659 52.183491
0.200480 0.302938 55.449716
0.341890 0.789994 60.746544
0.074348 0.217179 58.279696
0.851225 0.126050 34.855620
0.976431 0.597511 38.874040
0.157488 0.149169 70.217403
0.822703 0.378510 60.383427
0.845519 0.554237 35.238659
0.423150 0.877652 53.660922
0.351726 0.939811 34.310391
0.354783 0.867705 56.995513
0.111786 0.684715 58.421659
0.013954 0.712047 52.732784
0.125825 0.632725 48.807491
0.023093 0.668945 55.950436
0.203673 0.177095 63.716495
0.032936 0.892601 44.692705
0.000000 0.830591 40.511535
0.015711 0.517564 37.243314
0.945980 0.420317 33.300833
0.245513 0.779777 38.576460
0.486522 0.870317 45.512995
0.839416 0.214460 46.403826
0.941885 0.560710 46.009600
0.083296 0.461240 36.193139
0.028977 0.197500 38.558232
0.265866 0.867660 41.520766
0.068367 0.507609 44.661995
0.227796 0.820126 36.500471
0.045772 0.108034 35.853599
0.461595 0.732020 41.620236
0.941795 0.258628 32.720703
0.839416 0.507609 35.771516
0.083408 0.307948 50.712799
0.063953 0.161686 50.581210
0.113793 0.818825 51.713613
0.001414 0.600475 41.298531
