# Two-objective rank landscape D=2
# x0 x1 value
0.000000 0.000000 3380.000000
0.000000 0.010101 3380.000000
0.000000 0.020202 3380.000000
0.000000 0.030303 3380.000000
0.000000 0.040404 3380.000000
0.000000 0.050505 3380.000000
0.000000 0.060606 3380.000000
0.000000 0.070707 3380.000000
0.000000 0.080808 3380.000000
0.000000 0.090909 3380.000000
0.000000 0.101010 3380.000000
0.000000 0.111111 3380.000000
0.000000 0.121212 3380.000000
0.000000 0.131313 3380.000000
0.000000 0.141414 3380.000000
0.000000 0.151515 3380.000000
0.000000 0.161616 1497.000000
0.000000 0.171717 208.000000
0.000000 0.181818 3380.000000
0.000000 0.191919 3380.000000
0.000000 0.202020 3380.000000
0.000000 0.212121 3380.000000
0.000000 0.222222 3380.000000
0.000000 0.232323 3380.000000
0.000000 0.242424 3380.000000
0.000000 0.252525 2605.000000
0.000000 0.262626 2592.000000
0.000000 0.272727 2579.000000
0.000000 0.282828 2571.000000
0.000000 0.292929 2561.000000
0.000000 0.303030 2550.000000
0.000000 0.313131 1341.000000
0.000000 0.323232 1320.000000
0.000000 0.333333 1296.000000
0.000000 0.343434 2373.000000
0.000000 0.353535 2373.000000
0.000000 0.363636 2373.000000
0.000000 0.373737 2373.000000
0.000000 0.383838 2373.000000
0.000000 0.393939 2373.000000
0.000000 0.404040 2373.000000
0.000000 0.414141 2373.000000
0.000000 0.424242 449.000000
0.000000 0.434343 449.000000
0.000000 0.444444 449.000000
0.000000 0.454545 449.000000
0.000000 0.464646 449.000000
0.000000 0.474747 449.000000
0.000000 0.484848 449.000000
0.000000 0.494949 449.000000
0.000000 0.505051 449.000000
0.000000 0.515152 449.000000
0.000000 0.525253 449.000000
0.000000 0.535354 449.000000
0.000000 0.545455 449.000000
0.000000 0.555556 449.000000
0.000000 0.565657 449.000000
0.000000 0.575758 449.000000
0.000000 0.585859 449.000000
0.000000 0.595960 449.000000
0.000000 0.606061 449.000000
0.000000 0.616162 449.000000
0.000000 0.626263 449.000000
0.000000 0.636364 449.000000
0.000000 0.646465 449.000000
0.000000 0.656566 449.000000
0.000000 0.666667 449.000000
0.000000 0.676768 449.000000
0.000000 0.686869 449.000000
0.000000 0.696970 449.000000
0.000000 0.707071 449.000000
0.000000 0.717172 449.000000
0.000000 0.727273 449.000000
0.000000 0.737374 449.000000
0.000000 0.747475 449.000000
0.000000 0.757576 449.000000
0.000000 0.767677 449.000000
0.000000 0.777778 449.000000
0.000000 0.787879 449.000000
0.000000 0.797980 449.000000
0.000000 0.808081 449.000000
0.000000 0.818182 370.000000
0.000000 0.828283 302.000000
0.000000 0.838384 252.000000
0.000000 0.848485 217.000000
0.000000 0.858586 194.000000
0.000000 0.868687 179.000000
0.000000 0.878788 159.000000
0.000000 0.888889 149.000000
0.000000 0.898990 139.000000
0.000000 0.909091 135.000000
0.000000 0.919192 129.000000
0.000000 0.929293 131.000000
0.000000 0.939394 161.000000
0.000000 0.949495 192.000000
0.000000 0.959596 224.000000
0.000000 0.969697 258.000000
0.000000 0.979798 294.000000
0.000000 0.989899 346.000000
0.000000 1.000000 369.000000
0.010101 0.000000 3380.000000
0.010101 0.010101 3380.000000
0.010101 0.020202 3380.000000
0.010101 0.030303 3380.000000
0.010101 0.040404 3380.000000
0.010101 0.050505 3380.000000
0.010101 0.060606 3380.000000
0.010101 0.070707 3380.000000
0.010101 0.080808 3380.000000
0.010101 0.090909 3380.000000
0.010101 0.101010 3380.000000
0.010101 0.111111 3380.000000
0.010101 0.121212 3380.000000
0.010101 0.131313 3380.000000
0.010101 0.141414 3380.000000
0.010101 0.151515 3380.000000
0.010101 0.161616 3380.000000
0.010101 0.171717 187.000000
0.010101 0.181818 189.000000
0.010101 0.191919 3380.000000
0.010101 0.202020 3380.000000
0.010101 0.212121 3380.000000
0.010101 0.222222 3380.000000
0.010101 0.232323 3380.000000
0.010101 0.242424 2599.000000
0.010101 0.252525 2575.000000
0.010101 0.262626 2555.000000
0.010101 0.272727 1336.000000
0.010101 0.282828 1298.000000
0.010101 0.292929 1272.000000
0.010101 0.303030 1245.000000
0.010101 0.313131 1215.000000
0.010101 0.323232 1193.000000
0.010101 0.333333 813.000000
0.010101 0.343434 2373.000000
0.010101 0.353535 2373.000000
0.010101 0.363636 2373.000000
0.010101 0.373737 2373.000000
0.010101 0.383838 2373.000000
0.010101 0.393939 2373.000000
0.010101 0.404040 2373.000000
0.010101 0.414141 2373.000000
0.010101 0.424242 449.000000
0.010101 0.434343 449.000000
0.010101 0.444444 449.000000
0.010101 0.454545 449.000000
0.010101 0.464646 449.000000
0.010101 0.474747 449.000000
0.010101 0.484848 449.000000
0.010101 0.494949 449.000000
0.010101 0.505051 449.000000
0.010101 0.515152 449.000000
0.010101 0.525253 449.000000
0.010101 0.535354 449.000000
0.010101 0.545455 449.000000
0.010101 0.555556 449.000000
0.010101 0.565657 449.000000
0.010101 0.575758 449.000000
0.010101 0.585859 449.000000
0.010101 0.595960 449.000000
0.010101 0.606061 449.000000
0.010101 0.616162 449.000000
0.010101 0.626263 449.000000
0.010101 0.636364 449.000000
0.010101 0.646465 449.000000
0.010101 0.656566 449.000000
0.010101 0.666667 449.000000
0.010101 0.676768 449.000000
0.010101 0.686869 449.000000
0.010101 0.696970 449.000000
0.010101 0.707071 449.000000
0.010101 0.717172 449.000000
0.010101 0.727273 449.000000
0.010101 0.737374 449.000000
0.010101 0.747475 449.000000
0.010101 0.757576 449.000000
0.010101 0.767677 449.000000
0.010101 0.777778 449.000000
0.010101 0.787879 386.000000
0.010101 0.797980 319.000000
0.010101 0.808081 246.000000
0.010101 0.818182 208.000000
0.010101 0.828283 181.000000
0.010101 0.838384 153.000000
0.010101 0.848485 132.000000
0.010101 0.858586 113.000000
0.010101 0.868687 101.000000
0.010101 0.878788 93.000000
0.010101 0.888889 87.000000
0.010101 0.898990 83.000000
0.010101 0.909091 96.000000
0.010101 0.919192 125.000000
0.010101 0.929293 154.000000
0.010101 0.939394 188.000000
0.010101 0.949495 219.000000
0.010101 0.959596 256.000000
0.010101 0.969697 292.000000
0.010101 0.979798 342.000000
0.010101 0.989899 368.000000
0.010101 1.000000 390.000000
0.020202 0.000000 3380.000000
0.020202 0.010101 3380.000000
0.020202 0.020202 3380.000000
0.020202 0.030303 3380.000000
0.020202 0.040404 3380.000000
0.020202 0.050505 3380.000000
0.020202 0.060606 3380.000000
0.020202 0.070707 3380.000000
0.020202 0.080808 3380.000000
0.020202 0.090909 3380.000000
0.020202 0.101010 3380.000000
0.020202 0.111111 3380.000000
0.020202 0.121212 3380.000000
0.020202 0.131313 3380.000000
0.020202 0.141414 3380.000000
0.020202 0.151515 3380.000000
0.020202 0.161616 3380.000000
0.020202 0.171717 2781.000000
0.020202 0.181818 138.000000
0.020202 0.191919 183.000000
0.020202 0.202020 3380.000000
0.020202 0.212121 3380.000000
0.020202 0.222222 3380.000000
0.020202 0.232323 2596.000000
0.020202 0.242424 2562.000000
0.020202 0.252525 1331.000000
0.020202 0.262626 1282.000000
0.020202 0.272727 1243.000000
0.020202 0.282828 1205.000000
0.020202 0.292929 831.000000
0.020202 0.303030 783.000000
0.020202 0.313131 513.000000
0.020202 0.323232 478.000000
0.020202 0.333333 389.000000
0.020202 0.343434 2373.000000
0.020202 0.353535 2373.000000
0.020202 0.363636 2373.000000
0.020202 0.373737 2373.000000
0.020202 0.383838 2373.000000
0.020202 0.393939 2373.000000
0.020202 0.404040 2373.000000
0.020202 0.414141 2373.000000
0.020202 0.424242 449.000000
0.020202 0.434343 449.000000
0.020202 0.444444 449.000000
0.020202 0.454545 449.000000
0.020202 0.464646 449.000000
0.020202 0.474747 449.000000
0.020202 0.484848 449.000000
0.020202 0.494949 449.000000
0.020202 0.505051 449.000000
0.020202 0.515152 449.000000
0.020202 0.525253 449.000000
0.020202 0.535354 449.000000
0.020202 0.545455 449.000000
0.020202 0.555556 449.000000
0.020202 0.565657 449.000000
0.020202 0.575758 449.000000
0.020202 0.585859 449.000000
0.020202 0.595960 449.000000
0.020202 0.606061 449.000000
0.020202 0.616162 449.000000
0.020202 0.626263 449.000000
0.020202 0.636364 449.000000
0.020202 0.646465 449.000000
0.020202 0.656566 449.000000
0.020202 0.666667 449.000000
0.020202 0.676768 449.000000
0.020202 0.686869 449.000000
0.020202 0.696970 449.000000
0.020202 0.707071 449.000000
0.020202 0.717172 449.000000
0.020202 0.727273 449.000000
0.020202 0.737374 449.000000
0.020202 0.747475 449.000000
0.020202 0.757576 416.000000
0.020202 0.767677 339.000000
0.020202 0.777778 250.000000
0.020202 0.787879 201.000000
0.020202 0.797980 169.000000
0.020202 0.808081 137.000000
0.020202 0.818182 108.000000
0.020202 0.828283 91.000000
0.020202 0.838384 76.000000
0.020202 0.848485 61.000000
0.020202 0.858586 54.000000
0.020202 0.868687 47.000000
0.020202 0.878788 49.000000
0.020202 0.888889 72.000000
0.020202 0.898990 98.000000
0.020202 0.909091 128.000000
0.020202 0.919192 163.000000
0.020202 0.929293 195.000000
0.020202 0.939394 231.000000
0.020202 0.949495 278.000000
0.020202 0.959596 322.000000
0.020202 0.969697 358.000000
0.020202 0.979798 384.000000
0.020202 0.989899 410.000000
0.020202 1.000000 449.000000
0.030303 0.000000 3380.000000
0.030303 0.010101 3380.000000
0.030303 0.020202 3380.000000
0.030303 0.030303 3380.000000
0.030303 0.040404 3380.000000
0.030303 0.050505 3380.000000
0.030303 0.060606 3380.000000
0.030303 0.070707 3380.000000
0.030303 0.080808 3380.000000
0.030303 0.090909 3380.000000
0.030303 0.101010 3380.000000
0.030303 0.111111 3380.000000
0.030303 0.121212 3380.000000
0.030303 0.131313 3380.000000
0.030303 0.141414 3380.000000
0.030303 0.151515 3380.000000
0.030303 0.161616 3380.000000
0.030303 0.171717 3380.000000
0.030303 0.181818 1493.000000
0.030303 0.191919 102.000000
0.030303 0.202020 177.000000
0.030303 0.212121 3380.000000
0.030303 0.222222 2593.000000
0.030303 0.232323 2549.000000
0.030303 0.242424 1293.000000
0.030303 0.252525 1242.000000
0.030303 0.262626 1194.000000
0.030303 0.272727 795.000000
0.030303 0.282828 517.000000
0.030303 0.292929 474.000000
0.030303 0.303030 379.000000
0.030303 0.313131 338.000000
0.030303 0.323232 313.000000
0.030303 0.333333 280.000000
0.030303 0.343434 2373.000000
0.030303 0.353535 2373.000000
0.030303 0.363636 2373.000000
0.030303 0.373737 2373.000000
0.030303 0.383838 2373.000000
0.030303 0.393939 2373.000000
0.030303 0.404040 2373.000000
0.030303 0.414141 2373.000000
0.030303 0.424242 449.000000
0.030303 0.434343 449.000000
0.030303 0.444444 449.000000
0.030303 0.454545 449.000000
0.030303 0.464646 449.000000
0.030303 0.474747 449.000000
0.030303 0.484848 449.000000
0.030303 0.494949 449.000000
0.030303 0.505051 449.000000
0.030303 0.515152 449.000000
0.030303 0.525253 449.000000
0.030303 0.535354 449.000000
0.030303 0.545455 449.000000
0.030303 0.555556 449.000000
0.030303 0.565657 449.000000
0.030303 0.575758 449.000000
0.030303 0.585859 449.000000
0.030303 0.595960 449.000000
0.030303 0.606061 449.000000
0.030303 0.616162 449.000000
0.030303 0.626263 449.000000
0.030303 0.636364 449.000000
0.030303 0.646465 449.000000
0.030303 0.656566 449.000000
0.030303 0.666667 449.000000
0.030303 0.676768 449.000000
0.030303 0.686869 449.000000
0.030303 0.696970 449.000000
0.030303 0.707071 449.000000
0.030303 0.717172 449.000000
0.030303 0.727273 449.000000
0.030303 0.737374 371.000000
0.030303 0.747475 283.000000
0.030303 0.757576 211.000000
0.030303 0.767677 155.000000
0.030303 0.777778 119.000000
0.030303 0.787879 94.000000
0.030303 0.797980 73.000000
0.030303 0.808081 57.000000
0.030303 0.818182 43.000000
0.030303 0.828283 33.000000
0.030303 0.838384 28.000000
0.030303 0.848485 22.000000
0.030303 0.858586 34.000000
0.030303 0.868687 55.000000
0.030303 0.878788 82.000000
0.030303 0.888889 109.000000
0.030303 0.898990 144.000000
0.030303 0.909091 182.000000
0.030303 0.919192 75.000000
0.030303 0.929293 67.000000
0.030303 0.939394 67.000000
0.030303 0.949495 77.000000
0.030303 0.959596 73.000000
0.030303 0.969697 77.000000
0.030303 0.979798 86.000000
0.030303 0.989899 101.000000
0.030303 1.000000 123.000000
0.040404 0.000000 3380.000000
0.040404 0.010101 3380.000000
0.040404 0.020202 3380.000000
0.040404 0.030303 3380.000000
0.040404 0.040404 3380.000000
0.040404 0.050505 3380.000000
0.040404 0.060606 3380.000000
0.040404 0.070707 3380.000000
0.040404 0.080808 3380.000000
0.040404 0.090909 3380.000000
0.040404 0.101010 3380.000000
0.040404 0.111111 3380.000000
0.040404 0.121212 3380.000000
0.040404 0.131313 3380.000000
0.040404 0.141414 3380.000000
0.040404 0.151515 3380.000000
0.040404 0.161616 3380.000000
0.040404 0.171717 3380.000000
0.040404 0.181818 2791.000000
0.040404 0.191919 194.000000
0.040404 0.202020 75.000000
0.040404 0.212121 142.000000
0.040404 0.222222 1344.000000
0.040404 0.232323 1267.000000
0.040404 0.242424 1207.000000
0.040404 0.252525 796.000000
0.040404 0.262626 507.000000
0.040404 0.272727 401.000000
0.040404 0.282828 359.000000
0.040404 0.292929 315.000000
0.040404 0.303030 274.000000
0.040404 0.313131 237.000000
0.040404 0.323232 203.000000
0.040404 0.333333 233.000000
0.040404 0.343434 2373.000000
0.040404 0.353535 2373.000000
0.040404 0.363636 2373.000000
0.040404 0.373737 2373.000000
0.040404 0.383838 2373.000000
0.040404 0.393939 2373.000000
0.040404 0.404040 2373.000000
0.040404 0.414141 2373.000000
0.040404 0.424242 449.000000
0.040404 0.434343 449.000000
0.040404 0.444444 449.000000
0.040404 0.454545 449.000000
0.040404 0.464646 449.000000
0.040404 0.474747 449.000000
0.040404 0.484848 449.000000
0.040404 0.494949 449.000000
0.040404 0.505051 449.000000
0.040404 0.515152 449.000000
0.040404 0.525253 449.000000
0.040404 0.535354 449.000000
0.040404 0.545455 449.000000
0.040404 0.555556 449.000000
0.040404 0.565657 449.000000
0.040404 0.575758 449.000000
0.040404 0.585859 449.000000
0.040404 0.595960 449.000000
0.040404 0.606061 449.000000
0.040404 0.616162 449.000000
0.040404 0.626263 449.000000
0.040404 0.636364 449.000000
0.040404 0.646465 449.000000
