# gen=50 CA size=200
# x0..x(D-1) consensus
0.668512 0.278762 89.764193
0.269598 0.323258 88.594182
0.243687 0.523643 58.157028
0.278916 0.221372 68.846408
0.514773 0.464412 29.271253
0.271393 0.273136 80.361098
0.248642 0.521221 63.602036
0.517857 0.380918 29.271253
0.266911 0.374298 88.541793
0.254509 0.483624 68.355683
0.710247 0.513844 42.520284
0.681648 0.316039 86.425704
0.259520 0.427328 82.567071
0.663655 0.232437 83.689097
0.679902 0.347607 82.432213
0.239486 0.616542 40.417937
0.268570 0.328613 88.935215
0.261863 0.393293 87.665896
0.246976 0.507066 64.043378
0.723149 0.581923 37.916824
0.061642 0.034466 40.437905
0.647925 0.151823 63.461371
0.675131 0.273211 83.877678
0.663634 0.265043 88.070661
0.659112 0.256884 84.134841
0.680685 0.376204 72.984040
0.497817 0.770892 31.012839
0.640761 0.166484 62.772757
0.258041 0.332608 79.020349
0.279397 0.241135 73.734630
0.258543 0.464097 73.534157
0.308858 0.124992 33.206236
0.666453 0.185496 59.708344
0.510352 0.586240 29.271253
0.263863 0.385392 88.274800
0.288674 0.100294 42.857965
0.220627 0.539545 30.362495
0.031080 0.827239 38.009116
0.304270 0.251858 43.746335
0.232911 0.421948 45.519098
0.282803 0.400934 59.739837
0.292358 0.204169 56.143917
0.710508 0.489250 48.460761
0.214765 0.647774 29.271253
0.643416 0.138864 62.016106
0.252928 0.534838 54.634559
0.284013 0.161880 57.036370
0.234070 0.545152 39.094544
0.685853 0.395324 70.359289
0.283956 0.308022 70.926328
0.693130 0.237457 41.975718
0.242183 0.572996 50.317693
0.639337 0.115495 58.751904
0.333955 0.136472 29.271253
0.256942 0.362322 80.991882
0.210519 0.590650 29.271253
0.660055 0.168466 63.940702
0.248875 0.559409 52.176544
0.673406 0.324501 85.816666
0.245116 0.591423 47.887607
0.203455 0.553115 29.271253
0.275858 0.260958 80.111311
0.523486 0.293885 29.271253
0.524560 0.226347 29.271253
0.521569 0.327320 29.271253
0.663694 0.387102 46.963011
0.517078 0.501352 29.271253
0.699361 0.354783 56.648075
0.652505 0.201240 71.322341
0.690436 0.163503 27.577538
0.233839 0.644494 33.161062
0.775055 0.753803 28.619862
0.684134 0.360262 79.383244
0.272622 0.458427 55.564225
0.625245 0.296137 28.142293
0.269453 0.310441 86.835601
0.716505 0.525185 42.737008
0.035581 0.792902 33.298782
0.497684 0.670723 26.932890
0.651580 0.356806 46.251715
0.257118 0.309671 72.727583
0.928746 0.245192 26.186441
0.581608 0.135535 29.271253
0.241707 0.449857 57.691301
0.667689 0.630557 26.186441
0.422294 0.134525 26.186441
0.883274 0.517536 26.186441
0.561051 0.093498 26.370694
0.659726 0.242297 85.454993
0.656022 0.187340 75.407374
0.947796 0.401143 26.186441
0.244785 0.112828 26.186441
0.550969 0.506580 26.186441
0.177126 0.300188 26.186441
0.765458 0.359691 26.186441
0.638591 0.438839 26.186441
0.988216 0.552080 26.186441
0.302623 0.185365 41.160610
0.805683 0.600666 26.186441
0.603059 0.623064 26.186441
0.329514 0.075975 29.271253
0.274857 0.289207 85.011239
0.964578 0.366370 26.186441
0.981803 0.139909 26.186441
0.691600 0.448377 57.145594
0.662602 0.220337 81.750922
0.502525 0.629466 29.271253
0.913433 0.609461 26.186441
0.698207 0.428307 65.103036
0.284461 0.192641 65.390131
0.581996 0.592833 26.186441
0.863661 0.441044 26.186441
0.160647 0.204680 26.186441
0.709036 0.502800 49.346337
0.826653 0.787293 26.186441
0.916925 0.393770 26.186441
0.582634 0.100705 29.271253
0.384136 0.158217 26.186441
0.691578 0.409023 69.764484
0.344706 0.643612 26.186441
0.261604 0.403856 86.035783
0.323366 0.378171 26.186441
0.267185 0.352335 89.998431
0.452792 0.797963 26.186441
0.391404 0.216671 26.186441
0.302553 0.521835 26.186441
0.263375 0.409434 84.851018
0.886671 0.368655 26.186441
0.672546 0.293309 89.875469
0.779243 0.803836 26.570350
0.081228 0.752624 26.186441
0.892755 0.326917 26.186441
0.795093 0.379362 26.186441
1.000000 0.291951 26.186441
0.682765 0.330228 85.441563
0.795357 0.433353 26.186441
0.780566 0.624730 26.186441
0.814322 0.481004 26.186441
0.199816 0.148461 26.186441
0.747774 0.153756 26.186441
0.582367 0.783579 26.186441
0.691865 0.573810 26.186441
0.407436 0.506631 26.186441
0.347920 0.681495 26.186441
0.284399 0.184908 61.491339
0.660429 0.088072 47.662079
0.822146 0.123919 26.186441
0.841145 0.530431 26.186441
0.189972 0.186714 26.186441
0.312299 0.612362 26.186441
0.718623 0.553716 39.460722
0.851145 0.363999 26.186441
0.759450 0.518850 26.186441
0.446912 0.267144 26.186441
0.738625 0.645497 27.615325
0.377092 0.273128 26.186441
0.149044 0.387576 26.186441
0.781736 0.213971 26.186441
0.612101 0.790570 26.186441
0.824040 0.647220 26.186441
0.310188 0.689484 26.186441
0.754050 0.311417 26.186441
0.772546 0.784223 27.402365
0.804464 0.341721 26.186441
0.658324 0.774633 26.186441
0.289055 0.123983 48.233410
0.284633 0.337489 69.738401
1.000000 0.792514 26.186441
0.226217 0.686832 40.119360
1.000000 0.637484 26.186441
0.905966 0.424001 26.186441
0.878281 0.594552 26.186441
0.347853 0.558096 26.186441
0.510897 0.554566 29.271253
0.193864 0.622229 29.271253
0.813180 0.546857 26.186441
0.236520 0.490984 43.574293
0.786820 0.143368 26.186441
0.403975 0.617931 26.186441
0.867859 0.165510 26.186441
0.512389 0.419017 29.271253
0.943486 0.786065 26.186441
0.437036 0.457590 26.186441
0.687888 0.769487 26.186441
0.338363 0.433668 26.186441
0.396811 0.073658 26.186441
0.432140 0.299108 26.186441
0.539950 0.613515 26.186441
0.669339 0.353468 73.196371
0.917533 0.282340 26.186441
0.698268 0.473857 56.419005
0.242258 0.420726 58.534334
0.283285 0.177205 59.678221
0.581886 0.426670 26.186441
0.176993 0.230998 26.186441
0.451509 0.523673 26.186441
1.000000 0.478784 26.186441
0.643481 0.086371 52.182680
1.000000 0.590565 26.186441
1.000000 0.343112 26.186441
