# gen=300 OSA snapshot
# x0..xd fitness
0.297468 0.191490 90.000000
0.379505 0.845999 69.999163
0.858228 0.075005 59.999999
0.309577 0.183942 88.128616
0.322874 0.153746 66.700828
0.339543 0.167316 71.214836
0.359537 0.210242 63.805225
0.246901 0.771858 67.824449
0.378468 0.854956 68.895065
0.268501 0.210871 79.114531
0.258149 0.190854 80.280390
0.313297 0.208759 83.770463
0.345830 0.203963 73.681337
0.331141 0.185212 82.185494
0.335769 0.206887 77.423857
0.293238 0.189354 89.807828
0.296570 0.212594 83.120839
0.297862 0.197038 89.505720
0.248242 0.752076 74.596610
0.311205 0.198018 88.079982
0.230424 0.212523 60.021252
0.287129 0.220597 76.787249
0.352493 0.191490 72.013149
0.276786 0.165791 77.523994
0.297468 0.218561 78.980375
0.242027 0.743729 71.608221
0.269016 0.197286 84.264858
0.314828 0.175048 83.872980
0.307494 0.215233 80.790939
0.260267 0.746737 59.580961
0.243882 0.733902 67.023231
0.386896 0.825814 62.646801
0.303580 0.185750 89.225529
0.346060 0.216106 67.964932
0.246339 0.757343 74.618498
0.281352 0.194422 88.152131
0.383516 0.845364 69.095215
0.326164 0.206015 81.559491
0.240388 0.750230 71.923196
0.287574 0.191490 89.350648
0.273104 0.224074 71.343549
0.350910 0.182724 71.941175
0.328712 0.197592 83.180111
0.373747 0.824997 63.303030
0.249458 0.763979 71.594342
0.250059 0.214713 69.330802
0.289450 0.185393 88.980730
0.244465 0.754319 74.711284
0.337685 0.151334 60.250317
0.264192 0.180331 81.108614
0.299253 0.191490 89.978792
0.246468 0.775386 65.220791
0.277246 0.213655 79.999294
0.288128 0.207965 85.193462
0.315244 0.191483 87.920980
0.304978 0.177433 86.520298
0.256406 0.153726 61.896401
0.262437 0.164179 72.016401
0.315738 0.161823 75.080355
0.331630 0.226935 66.146793
0.377647 0.864509 65.650414
0.256952 0.201609 78.285306
0.380598 0.866564 64.871253
0.294417 0.192107 89.931919
0.332700 0.194082 82.012833
0.378626 0.840702 69.638827
0.265002 0.174806 79.229777
0.379743 0.851649 69.566287
0.248551 0.728766 63.054402
0.247794 0.175996 71.912943
0.242146 0.760824 72.339122
0.323688 0.199153 84.647905
0.293414 0.157315 73.035727
0.258162 0.225325 65.631681
0.288525 0.200405 88.208729
0.255306 0.757877 67.705944
0.301309 0.194820 89.723974
0.238280 0.190647 69.553503
0.316825 0.224689 71.977334
0.272685 0.235731 60.981561
0.305263 0.210296 84.117823
0.226321 0.176641 59.888588
0.326005 0.219205 73.931303
0.280000 0.153716 68.336107
0.305133 0.159434 74.637074
0.338943 0.195331 79.054760
0.379129 0.874996 60.560426
0.351823 0.197082 72.001268
0.250731 0.183457 75.730745
0.302721 0.174635 85.377273
0.264351 0.216576 74.216972
0.285088 0.194864 88.804825
0.384067 0.858235 66.987069
0.241837 0.202199 70.230862
0.301854 0.226499 72.280656
0.376630 0.829431 66.368675
0.305803 0.191490 89.538687
0.361056 0.181326 65.702127
0.384689 0.836266 67.432766
0.323247 0.164649 75.381826
0.249956 0.199863 75.251500
0.285713 0.184322 88.271798
0.239572 0.772063 64.541233
0.327958 0.189804 83.979499
0.232624 0.191490 66.119308
0.339417 0.187346 78.791110
0.277961 0.191820 87.500774
0.278034 0.201555 85.952951
0.384216 0.872125 61.137379
0.311071 0.234894 63.667937
0.287793 0.174140 84.705588
0.280230 0.180794 86.264578
0.232398 0.756470 60.567305
0.367158 0.855233 61.148073
0.338486 0.191490 79.482639
0.304823 0.147618 63.816323
0.244857 0.750666 74.704318
0.321019 0.177525 83.430954
0.371931 0.192933 60.075489
0.379107 0.830504 67.195636
