# gen=50 OSA snapshot
# x0..xd fitness
0.297421 0.191560 89.999904
0.379505 0.845999 69.999163
0.858231 0.075005 59.999999
0.324777 0.186988 84.864345
0.639389 0.562497 54.998914
0.972652 0.468956 44.999380
0.378900 0.774057 40.407152
0.254946 0.772214 62.207258
0.371985 0.855363 65.800073
0.285564 0.688083 37.914786
0.359266 0.741953 37.585809
0.244028 0.640586 37.153065
0.906030 0.066537 35.692705
0.334771 0.156844 65.723691
0.399183 0.761474 38.854497
0.282183 0.164727 77.863419
0.388217 0.946088 38.313036
0.297365 0.226314 72.546889
0.248242 0.752076 74.596610
0.317265 0.257862 42.172516
0.855370 0.090398 51.286272
0.872510 0.065516 50.664740
0.247443 0.666780 39.086102
0.376899 0.933805 39.271852
0.423749 0.887465 38.195621
0.258433 0.724618 52.143976
0.246292 0.216777 66.323169
0.313454 0.158554 72.830261
0.401471 0.911988 39.752974
0.284926 0.746907 39.712611
0.229147 0.708641 41.589020
0.411065 0.800138 39.727500
0.307736 0.184914 88.614337
0.639960 0.594501 44.612709
0.247129 0.758544 74.292111
0.245415 0.192753 73.686811
0.391191 0.837821 62.208012
0.378184 0.752076 38.892302
0.205743 0.671401 36.970339
0.276347 0.198420 86.336078
0.249943 0.824583 40.166003
0.405171 0.201130 40.344423
0.343132 0.234262 56.225487
0.357948 0.790881 40.390221
0.243791 0.768903 69.378104
0.250482 0.686342 40.489075
0.260906 0.165599 72.399972
0.234819 0.751804 64.730048
0.637005 0.537502 47.633521
0.222282 0.197966 59.218469
0.306103 0.200521 88.211507
0.241028 0.784339 56.252614
0.390907 0.971704 36.492754
0.268741 0.249084 48.151226
0.336536 0.188593 80.283008
0.318080 0.167159 78.488715
0.847761 0.046937 38.911655
0.302534 0.790866 36.679992
0.327511 0.135427 49.223388
0.834988 0.092887 40.029081
0.379505 0.865915 65.222770
0.268950 0.629367 35.732414
0.368201 0.867205 58.715743
0.283741 0.191560 88.754196
0.353426 0.190235 71.451352
0.375422 0.835606 67.811205
0.416991 0.901975 38.582487
0.359577 0.830001 50.750898
0.227699 0.682329 39.563591
0.332711 0.880678 38.007416
0.202213 0.771605 38.819951
0.351196 0.201212 71.556883
0.270259 0.712595 40.807559
0.374783 0.906020 43.111278
0.252973 0.226694 62.590701
0.267685 0.757850 47.810075
0.288371 0.208086 85.160704
0.231874 0.166767 59.121480
0.894317 0.085375 36.742702
0.393449 0.781656 40.549523
0.401517 0.747336 37.820972
0.248877 0.806797 42.244039
0.254600 0.695750 40.983151
0.228050 0.807084 40.665646
0.341262 0.922443 37.594012
0.352946 0.216878 64.115908
0.414881 0.858066 40.043103
0.194171 0.696687 36.716928
0.248704 0.837698 39.217976
0.297860 0.143273 59.819525
0.392666 0.720465 36.485066
0.267271 0.209795 79.260572
0.389302 0.857838 63.278056
0.275295 0.824284 38.677812
0.264146 0.779349 47.027387
0.369121 0.805457 50.509368
0.317098 0.210480 82.024413
0.357302 0.885319 42.791538
0.411926 0.827230 40.365496
0.405975 0.947397 37.315096
0.241676 0.854739 37.944223
0.257727 0.184641 79.423771
0.219326 0.779191 40.989501
0.375677 0.152803 45.522132
0.378868 0.916465 40.547704
0.372665 0.191560 59.634115
0.251154 0.167445 69.375989
0.358281 0.950109 37.491549
0.382669 0.875306 59.956391
0.265339 0.803236 40.806975
0.262329 0.658490 38.081603
0.253304 0.872322 36.615610
0.209260 0.744583 39.964205
0.338463 0.845999 39.273164
0.266773 0.837026 38.570170
0.350096 0.759112 37.953171
0.251008 0.738139 68.399885
0.375677 0.959588 37.475311
0.223106 0.658052 37.661015
0.394800 0.826279 55.274533
