# gen=10 CA size=200
# x0..x(D-1) consensus
0.603684 0.801981 52.465643
0.278301 0.694478 62.742074
0.500215 0.040177 48.518919
0.620589 0.816810 49.953503
0.269391 0.716365 56.874336
0.538872 0.789364 66.751774
0.749713 0.256031 55.429288
0.681700 0.273884 52.897028
0.666310 0.155096 55.205988
0.501454 0.759643 51.712894
0.613286 0.304849 50.529617
0.580304 0.000000 48.518919
0.802358 0.281231 53.407675
0.920484 0.691378 49.547643
0.311589 0.527816 54.979084
0.657161 0.528065 48.518919
0.693388 0.787958 60.607104
0.541658 0.800543 65.953035
0.694993 0.832502 57.744181
0.658339 0.199932 56.606692
0.541336 0.336758 50.529617
0.522313 0.782558 60.587045
1.000000 0.758087 49.547643
0.321390 0.501225 51.471488
0.779159 0.295158 60.333136
0.846460 0.528123 49.671900
0.639286 0.135016 50.529617
0.845818 0.632197 49.547643
0.849880 0.572913 49.547643
0.873376 0.543306 49.547643
0.392389 0.709033 54.363033
0.537372 0.831679 66.051091
0.544856 0.765978 64.834651
0.636403 0.000000 48.518919
0.636221 0.821674 48.345208
0.613123 0.494937 48.518919
0.695577 0.741774 60.561288
0.538347 0.740255 65.610586
0.629042 0.363893 50.529617
0.693793 0.189749 60.301871
0.653331 0.174757 55.358606
0.891019 0.773474 49.547643
0.773731 0.396905 50.529617
0.620059 0.768944 49.944316
0.489415 0.799879 49.965108
0.516924 0.978864 50.438845
0.617974 0.157361 50.810282
0.984142 0.727072 49.547643
0.276950 0.581036 64.418218
0.578790 0.338892 50.529617
0.547982 0.871459 60.839971
0.700984 0.118192 48.518919
0.876925 0.734769 49.547643
0.475022 0.194450 48.518919
0.955770 0.785169 49.547643
0.552469 0.249713 50.529617
0.302271 0.271389 87.959131
0.961216 0.818563 48.393296
0.123705 0.820125 52.824028
0.537534 0.902775 60.441765
0.660660 0.020342 48.518919
0.519840 0.279406 50.529617
0.842410 0.389185 50.529617
0.756054 0.295035 57.108867
0.489367 0.272965 48.518919
0.543740 0.000000 48.518919
0.839587 0.346773 52.657591
0.122581 0.839393 53.262714
0.284587 0.650483 73.074355
0.577935 0.052762 48.518919
0.217804 0.557471 50.956006
0.318444 0.710990 54.552418
0.760329 0.697653 51.977818
0.812938 0.535287 48.581373
0.735904 0.267423 59.818995
0.695747 0.658942 49.547643
0.459830 0.359392 48.854499
0.511309 0.952818 52.046930
0.913262 0.603836 49.547643
0.545937 0.295220 50.529617
0.512751 0.314584 50.529617
0.405259 0.730591 51.104588
0.109383 0.724435 51.975018
0.528484 0.222950 50.529617
1.000000 0.617910 49.547643
0.272539 0.508332 53.852749
0.309752 0.655422 68.278517
0.552228 0.117921 48.518919
0.800204 0.704950 50.421224
0.605761 0.387000 50.529617
0.394539 0.798074 52.795210
0.317896 0.639656 68.637320
0.905982 0.635930 49.547643
0.811262 0.316227 57.487478
0.555420 0.721670 59.783913
0.522027 0.084342 48.518919
0.808307 0.593136 49.547643
0.490982 0.842730 51.696426
0.695827 0.012585 48.518919
0.676190 0.376226 50.529617
0.825717 0.775339 54.364360
0.591409 0.735085 52.657207
0.479643 0.000000 48.518919
0.283600 0.722589 56.070601
0.807315 0.567838 49.547643
0.705219 0.236189 59.973118
0.524960 0.872236 60.541260
0.529030 0.709069 60.310235
0.793636 0.734419 54.683481
0.707259 0.693773 53.381685
0.394342 0.765087 53.570211
0.877258 0.590959 49.547643
0.875192 0.645298 49.547643
0.569008 0.371029 50.529617
0.442669 0.306692 48.518919
0.469568 0.110171 48.518919
1.000000 0.696709 49.547643
0.773433 0.660834 49.547643
0.811440 0.394553 50.529617
0.936530 0.632720 49.547643
0.457913 0.153331 48.518919
0.333017 0.575080 58.225214
0.870797 0.808097 49.547643
0.533463 0.942685 54.066727
0.537606 0.177293 48.518919
0.445332 0.270360 48.518919
0.445196 0.043495 48.518919
0.569341 0.690145 53.237494
0.223751 0.512495 52.313052
1.000000 0.654269 49.547643
0.629451 0.072249 48.518919
0.521256 0.126471 48.518919
0.330986 0.622630 64.383824
0.343582 0.686945 50.588138
0.608977 0.115161 50.162162
0.586255 0.148490 50.529617
0.821877 0.283576 50.356545
0.542227 0.639186 52.120975
0.539561 0.046816 48.518919
0.391291 0.663263 54.051469
0.717561 0.387789 50.529617
0.565843 0.784090 59.864187
0.518534 0.360796 50.529617
0.645199 0.333281 50.529617
0.573937 0.172793 50.529617
0.698411 0.622591 49.547643
0.745968 0.358992 50.529617
0.824670 0.330375 55.038851
0.960656 0.605710 49.547643
0.477090 0.874676 49.165607
0.245095 0.584618 65.592383
0.412533 0.828814 48.636870
0.643138 0.228524 54.592325
0.950838 0.698128 49.547643
0.128107 0.926026 48.833916
0.931612 0.751551 49.547643
0.891147 0.677626 49.547643
0.807395 0.230274 48.031984
0.533329 0.687334 59.354986
0.484068 0.349332 50.520512
0.648560 0.780891 47.866382
0.557480 0.522682 48.518919
0.578236 0.897497 50.822799
0.294241 0.525110 55.637308
0.484715 0.322919 50.529617
0.766967 0.607379 49.547643
0.604765 0.225619 52.304244
0.531298 0.851706 63.338299
0.294956 0.625035 69.453893
0.675092 0.232490 57.093255
0.618826 0.528123 48.518919
0.465619 0.236497 48.518919
0.900105 0.274841 47.824019
0.573180 0.201148 51.099360
0.394417 0.873125 49.528529
0.975600 0.254732 47.824019
0.707751 0.210141 61.801978
0.443203 0.000000 48.518919
0.693750 0.567662 49.547643
0.881046 0.338283 47.824019
0.722178 0.269336 57.836531
0.850586 0.709485 49.547643
0.258121 0.612074 70.276416
0.248319 0.658180 61.274454
0.829361 0.664988 49.547643
0.885258 0.000000 47.824019
0.608211 0.250590 50.875280
0.510134 0.923640 54.016189
0.219580 0.610188 51.424617
0.561617 0.845784 59.272830
0.831656 0.741041 49.547643
0.249568 0.542249 58.904902
0.278908 0.671605 68.414112
0.271764 0.634575 72.884835
0.566536 0.808821 59.571981
0.486388 0.074777 48.518919
0.522590 0.394693 50.529617
0.792063 0.302498 59.552698
0.900748 0.070375 47.824019
0.583154 0.499302 48.518919
