# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.677631 0.898769 0.184406 89.758987 89.721456 89.721456
0.823489 0.688026 0.774652 89.969285 89.970877 89.969285
0.824052 0.686531 0.776100 89.943560 89.962964 89.943560
0.678547 0.895198 0.183436 89.802304 89.935994 89.802304
0.825784 0.692139 0.778042 89.695568 89.719924 89.695568
0.824759 0.687233 0.773681 89.930188 89.955402 89.930188
0.821333 0.688683 0.772817 89.674236 89.652422 89.652422
0.821346 0.688092 0.776374 89.872537 89.864087 89.864087
0.825520 0.688662 0.777036 89.912791 89.962572 89.912791
0.682841 0.895183 0.182177 89.931283 89.846300 89.846300
0.682159 0.893970 0.182414 89.894131 89.857707 89.857707
0.823151 0.688748 0.777024 89.973791 89.964112 89.964112
0.680095 0.896140 0.185518 89.931981 89.955052 89.931981
0.821393 0.691702 0.778554 89.626646 89.565463 89.565463
0.823190 0.688518 0.774430 89.954800 89.930670 89.930670
0.680494 0.897615 0.186376 89.938136 89.922526 89.922526
0.681793 0.894846 0.184986 89.960431 89.976019 89.960431
0.682317 0.897345 0.185340 89.951395 89.951792 89.951395
0.827264 0.686722 0.775559 89.842335 89.781913 89.781913
0.679271 0.895634 0.182571 89.902768 89.858488 89.858488
0.690951 0.891442 0.192433 87.465164 88.249468 87.465164
0.678840 0.895603 0.182826 89.908694 89.882925 89.882925
0.681507 0.896623 0.184565 89.991857 89.990083 89.990083
0.825414 0.686897 0.772256 89.814796 89.838936 89.814796
0.679842 0.896196 0.185595 89.915646 89.944888 89.915646
0.684625 0.895329 0.187797 89.728001 89.706812 89.706812
0.825007 0.687190 0.773885 89.938243 89.954361 89.938243
0.823631 0.689558 0.775430 89.950617 89.956059 89.950617
0.824664 0.684263 0.772589 89.734088 89.762821 89.734088
0.683318 0.896644 0.184115 89.888423 89.958170 89.888423
0.679987 0.896410 0.187200 89.870260 89.833227 89.833227
0.825801 0.685991 0.774474 89.852785 89.835538 89.835538
0.675823 0.897009 0.182821 89.626072 89.672542 89.626072
0.824573 0.685973 0.775794 89.895746 89.922083 89.895746
0.828284 0.686016 0.771610 89.675705 89.503697 89.503697
0.823208 0.689134 0.773258 89.929960 89.779764 89.779764
0.679739 0.896563 0.182952 89.893189 89.910868 89.893189
