# gen=10 OSA snapshot
# x0..xd fitness
0.159618 0.266637 89.999972
0.179894 0.216968 89.129946
0.553199 0.413358 84.999044
0.148286 0.354692 83.542852
0.550898 0.313332 67.322641
0.535116 0.191574 62.868235
0.010445 0.224742 87.567541
0.670400 0.384384 59.700274
0.297789 0.077222 87.374126
0.429687 0.375012 63.061496
0.587337 0.413736 68.762284
0.158476 0.445111 61.629578
0.090701 0.290396 88.012401
0.215002 0.270753 88.452837
0.315327 0.294231 87.463230
0.270551 0.151982 87.751995
0.418643 0.332026 61.321012
0.209366 0.415934 72.928876
0.191975 0.129483 88.019891
0.095671 0.202581 88.090647
0.062557 0.043719 87.486106
0.174523 0.019656 87.653785
0.183524 0.246049 89.509290
0.318920 0.193329 87.552998
0.117367 0.040896 87.697574
0.196762 0.260899 89.133444
0.600922 0.203557 62.834296
0.551404 0.231748 64.139415
0.123854 0.112840 87.910693
0.161565 0.249651 89.913223
0.153592 0.126673 88.066130
0.122022 0.000000 87.488489
0.565439 0.349898 68.485870
0.176484 0.342503 84.907644
0.000000 0.289828 87.442672
0.104738 0.161498 88.039350
0.137038 0.249068 89.573510
0.035530 0.279626 87.803395
0.620655 0.242786 63.524709
0.096865 0.242727 88.229714
0.562834 0.212078 63.398307
0.162472 0.295888 88.121759
0.214388 0.203832 88.172141
0.179011 0.262966 89.707970
0.236817 0.190416 88.022663
0.418388 0.239961 59.951512
0.314082 0.000000 87.137973
0.056318 0.413358 72.558947
0.462337 0.239865 62.333218
0.082158 0.245683 88.075605
0.396874 0.420358 61.021115
0.148628 0.276225 89.813785
0.246121 0.108641 87.756850
0.419128 0.292191 61.438970
0.493568 0.321648 65.631714
0.606187 0.317454 66.028991
0.000000 0.321617 86.626239
0.115206 0.141022 88.004305
0.592367 0.453110 64.776246
0.036509 0.360476 83.464367
0.114261 0.373861 81.774610
0.259215 0.356590 83.575879
0.455638 0.371242 64.657534
0.031305 0.244849 87.783249
0.014941 0.000000 87.177574
0.229065 0.130666 87.901178
0.127195 0.327616 86.438303
0.100732 0.429341 65.858478
0.201351 0.223635 88.629491
0.517464 0.405883 68.559778
0.477892 0.304869 64.801958
0.178342 0.227078 89.377979
0.198171 0.445719 64.588740
0.018757 0.089875 87.478101
0.076332 0.148132 87.878847
0.293429 0.258037 87.676439
0.151258 0.007800 87.611588
0.000000 0.266637 87.490727
0.493038 0.155516 60.894287
0.077007 0.000000 87.396883
0.175058 0.093026 87.904897
0.444367 0.313573 62.880586
0.604460 0.353845 66.964401
0.553199 0.266637 65.217316
0.009987 0.302864 87.434790
0.245733 0.060524 87.623556
0.294195 0.384856 79.723984
0.129892 0.388663 79.455653
0.238327 0.286378 88.008939
0.034576 0.208884 87.750034
0.446026 0.456339 61.238615
0.316691 0.145248 87.414414
0.164601 0.158268 88.224614
0.588101 0.158849 61.633904
0.230998 0.026139 87.561558
0.049500 0.118564 87.662621
0.137389 0.225687 89.264071
0.000000 0.446118 60.984067
0.142977 0.090605 87.889275
0.549497 0.371360 73.125646
0.493938 0.378636 66.661630
0.520290 0.300134 65.982403
0.198469 0.083593 87.853490
0.512528 0.247914 64.055919
0.193547 0.167858 88.147270
0.131576 0.154177 88.131780
0.092360 0.335511 85.952379
0.290442 0.226789 87.689770
0.538056 0.334035 67.800150
0.260919 0.034820 87.496430
0.486853 0.413066 66.489685
0.156265 0.204190 89.033055
0.534619 0.118198 60.528180
0.032019 0.181231 87.699816
0.199827 0.322994 86.851228
0.443657 0.415907 64.018409
0.117417 0.258342 89.005966
0.267127 0.279539 87.885520
0.035229 0.042241 87.387097
0.000000 0.180063 87.432517
