# gen=100 OSA snapshot
# x0..xd fitness
0.159738 0.266771 90.000000
0.167263 0.239125 89.744884
0.092403 0.212588 88.077124
0.155281 0.276336 89.884563
0.204904 0.143946 88.033760
0.137920 0.105022 87.960704
0.144888 0.216061 89.254249
0.098631 0.236435 88.305796
0.159819 0.193335 88.929398
0.190738 0.214051 88.869944
0.076955 0.214456 88.040109
0.255709 0.253585 87.977331
0.139282 0.259716 89.708618
0.174388 0.258957 89.829599
0.228801 0.247229 88.161934
0.199509 0.228247 88.866387
0.106245 0.216901 88.350136
0.179416 0.262170 89.733841
0.183774 0.190743 88.654203
0.152963 0.224465 89.523945
0.136364 0.166126 88.278749
0.147636 0.136429 88.083345
0.168125 0.256058 89.905125
0.219710 0.266779 88.398355
0.117228 0.108788 87.937170
0.186631 0.248220 89.445562
0.125059 0.270752 89.173165
0.130730 0.242073 89.272147
0.135217 0.136092 88.073518
0.159566 0.264859 89.997578
0.163199 0.163397 88.335564
0.181558 0.120633 88.023182
0.202658 0.183954 88.204899
0.181456 0.275647 89.587496
0.124010 0.183983 88.266726
0.158660 0.233375 89.707950
0.148313 0.257436 89.885941
0.101261 0.256358 88.431017
0.211249 0.237943 88.433088
0.140963 0.237936 89.544500
0.194306 0.154251 88.097409
0.159618 0.269693 89.995451
0.188156 0.206864 88.806938
0.161325 0.266661 89.998288
0.172380 0.243786 89.741639
0.094142 0.164497 88.001561
0.196759 0.201809 88.483750
0.209684 0.221491 88.483620
0.233713 0.260426 88.126100
0.143034 0.245899 89.702319
0.208618 0.280506 88.583498
0.156550 0.265261 89.990136
0.148760 0.158009 88.245248
0.214230 0.206398 88.192705
0.110582 0.276471 88.681410
0.176766 0.152078 88.150496
0.115718 0.257027 88.879798
0.165350 0.202714 89.119595
0.113979 0.287935 88.386670
0.213756 0.114957 87.928396
0.123085 0.282371 88.822743
0.187776 0.252403 89.417673
0.228742 0.187602 88.062185
0.090058 0.222756 88.114767
0.238222 0.274698 88.072508
0.176033 0.196730 88.877821
0.136321 0.280042 89.393268
0.225717 0.172142 88.046810
0.159817 0.239682 89.809742
0.176767 0.237268 89.562104
0.228779 0.207560 88.078279
0.159618 0.250275 89.913704
0.170092 0.123887 88.052033
0.119507 0.192475 88.352714
0.126190 0.218560 88.872055
0.209409 0.256730 88.697978
0.145907 0.117300 88.022758
0.073593 0.271136 88.047631
0.123844 0.142052 88.060917
0.153530 0.101834 87.961803
0.159618 0.172939 88.514460
0.118791 0.116477 87.947133
0.076530 0.235369 88.044297
0.189487 0.096967 87.910855
0.120688 0.239223 88.950032
0.157715 0.150145 88.144651
0.207704 0.248072 88.743666
0.163685 0.284759 89.389030
0.166675 0.266767 89.965369
0.117726 0.225895 88.686886
0.132267 0.199789 88.747001
0.195143 0.222213 88.824793
0.147642 0.187581 88.738683
0.094078 0.207468 88.101479
0.167789 0.132528 88.076470
0.142025 0.199104 88.855625
0.150351 0.250365 89.852977
0.089462 0.290019 88.036015
0.180782 0.165531 88.282496
0.091372 0.239334 88.120565
0.190133 0.162985 88.132574
0.238919 0.239365 88.060871
0.186437 0.171584 88.300839
0.135409 0.220238 89.164725
0.163336 0.216223 89.360995
0.156738 0.217795 89.403203
0.142717 0.270619 89.782649
0.193635 0.241023 89.160062
0.216882 0.211459 88.219681
0.112640 0.148238 88.040984
0.132425 0.185393 88.494128
0.157585 0.257718 89.970030
0.209616 0.187461 88.200618
0.141180 0.179126 88.527545
0.170412 0.277853 89.755742
0.104635 0.172839 88.086348
0.148859 0.266732 89.917108
0.190581 0.265834 89.407070
0.085634 0.194268 88.034704
0.133919 0.151537 88.130393
