# gen=0 CA size=32
# x0..x(D-1) consensus
0.712077 0.202166 87.988249
0.212475 0.737770 89.627376
0.690585 0.213588 76.118364
0.741766 0.228242 56.036188
0.205860 0.769895 67.862086
0.238050 0.739814 78.003911
0.224819 0.804064 21.810592
0.205702 0.231751 48.880106
0.761617 0.654091 23.695518
0.784530 0.698355 39.667360
0.232672 0.227434 37.574609
0.831051 0.706821 26.477168
0.744264 0.174599 70.632867
0.650720 0.260629 38.798308
0.270286 0.726305 55.044990
0.807978 0.840117 27.390971
0.207212 0.323279 25.312453
0.174924 0.732825 74.569143
0.816130 0.193680 28.202088
0.788338 0.615787 25.408250
0.817780 0.161894 28.989287
0.148910 0.709483 34.377193
0.101367 0.761399 24.366973
0.722435 0.145916 23.983927
0.168162 0.805871 30.468690
0.673217 0.185512 50.450258
0.149758 0.754598 61.579093
0.225606 0.168361 42.282271
0.755460 0.778969 26.466396
0.198416 0.679360 29.478609
0.206699 0.265093 43.671309
0.799873 0.670470 34.111298
