# gen=0 CA size=198
# x0..x(D-1) consensus
0.870434 0.188417 47.824019
0.264486 0.729223 53.100876
0.903492 0.647205 49.547643
0.997325 0.214066 47.824019
0.582560 0.838847 55.032154
0.836710 0.207016 47.824019
0.273463 0.685808 64.893693
0.772222 0.402791 43.991013
0.635789 0.280382 50.529617
0.737037 0.419023 43.991013
0.027180 0.912102 42.220579
0.691350 0.303029 50.529617
0.300988 0.265993 86.519037
0.296258 0.532972 56.549415
0.804466 0.304904 57.162601
0.777120 0.282492 58.025465
0.448807 0.550259 46.403074
0.610731 0.225559 52.618653
0.583346 0.360694 50.529617
0.516354 0.567038 46.403074
0.448137 0.505833 46.403074
0.140304 0.807828 47.849481
0.278372 0.632128 72.013741
0.479523 0.531017 46.403074
0.820264 0.533114 49.033739
0.769640 0.463794 43.991013
0.465336 0.779654 46.403074
0.588628 0.471561 47.992449
0.599875 0.590089 47.500830
0.801026 0.488977 43.991013
0.884774 0.308429 47.824019
0.816557 0.247224 48.308389
0.650954 0.248346 53.677259
0.646791 0.373519 50.529617
0.847942 0.272408 47.824019
0.697695 0.632304 49.547643
0.609174 0.559614 47.500830
0.304870 0.875474 38.477689
0.439409 0.685909 46.403074
0.640560 0.584798 47.500830
0.736250 0.243699 53.351083
0.300406 0.494689 51.771350
0.490653 0.500540 46.403074
0.670706 0.411275 46.403074
0.782329 0.058501 47.824019
0.012519 0.379078 42.220579
0.657467 0.043755 48.518919
0.256643 0.409920 42.220579
0.748197 0.224007 48.273355
0.014579 0.882376 42.220579
0.086747 0.607987 44.983923
0.289244 0.934928 38.477689
0.281520 0.595359 66.291171
0.576564 0.880880 53.022905
0.339333 0.959770 38.477689
0.087611 0.802373 46.339327
0.987651 0.259634 47.824019
0.702215 0.854952 52.634171
0.524220 0.390538 50.529617
0.518940 0.119556 48.518919
0.617191 0.804768 50.581870
0.838576 0.743357 49.547643
0.378928 0.443046 38.586186
0.700221 0.343371 50.529617
0.501305 0.752472 51.195033
0.706320 0.660300 49.547643
0.835653 0.635492 49.547643
0.714929 0.999696 43.991013
0.597320 0.057282 48.518919
0.346637 0.877950 38.477689
0.477070 0.432065 46.403074
0.343378 0.515975 50.918586
0.529665 0.717834 61.161291
0.104572 0.375285 42.220579
0.252084 0.897595 38.477689
0.960489 0.388605 47.824019
0.930599 0.762428 49.547643
0.699988 0.573011 49.547643
0.990109 0.431017 43.991013
0.911029 0.410794 43.991013
0.181322 0.715334 42.858816
0.581612 0.518706 48.518919
0.673013 0.097150 48.518919
0.395138 0.922221 46.087905
0.106407 0.451657 42.220579
0.675838 0.895651 47.500830
0.107582 0.985290 42.220579
0.886576 0.079059 47.824019
0.746461 0.855434 43.991013
0.386351 0.681497 38.477689
0.792300 0.623198 49.547643
0.898882 0.265188 47.824019
0.657628 0.335503 50.529617
0.389396 0.497109 40.553751
0.497050 0.886506 52.894879
0.229360 0.823005 38.477689
0.650690 0.003532 48.518919
0.074251 0.556317 42.220579
0.701057 0.040451 48.518919
0.861346 0.925204 43.991013
0.575353 0.189319 50.745414
0.167468 0.600569 42.858816
0.847054 0.667785 49.547643
0.640964 0.761430 47.770053
0.903272 0.361066 47.824019
0.533371 0.236876 50.529617
0.011498 0.678767 42.220579
0.701332 0.266539 55.955245
0.617522 0.166713 51.668017
0.007609 0.743209 42.220579
0.956022 0.352578 47.824019
0.818302 0.677524 49.547643
0.460382 0.344289 48.881073
0.327857 0.288914 45.342649
0.746024 0.968125 43.991013
0.229031 0.475303 46.894161
0.887575 0.808733 49.547643
0.646331 0.968428 47.500830
0.241616 0.946826 38.477689
0.158407 0.427296 42.220579
0.253688 0.507281 53.393647
0.879990 0.510038 45.228472
0.467687 0.985694 46.403074
0.123448 0.941299 47.627750
0.865215 0.475432 43.991013
0.452264 0.170391 48.518919
0.949662 0.179993 47.824019
0.811319 0.983347 43.991013
0.927043 0.436196 43.991013
0.923510 0.917700 43.991013
0.013650 0.987886 42.220579
0.934626 0.486586 43.991013
0.374147 0.595579 43.926742
0.349790 0.768893 38.477689
0.951073 0.993174 43.991013
0.740886 0.724964 46.813746
0.491818 0.462421 46.403074
0.196023 0.557507 42.858816
0.795917 0.144309 47.824019
0.791574 0.719275 52.767824
0.837138 0.600417 49.547643
0.511836 0.856661 57.197333
0.657131 0.928754 47.500830
0.694638 0.790423 60.012520
0.583441 0.299602 50.529617
0.593415 0.669159 47.500830
0.272272 0.374256 42.220579
0.612544 0.256713 50.529617
0.832160 0.712310 49.547643
0.447875 0.606869 46.403074
0.980660 0.565933 43.991013
0.104326 0.482745 42.220579
0.774784 0.785349 43.991013
0.101577 0.907216 44.827284
0.446332 0.451882 46.403074
0.178306 0.982054 42.858816
0.043582 0.858162 42.220579
0.890069 0.227740 47.824019
0.129401 0.765774 49.675991
0.999062 0.767258 48.955556
0.152262 0.639662 42.858816
0.863640 0.156765 47.824019
0.623478 0.454974 46.403074
0.865353 0.856216 43.991013
0.342054 0.908913 38.477689
0.208031 0.674862 43.371857
0.406947 0.527994 42.220579
0.184029 0.946200 42.858816
0.573220 0.624103 47.500830
0.578534 0.100117 48.518919
0.981844 0.896780 43.991013
0.619514 0.391995 50.529617
0.050473 0.752511 42.220579
0.649788 0.853159 47.500830
0.049235 0.719443 42.220579
0.866140 0.588019 49.547643
0.041371 0.403237 42.220579
0.466729 0.841736 46.553593
0.593744 0.964135 47.500830
0.813768 0.892023 43.991013
0.533624 0.358102 50.529617
0.966228 0.090986 47.824019
0.703673 0.498618 46.403074
0.374039 0.564323 45.039119
0.988416 0.163439 47.824019
0.420617 0.852895 46.798457
0.224395 0.376438 38.477689
0.501523 0.637020 46.403074
0.489293 0.096636 48.518919
0.230333 0.577353 57.553371
0.749153 0.542803 43.991013
0.640750 0.554018 47.500830
0.321332 0.576374 59.880400
0.549940 0.512485 46.956949
0.746961 0.693273 49.492714
0.484004 0.678897 46.403074
0.376228 0.817740 38.477689
0.664138 0.219328 56.789359
