# gen=200 mediating population
# x0..xd fitness
0.061927 0.480708 83.688010
0.965756 0.275582 77.577316
0.304310 0.275582 81.964348
0.423051 0.577156 17.748813
0.452818 0.265086 31.298818
0.091570 0.751936 53.186294
0.214707 0.561978 34.693153
0.718907 0.143131 44.436613
0.731720 0.468574 87.353170
0.965756 0.657208 55.967843
0.862962 0.406949 38.219687
0.095734 0.439208 73.945230
0.976945 0.462743 51.550483
0.312064 0.877830 63.254170
0.845248 0.151288 32.776209
0.493299 0.584609 6.272690
0.040139 0.468574 89.997273
0.456668 0.628659 16.980968
0.542833 0.674935 27.588644
0.710341 0.026832 28.993876
0.355100 0.790259 49.984991
0.040212 0.579043 69.497563
0.545673 0.785836 23.520208
0.596760 0.254394 40.229901
0.744151 0.497043 83.292697
0.401989 0.279027 48.652871
0.881868 0.257227 49.001635
0.911876 0.863120 34.804721
0.187484 0.335276 44.980797
0.201845 0.148184 27.232302
0.292201 0.742897 48.314424
0.924999 0.868096 35.813269
0.040139 0.618697 74.780487
0.858691 0.340264 40.144492
0.388096 0.766983 41.589439
0.040033 0.468574 89.968627
0.459707 0.467813 21.569387
0.731720 0.468574 87.353170
0.040139 0.468574 89.997273
0.881484 0.692020 39.089817
0.772845 0.373707 10.232528
0.646681 0.780325 42.489955
0.320846 0.000000 40.039043
0.028676 0.329000 70.772635
0.623163 0.937048 22.364417
0.282947 0.441889 55.897207
0.304310 0.865419 63.678671
0.040139 0.468574 89.997273
0.970045 0.662031 56.470483
0.350753 0.024061 40.867969
0.391575 0.207121 50.465974
0.536704 0.253279 25.767913
0.290698 0.405150 61.929856
0.231439 0.682064 30.769862
0.710693 0.775028 50.611243
0.734549 0.952892 27.451617
0.731702 0.468625 87.360131
0.841151 0.982955 12.583924
0.291139 0.074774 51.376671
0.839839 0.119984 29.178210
0.304310 0.275582 81.964348
1.000000 0.257146 65.753615
0.054009 0.665904 67.794494
0.536541 0.248390 25.425777
0.057285 0.044652 32.225300
0.038233 0.345946 73.335065
0.873188 0.389323 42.493212
0.593655 0.057357 20.833436
0.141175 0.701220 49.480193
0.713359 0.978957 23.616426
0.930608 0.060881 44.832178
0.690308 0.041688 30.064875
0.198767 0.128389 25.939110
0.123031 0.521757 65.714331
0.040139 0.468574 89.997273
0.923321 0.407980 54.552635
0.161664 0.665786 46.773974
0.039702 0.521122 82.864532
0.852459 0.883038 23.257480
0.040033 0.468574 89.968627
0.741232 0.443915 83.255435
0.304310 0.468574 52.899428
0.966666 0.913215 32.533313
0.304310 0.618697 32.520695
0.292903 0.331654 72.713292
0.040033 0.618697 74.756412
0.310168 0.097759 55.092696
0.313439 0.849901 62.753414
0.406505 0.980322 36.564724
0.977695 0.652516 54.663641
0.275896 0.747067 47.320412
0.864907 0.988205 15.614416
0.406746 0.376895 43.844745
0.965756 0.275582 77.577316
0.930546 0.156316 56.864129
0.844408 0.275617 36.250131
0.082432 0.819272 45.551815
0.304506 0.100649 55.605240
0.680622 0.176347 46.375336
0.582547 0.067942 20.059676
0.037835 0.870823 39.920492
0.762273 0.263011 59.012501
0.899569 0.920122 27.241826
0.266175 0.823456 16.365605
0.415410 0.647659 26.117478
0.731522 0.468631 87.361020
0.943431 0.429843 55.200428
0.942444 0.840883 40.501071
0.951456 0.061841 46.851436
0.362578 0.395545 55.106598
0.040139 0.500000 85.734147
0.333130 0.067383 49.076084
0.962386 0.600512 48.949423
0.993055 0.091426 49.796267
0.732498 0.965475 25.740449
0.491410 0.510233 9.013113
0.304301 0.275607 81.968092
0.963100 0.858206 39.281371
0.922726 0.149031 54.420607
0.802768 0.260680 21.847079
0.962033 0.949358 28.066780
0.764671 0.322664 66.085377
0.981454 0.545548 39.692004
0.040139 0.468574 89.997273
0.600606 0.038891 19.931645
0.721285 0.544421 78.232365
0.000000 0.559868 62.580121
0.568425 0.880077 20.461523
0.536067 0.436189 32.509160
0.696344 0.527712 75.747388
0.183284 0.194781 35.353251
0.331336 0.545655 40.235679
0.220790 0.493427 39.352056
0.020841 0.349148 72.903194
0.533295 0.072844 11.092879
0.000000 0.824918 44.823216
0.189013 0.784373 34.186970
0.460692 0.991803 23.930308
0.511566 0.862772 11.694025
0.763020 0.540902 75.456377
0.683417 0.928404 28.984532
0.018314 0.463587 83.855014
0.040139 0.618697 74.780487
0.759625 0.282882 61.728144
0.742971 0.337076 69.787098
0.040139 0.468574 89.997273
0.723327 0.112134 40.453493
0.525122 0.977034 4.364951
0.731702 0.468625 87.360131
0.060447 0.938047 30.363277
0.731720 0.618697 70.452157
0.311760 0.034798 45.581936
0.997436 0.236533 65.505108
0.782874 0.922934 6.557783
0.347648 0.839451 54.951550
0.276143 0.294222 72.027368
0.916460 0.941916 26.641926
0.040139 0.500000 85.734147
0.122906 0.045843 28.093977
0.734664 0.667928 65.945201
0.127740 0.077606 31.518565
0.670150 0.776469 46.303399
0.958907 0.672707 57.147172
0.110875 0.043910 29.024229
0.961274 0.142078 58.569761
0.304310 0.500000 48.159340
0.496773 0.531082 5.866084
0.328635 0.247617 72.659409
0.965756 0.275582 77.577316
0.205990 0.725592 34.613812
0.515240 0.712345 20.513026
0.000000 0.489096 78.429316
0.327132 0.214709 69.934754
0.538128 0.561843 26.312434
0.304310 0.865419 63.678671
0.972779 0.707277 57.395569
0.575751 0.118901 23.871442
0.731720 0.468574 87.353170
0.468993 0.142593 22.332175
0.797577 0.934055 8.775912
0.000000 0.474216 78.743514
0.618804 0.246354 44.322306
0.666408 0.734634 49.985567
0.040139 0.468574 89.997273
0.236013 0.304320 30.838300
0.338282 0.251911 69.842241
0.812249 0.129073 21.068492
0.544557 0.780604 23.611186
0.304310 0.275582 81.964348
0.380272 0.054389 39.733506
0.020069 0.532006 79.718075
0.044715 0.262679 62.005874
0.720354 0.557907 62.287828
0.296820 0.438054 57.373608
0.731720 0.473373 87.964223
0.247237 0.135888 16.528979
0.040104 0.468631 89.987194
0.182012 0.190903 35.251970
0.979455 0.264896 72.838596
0.072238 0.595957 67.243051
0.706873 0.164041 46.736122
0.970252 0.706187 57.817935
0.571100 0.915423 17.545991
0.280904 0.372505 65.368138
0.040139 0.500000 85.734147
0.323101 0.003143 40.396566
0.909238 0.310723 58.059379
0.325642 0.318694 72.223030
0.849000 0.504948 26.551850
0.667827 0.634474 56.162887
0.040139 0.468574 89.997273
0.681830 0.842114 39.856663
0.304310 0.275582 81.964348
0.052205 0.760133 55.157452
0.774499 0.546832 1.935497
0.965756 0.275582 77.577316
0.664027 0.875191 34.123170
0.641550 0.841534 35.406878
0.030814 0.490434 86.048433
0.831932 0.922866 16.244720
0.135247 0.967376 21.976476
0.777945 0.823211 10.868431
0.150156 0.752993 43.921263
0.842158 0.126967 30.341781
0.019352 0.536277 79.121543
0.319668 0.157448 63.409539
0.400612 0.058897 35.637811
1.000000 0.427895 53.697809
0.731720 0.500000 84.515883
0.590048 0.191023 33.418055
0.965756 0.657208 55.967843
1.000000 0.098507 49.820146
0.362614 0.812617 50.110956
0.315127 0.153953 63.271725
0.036178 0.597139 71.813712
0.173256 0.267930 43.855423
0.129805 0.902759 30.624586
0.932720 0.969060 24.666140
0.066854 0.735916 57.664442
0.197020 0.478615 46.093006
0.138680 0.308233 54.869741
0.040139 0.468574 89.997273
0.902944 0.004142 33.463957
0.736486 0.500838 84.150140
0.463965 0.870781 26.627864
0.040139 0.468574 89.997273
0.042780 0.737439 58.470210
0.738807 0.743289 55.799697
0.000000 0.249477 58.193376
0.742950 0.432121 81.687999
0.960647 0.296330 74.955825
0.045871 0.004483 26.948920
0.174532 0.662057 44.021995
0.119660 0.908456 30.904393
0.005322 0.067809 34.704657
0.304310 0.865419 63.678671
0.614655 0.176918 36.892782
0.302383 0.339864 72.293039
0.027099 0.131706 44.102211
0.960834 0.440657 54.920855
0.355402 0.487600 45.573963
1.000000 0.708706 51.506626
0.136782 0.491612 62.785633
0.003218 0.057004 33.155666
0.735699 0.007226 26.713328
0.040139 0.468574 89.997273
0.639144 0.192932 42.805400
0.734624 0.906283 33.753237
0.447943 0.855544 30.592969
0.472364 0.865200 24.546605
0.956250 0.002346 38.654325
0.607912 0.325191 47.970292
0.965703 0.275582 77.579732
0.040139 0.468574 89.997273
0.731522 0.473454 87.976136
0.497120 0.543103 4.831766
0.096072 0.553691 59.569295
0.759665 0.642187 66.507631
0.498905 0.067118 8.534750
0.928869 0.044639 42.464602
0.406605 0.481177 35.306042
0.054276 0.630649 71.563159
0.997962 0.711145 51.895040
0.040033 0.865419 40.678947
0.304310 0.275582 81.964348
0.523430 0.319855 25.786519
0.737086 0.458061 85.448251
0.822913 0.772747 23.277640
0.000000 0.397339 75.175601
0.722127 0.466777 85.179219
0.757162 0.332965 68.169687
0.290723 0.996044 47.180840
0.040033 0.468574 89.968627
0.039292 0.327208 70.797357
0.023383 0.654383 68.593312
0.063321 0.929769 31.437391
0.326141 0.162242 63.332087
0.184360 0.922437 21.623770
0.019865 0.450067 83.793854
0.000000 0.724727 57.524838
