# gen=300 mediating population
# x0..xd fitness
0.902491 0.278688 35.976616
0.156762 0.278688 89.675748
0.156762 0.465476 0.000000
0.034793 0.014334 0.000000
0.535203 0.278688 0.000000
0.399431 0.301774 0.000000
0.306792 0.144443 0.000000
0.499509 0.080837 0.000000
0.535203 0.465476 0.067030
0.666714 0.067814 0.000000
0.902491 0.465476 55.000000
0.075332 0.127377 0.000000
0.535203 0.645902 65.000000
0.156762 0.465476 0.000000
0.156762 0.911631 0.000000
0.969637 0.437553 35.587866
0.321841 0.834416 0.000000
0.535203 0.911631 0.000000
0.641702 0.088653 0.002669
0.327141 0.279789 0.000000
0.705563 0.474794 0.000000
0.902491 0.278688 35.976616
0.653986 0.937970 0.000000
0.262790 0.873849 0.000000
0.219298 0.935134 0.000000
0.535203 0.278688 0.000000
0.198500 0.391254 0.000000
0.156762 0.645902 0.000000
0.225178 0.088913 0.000000
0.795463 0.283035 0.000000
0.156762 0.465476 0.000000
0.709478 0.289858 0.000000
0.374925 0.445885 0.000000
0.902491 0.465476 55.000000
0.977797 0.165363 17.609662
0.801293 0.653650 0.000000
0.902491 0.278688 35.976616
0.892299 0.724358 0.000000
0.078393 0.998350 0.000000
0.419521 0.678356 0.000000
0.705967 0.513392 0.000000
0.535203 0.278688 0.000000
0.852217 0.458156 40.603166
0.669694 0.207560 0.000000
0.548730 0.477674 0.000045
0.201020 0.777728 0.000000
0.812946 0.112189 10.836855
0.140801 0.360253 0.000000
0.693227 0.144650 0.000000
0.493368 0.833503 0.000000
0.902491 0.465476 55.000000
0.193221 0.444565 0.000000
0.535203 0.462295 0.207469
0.935071 0.148643 21.413774
0.000875 0.220249 0.000000
0.024227 0.621718 0.000000
0.705069 0.879055 0.000000
0.535203 0.645902 65.000000
0.572006 0.818061 0.000000
0.902491 0.912042 0.000000
0.097836 0.036743 0.000000
0.584656 0.794763 0.000000
0.907798 0.766650 0.000000
0.146289 0.480191 0.000000
0.905500 0.465476 54.139427
0.869116 0.235364 29.695096
0.946634 0.391046 40.274729
0.610504 0.637732 0.000000
0.444405 0.778059 0.000000
0.902491 0.278688 35.976616
0.010121 0.341736 0.000000
0.630036 0.072634 0.000041
0.488948 0.261088 0.000000
0.281870 0.657945 0.000000
0.253277 0.452638 0.000000
0.156762 0.278688 89.675748
0.565666 0.878336 0.000000
0.535203 0.278688 0.000000
0.731198 0.840710 0.000000
0.365271 0.814471 0.000000
0.702705 0.758995 0.000000
0.713885 0.527575 0.000000
0.112503 0.091390 0.000000
0.033256 0.176635 0.000000
0.156762 0.911631 0.000000
0.621049 0.389192 0.000000
0.669257 0.724411 0.000000
0.535203 0.645902 65.000000
0.163580 0.967096 0.000000
0.117174 0.964842 0.000000
0.902491 0.278688 35.976616
0.742492 0.420869 0.000000
0.658823 0.780257 0.000000
0.592682 0.221096 0.000000
0.156762 0.645902 0.000000
0.638485 0.421642 0.000000
0.724728 0.348630 0.000000
0.125013 0.390389 0.000000
0.517177 0.681044 0.000000
0.726074 0.752588 0.000000
0.364894 0.426233 0.000000
0.146809 0.694221 0.000000
0.156762 0.278688 89.675748
0.546587 0.044701 0.000000
0.535203 0.911631 0.000000
0.535203 0.465476 0.067030
0.118751 0.038060 0.000000
0.905903 0.312402 39.379671
0.296457 0.181346 0.000000
0.144268 0.000478 0.000000
0.263318 0.497953 0.000000
0.121029 0.333379 0.000000
0.135967 0.166829 0.000000
0.156762 0.465476 0.000000
0.564492 0.652408 0.000000
0.946798 0.798163 0.000000
0.215488 0.944846 0.000000
0.902491 0.465476 55.000000
0.728210 0.445036 0.000000
0.902491 0.278688 35.976616
0.277158 0.465669 0.000000
0.955211 0.085160 13.435788
0.513425 0.020954 0.000000
0.284821 0.081701 0.000000
0.893112 0.814785 0.000000
0.839301 0.902335 0.000000
0.662714 0.707317 0.000000
0.861728 0.197053 25.280709
0.663722 0.069521 0.000000
0.434905 0.350198 0.000000
0.757965 0.499197 0.000000
0.535203 0.465476 0.067030
0.514147 0.646296 0.000025
0.583249 0.606979 0.000000
0.156762 0.278688 89.675748
0.535203 0.911631 0.000000
0.135687 0.466175 0.000000
0.906954 0.924777 0.000000
0.881489 0.162486 23.562881
0.735289 0.532362 0.000000
0.938535 0.934016 0.000000
0.765780 0.399528 0.000000
0.345828 0.911631 0.000000
0.733008 0.757926 0.000000
0.359513 0.306392 0.000000
0.156762 0.911631 0.000000
0.911573 0.487459 51.570936
0.489201 0.243829 0.000000
0.605031 0.519452 0.000000
0.759770 0.011236 0.000000
0.902491 0.278688 35.976616
0.631594 0.341818 0.000000
0.902491 0.465476 55.000000
0.752140 0.899431 0.000000
0.924268 0.009584 8.153806
0.403878 0.174614 0.000000
0.428755 0.734152 0.000000
0.538142 0.668233 0.002188
0.217534 0.729201 0.000000
0.535203 0.278688 0.000000
0.211839 0.894573 0.000000
0.679167 0.120662 0.000000
0.237875 0.002536 0.000000
0.537690 0.268701 0.000000
0.210679 0.797693 0.000000
0.347970 0.432644 0.000000
0.777130 0.680120 0.000000
0.526639 0.981192 0.000000
0.417595 0.031821 0.000000
0.626848 0.558826 0.000000
0.902491 0.278688 35.976616
0.902491 0.462295 54.676006
0.938260 0.181543 24.326842
0.061417 0.278688 0.000000
0.535203 0.465476 0.067030
0.779354 0.791649 0.000000
0.535203 0.645902 65.000000
0.582874 0.469674 0.000000
0.647349 0.521610 0.000000
0.156762 0.278688 89.675748
0.383808 0.384814 0.000000
0.032464 0.399612 0.000000
0.427693 0.198921 0.000000
0.923428 0.518089 46.964681
1.000000 0.491853 26.984803
0.346995 0.677244 0.000000
0.160158 0.169501 0.000000
0.156762 0.411553 0.000000
0.354424 0.901728 0.000000
0.476371 0.184176 0.000000
0.535203 0.278688 0.000000
0.273753 0.311135 0.000000
0.826806 0.261603 25.006535
0.058800 0.607909 0.000000
0.788042 0.904316 0.000000
0.902491 0.278688 35.976616
0.156762 0.278688 89.675748
0.522276 0.943295 0.000000
0.156762 0.465476 0.000000
0.721323 0.126097 0.000000
0.888413 0.568886 0.000000
0.535049 0.465476 0.066010
0.320929 0.641091 0.000000
0.142313 0.125101 0.000000
0.124852 0.197908 0.000000
0.535203 0.645902 65.000000
0.204916 0.656888 0.000000
0.140972 0.617909 0.000000
0.947526 0.040863 9.878183
0.287242 0.104132 0.000000
0.887786 0.451126 50.547950
0.396735 0.239422 0.000000
0.412560 0.992320 0.000000
0.535203 0.465476 0.067030
0.156762 0.645902 0.000000
0.905500 0.278688 35.957161
0.557819 0.132127 0.000000
0.695463 0.827711 0.000000
0.535203 0.645902 65.000000
0.902491 0.465476 55.000000
0.685682 0.400507 0.000000
0.901017 0.643236 0.000000
0.893034 0.300382 37.969899
0.836451 0.016529 5.529998
0.923279 0.403930 46.360808
0.061417 0.465476 0.000000
0.176589 0.809329 0.000000
0.962773 0.027041 7.135130
0.535203 0.911631 0.000000
0.152067 0.677739 0.000000
0.535203 0.278688 0.000000
0.668760 0.477200 0.000000
0.235495 0.136731 0.000000
0.964460 0.716582 0.000000
0.757736 0.278802 0.000000
0.649622 0.830523 0.000000
0.949867 0.884968 0.000000
0.535203 0.465476 0.067030
0.902491 0.278688 35.976616
0.884131 0.157406 23.188328
0.604221 0.327983 0.000000
0.270038 0.552268 0.000000
0.965404 0.925902 0.000000
0.969889 0.236393 24.736920
0.061417 0.465476 0.000000
0.156762 0.278688 89.675748
0.390016 0.160489 0.000000
0.061417 0.911631 65.233662
0.789183 0.897448 0.000000
0.727358 0.114279 0.000000
0.662866 0.926417 0.000000
0.768418 0.008669 0.000000
0.762449 0.447949 0.000000
0.377547 0.524589 0.000000
0.907049 0.265295 34.570926
0.175693 0.092226 0.000000
0.286740 0.280513 0.000000
0.536318 0.404119 0.000025
0.902491 0.278688 35.976616
0.786069 0.074657 0.000000
0.283447 0.887072 0.000000
0.912149 0.968077 0.000000
0.902973 0.118606 19.672757
0.118591 0.298353 0.000000
0.953088 0.288446 31.881744
0.535203 0.645902 65.000000
0.535203 0.278688 0.000000
0.064748 0.665345 0.000000
0.917449 0.579577 0.000000
0.384943 0.761167 0.000000
0.902491 0.465476 55.000000
0.827818 0.544557 32.176517
0.546492 0.598882 0.000000
0.519155 0.160745 0.000000
0.535203 0.465476 0.067030
0.902491 0.278688 35.976616
0.269524 0.682495 0.000000
0.156762 0.911631 0.000000
0.863852 0.456930 43.915704
0.156762 0.465476 0.000000
0.156762 0.278688 89.675748
0.650440 0.248918 0.000000
0.927411 0.811165 0.000000
0.959378 0.019191 6.724173
0.156762 0.278688 89.675748
0.258161 0.712352 0.000000
0.255594 0.950158 0.000000
0.882137 0.646152 0.000000
0.741600 0.871741 0.000000
0.114069 0.955463 0.000000
0.416402 0.089110 0.000000
0.902491 0.465476 55.000000
0.710980 0.488985 0.000000
0.355851 0.775453 0.000000
0.535203 0.911631 0.000000
0.535203 0.465476 0.067030
0.156762 0.465476 0.000000
0.502112 0.822753 0.000000
0.219160 0.411553 0.000000
0.902109 0.103803 18.165239
