# gen=50 mediating population
# x0..xd fitness
0.156599 0.278732 80.741682
0.535049 0.645792 57.706103
0.156599 0.645792 0.000000
0.902502 0.465233 54.974996
0.535049 0.278732 0.000000
0.902502 0.278732 35.981023
0.850787 0.465028 40.213631
0.310794 0.108913 0.000000
0.535049 0.465233 0.071967
0.430325 0.267749 0.000000
0.535049 0.911631 0.000000
0.156599 0.911631 0.000000
0.971629 0.456721 35.207358
0.736335 0.539359 0.000000
0.843556 0.206050 23.660692
0.156599 0.465233 0.000000
0.840717 0.273114 28.619878
0.989155 0.194098 17.876333
0.924894 0.138955 21.133865
0.054167 0.353461 0.000000
0.535564 0.707087 0.000000
0.156599 0.109526 0.000000
0.513186 0.555572 0.000000
0.156599 0.465233 0.000000
0.975115 0.295438 27.958199
0.219450 0.840161 0.000000
0.152724 0.244100 0.000281
0.136551 0.568716 0.000000
0.717349 0.152712 0.000000
0.621154 0.906414 0.000000
0.621999 0.247885 0.000000
0.690381 0.750051 0.000000
0.644404 0.308242 0.000000
0.325224 0.266044 0.000000
0.588632 0.045296 0.000000
0.902502 0.278732 35.981023
0.545256 0.435749 0.055838
0.426484 0.301738 0.000000
0.326221 0.962278 0.000000
0.298675 0.010959 0.000000
0.879097 0.109526 18.136117
0.047393 0.406681 0.000000
0.535049 0.278732 0.000000
0.737950 0.033044 0.000000
0.118408 0.182723 0.000000
0.070672 0.342623 0.000000
0.535049 0.911631 0.000000
0.857688 0.827424 0.000000
0.722665 0.684534 0.000000
0.902502 0.465233 54.974996
0.395136 0.037893 0.000000
0.740027 0.881569 0.000000
0.894742 0.162410 24.054752
0.243767 0.699216 0.000000
0.156599 0.911631 0.000000
0.156599 0.278732 80.741682
0.535049 0.643086 18.132228
0.738617 0.870516 0.000000
0.902502 0.278732 35.981023
0.535049 0.465233 0.071967
0.954228 0.353235 36.302644
0.535049 0.109526 0.000000
0.561527 0.991330 0.000000
0.213207 0.053381 0.000000
0.814313 0.272437 23.024388
0.759366 0.700114 0.000000
0.056751 0.595973 0.000000
0.535049 0.278732 0.000000
0.531875 0.524427 0.000000
0.968915 0.194016 21.455815
0.957225 0.861865 0.000000
0.902502 0.278732 35.981023
0.326422 0.977593 0.000000
0.224242 0.308394 0.000000
0.157019 0.426459 0.000000
0.998203 0.981506 0.000000
0.574453 0.727784 0.000000
0.535049 0.645792 57.706103
0.314496 0.621930 0.000000
0.025722 0.057515 0.000000
0.535049 0.911631 0.000000
0.188109 0.942309 0.000000
0.276999 0.300986 0.000000
0.902502 0.465233 54.974996
0.380181 0.195099 0.000000
0.156599 0.465233 0.000000
0.156599 0.911631 0.000000
0.470205 0.701499 0.000000
0.482845 0.571005 0.000000
0.604191 0.755975 0.000000
0.726829 0.318122 0.000000
0.867139 0.653516 0.000000
0.162097 0.278588 3.003749
0.902502 0.109526 18.748281
0.177153 0.233269 0.000000
0.370566 0.446688 0.000000
0.032054 0.004392 0.000000
0.688026 0.598309 0.000000
0.535049 0.465233 0.071967
0.670508 0.198779 0.000000
0.359808 0.312154 0.000000
0.238353 0.984883 0.000000
0.793528 0.082930 0.000000
0.406198 0.450963 0.000000
0.864919 0.673286 0.000000
0.902502 0.278732 35.981023
0.867660 0.595594 0.000000
0.535049 0.911631 0.000000
0.065947 0.433031 0.000000
0.535049 0.278732 0.000000
0.917562 0.436130 49.754975
0.925733 0.912795 0.000000
0.337762 0.053672 0.000000
0.972749 0.498320 34.630612
0.535049 0.645792 57.706103
0.044281 0.883902 0.000004
0.156599 0.109526 0.000000
0.588373 0.042234 0.000000
0.596274 0.373675 0.000000
0.520708 0.267016 0.000000
0.902502 0.278732 35.981023
0.254086 0.048854 0.000000
0.498162 0.491601 0.000000
0.902502 0.109526 18.748281
0.874586 0.184582 25.300146
0.345525 0.445086 0.000000
0.896936 0.749882 0.000000
0.395508 0.947257 0.000000
0.493128 0.155415 0.000000
0.898779 0.216381 29.608743
0.143048 0.066577 0.000000
0.156599 0.278732 80.741682
0.519408 0.071965 0.000000
0.901132 0.465233 54.610591
0.048687 0.466621 0.000000
0.293313 0.870830 0.000000
0.087202 0.762637 0.000000
0.910686 0.043994 12.010291
0.392435 0.901035 0.000000
0.477412 0.308549 0.000000
0.902502 0.465233 54.974996
0.228999 0.316573 0.000000
0.156599 0.465233 0.000000
0.952551 0.211966 25.477649
0.950915 0.288324 32.255840
0.535049 0.465233 0.071967
0.452321 0.643509 0.000000
0.204142 0.441664 0.000000
0.123922 0.109526 0.000000
0.156599 0.326445 0.000003
0.351419 0.508667 0.000000
0.680767 0.483661 0.000000
0.156599 0.788001 0.000000
0.902502 0.465233 54.974996
0.573370 0.279336 0.000000
0.535049 0.371982 0.000000
0.156599 0.109526 0.000000
0.802346 0.724676 0.000000
0.865574 0.553150 0.000000
0.462615 0.464579 0.000000
0.367979 0.555422 0.000000
0.990545 0.381509 28.405356
0.656136 0.358863 0.000000
0.434549 0.943767 0.000000
0.535049 0.109526 0.000000
0.970546 0.085486 11.681573
0.230370 0.381221 0.000000
0.088493 0.722466 0.000000
0.320995 0.861843 0.000000
0.517562 0.549812 0.000000
0.543492 0.635454 0.036345
0.902502 0.109526 18.748281
0.902502 0.278732 35.981023
0.106169 0.207917 0.000000
0.965831 0.632459 0.000000
0.051180 0.567289 0.000000
0.617410 0.001350 0.000000
0.156599 0.278732 80.741682
0.535049 0.278732 0.000000
0.156599 0.465233 0.000000
0.915823 0.735725 0.000000
0.105949 0.835673 0.000000
0.063624 0.547856 0.000000
0.284283 0.523435 0.000000
0.900606 0.600028 0.000000
0.065845 0.787197 0.000000
0.535049 0.465233 0.071967
0.834348 0.193857 21.161936
0.553673 0.750096 0.000000
0.371603 0.371814 0.000000
0.884120 0.348104 41.942623
0.824203 0.000000 2.572544
0.392192 0.198118 0.000000
0.380238 0.178415 0.000000
0.598403 0.538284 0.000000
0.907773 0.929166 0.000000
0.535049 0.465233 0.071967
0.902502 0.465233 54.974996
0.902502 0.278732 35.981023
0.535049 0.278732 0.000000
0.619325 0.488040 0.000000
0.667001 0.986160 0.000000
0.902502 0.109526 18.748281
0.399376 0.076235 0.000000
