# gen=50 OSA snapshot
# x0..xd fitness
0.156599 0.278732 80.741682
0.535049 0.645792 57.706103
0.061140 0.911631 57.701178
0.902502 0.465233 54.974996
0.634624 0.109526 51.701471
0.903095 0.448715 53.284187
0.901928 0.338210 42.037562
0.908119 0.515463 49.660648
0.902502 0.374953 45.780681
0.884478 0.281551 35.572782
0.902502 0.363335 44.597394
0.901491 0.484408 53.050785
0.902502 0.392230 47.540217
0.882616 0.343128 41.304368
0.948320 0.454879 41.849168
0.912617 0.447766 51.588206
0.902502 0.326445 40.840369
0.902502 0.456585 54.094482
0.902502 0.501931 51.287263
1.000000 0.465503 27.113893
0.908959 0.421053 50.112198
0.877157 0.476413 47.669822
0.934407 0.379392 42.343929
0.928263 0.431554 46.859873
0.874295 0.424470 45.919184
0.888074 0.296162 37.270191
0.902502 0.287379 36.861744
0.862272 0.251761 30.382087
0.856231 0.345178 36.968799
0.996723 0.495273 27.880777
0.917798 0.247890 32.411677
0.875969 0.290517 35.634241
0.859004 0.505324 41.918031
0.850432 0.536290 38.457234
0.857432 0.471159 42.101062
0.888048 0.235783 31.245104
0.915775 0.406494 47.892474
0.926218 0.311661 37.928105
0.869866 0.442275 45.375454
0.972917 0.405520 33.953878
0.976362 0.516788 33.237142
0.843456 0.299018 31.074416
0.885475 0.511465 48.246072
0.898779 0.216381 29.608743
0.949585 0.322656 35.176740
0.829348 0.436803 33.879560
0.985751 0.447478 31.118369
0.943041 0.528001 41.769971
0.980801 0.369525 30.565188
0.932899 0.278037 34.022698
0.913265 0.177657 25.525581
0.957676 0.491967 38.988906
0.851197 0.389983 38.437971
0.809120 0.545170 27.091132
1.000000 0.539242 26.119646
0.944246 0.215838 26.910887
0.818021 0.358572 28.502720
