# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.877761 0.880267 0.296855 90.478659 88.667521 88.667521
0.178739 0.363351 0.198030 87.789042 87.249845 87.249845
0.877423 0.882479 0.296412 89.948244 88.934441 88.934441
0.173799 0.366214 0.153436 79.282499 76.595610 76.595610
0.295704 0.830515 0.531121 30.033676 29.446688 29.446688
0.176861 0.361074 0.194326 86.822327 86.997537 86.822327
0.879467 0.886370 0.296842 85.507156 86.157911 85.507156
0.296545 0.827845 0.528503 29.116106 30.201159 29.116106
0.180995 0.345962 0.286025 33.254071 33.805508 33.254071
0.291335 0.835078 0.530024 27.668840 26.790122 26.790122
0.178588 0.365616 0.187356 88.270484 87.939458 87.939458
0.171556 0.364440 0.129938 66.961017 60.471400 60.471400
0.805394 0.566010 0.817001 8.600743 8.627438 8.600743
0.179121 0.364563 0.199354 87.830272 87.079613 87.079613
0.297021 0.824971 0.518874 29.496395 28.839218 28.839218
0.295928 0.828605 0.526426 29.802298 29.136701 29.136701
0.298066 0.823155 0.515341 30.130436 28.679763 28.679763
0.294417 0.833463 0.536478 29.892969 29.392082 29.392082
0.180288 0.362483 0.221828 83.855956 78.169581 78.169581
0.178257 0.369434 0.182217 85.677451 87.097276 85.677451
0.298014 0.823439 0.519832 29.383900 29.968244 29.383900
0.816657 0.559304 0.804168 8.286039 8.067399 8.067399
0.819559 0.567122 0.825408 8.622683 8.612803 8.612803
0.556425 0.365681 0.239670 6.107742 0.714005 0.714005
0.626083 0.361166 0.072725 0.830446 0.714005 0.714005
0.552880 0.323147 0.616919 1.961659 0.714005 0.714005
0.612135 0.326431 0.525252 0.739646 0.714005 0.714005
0.559806 0.334876 0.209385 8.628312 0.714005 0.714005
0.673144 0.375476 0.267527 0.949221 0.714005 0.714005
0.559559 0.329995 0.648558 1.149381 0.714005 0.714005
0.562828 0.360434 0.080063 0.853753 0.714005 0.714005
0.622269 0.330641 0.449441 0.881440 0.714005 0.714005
0.545244 0.304104 0.429186 6.799174 0.714005 0.714005
0.639230 0.375834 0.103723 0.984876 0.714005 0.714005
0.875020 0.884704 0.298576 89.611693 88.267490 88.267490
0.654788 0.364319 0.156407 0.952263 0.714005 0.714005
0.541318 0.350435 0.076877 0.730224 0.714005 0.714005
0.296819 0.826785 0.522801 30.248873 29.011131 29.011131
0.538360 0.343606 0.074593 0.743875 0.714005 0.714005
0.295582 0.827021 0.521185 28.652707 28.493950 28.493950
0.611882 0.352976 0.411333 5.062478 0.714005 0.714005
0.962279 0.060663 0.208704 0.184776 0.714005 0.184776
0.630692 0.000000 0.345401 0.184776 0.714005 0.184776
1.000000 0.198937 0.396828 0.184776 0.714005 0.184776
0.794894 0.316982 0.478868 0.184776 0.714005 0.184776
0.612620 0.061404 0.011782 0.184776 0.714005 0.184776
0.519696 0.106090 0.511928 0.184776 0.714005 0.184776
0.774894 0.000000 0.498060 0.184776 0.714005 0.184776
0.629638 0.075178 0.669492 0.184776 0.714005 0.184776
0.718875 0.342618 0.000000 0.184776 0.714005 0.184776
0.779210 0.075843 0.286834 0.184776 0.756723 0.184776
0.821028 0.254182 0.103313 0.184776 0.788420 0.184776
0.504701 0.000000 0.000000 0.184776 0.714005 0.184776
0.816056 0.014345 0.702456 0.184776 0.714005 0.184776
1.000000 0.304478 0.538654 0.184776 0.714005 0.184776
1.000000 0.000000 0.498278 0.184776 0.714005 0.184776
0.765376 0.081760 0.802402 0.184776 0.551854 0.184776
0.661770 0.194199 0.109523 0.184776 0.714005 0.184776
1.000000 0.226721 0.068771 0.184776 0.714005 0.184776
0.586929 0.145842 0.279187 0.184776 0.714005 0.184776
1.000000 0.000000 0.000000 0.184776 0.714005 0.184776
0.875166 0.053772 0.000000 0.184776 0.714005 0.184776
0.742901 0.218230 0.699913 0.184776 0.714005 0.184776
0.755618 0.000000 0.168594 0.184776 0.714005 0.184776
0.777397 0.000000 0.226295 0.184776 0.714005 0.184776
0.761583 0.197810 0.000000 0.184776 0.773178 0.184776
1.000000 0.180714 0.204040 0.184776 0.714005 0.184776
0.734978 0.000000 0.634821 0.184776 0.714005 0.184776
0.956084 0.000000 0.626886 0.184776 0.714005 0.184776
0.511438 0.142631 0.181655 0.184776 0.714005 0.184776
0.848892 0.119827 0.185881 0.184776 0.822013 0.184776
0.864437 0.000000 0.000000 0.184776 0.714005 0.184776
0.696553 0.333520 0.553276 0.184776 0.750910 0.184776
0.787284 0.067663 0.092350 0.184776 3.170809 0.184776
0.568233 0.000000 0.575423 0.184776 0.714005 0.184776
0.841529 0.268622 0.779964 0.184776 2.119608 0.184776
0.634146 0.000000 0.476112 0.184776 0.714005 0.184776
0.812745 0.284139 0.272220 0.184776 0.714005 0.184776
1.000000 0.312776 0.168968 0.184776 0.714005 0.184776
0.787213 0.298777 0.278804 0.184776 0.714005 0.184776
0.932897 0.028690 0.617868 0.184776 0.714005 0.184776
0.706122 0.179095 0.293106 0.184776 2.778137 0.184776
0.568132 0.204029 0.687326 0.184776 0.714005 0.184776
0.932829 0.168502 0.580013 0.184776 0.714005 0.184776
0.735373 0.137948 0.143276 0.184776 7.334944 0.184776
0.985309 0.153546 0.524835 0.184776 0.714005 0.184776
0.979443 0.000000 0.098070 0.184776 0.714005 0.184776
1.000000 0.000000 0.254940 0.184776 0.714005 0.184776
0.508719 0.120216 0.677795 0.184776 0.714005 0.184776
0.938005 0.050191 0.764738 0.184776 0.361524 0.184776
0.670113 0.000000 0.000000 0.184776 0.714005 0.184776
0.894526 0.197091 0.246460 0.184776 0.714005 0.184776
1.000000 0.339049 0.694123 0.184776 0.714005 0.184776
0.616609 0.357417 0.395497 5.119446 0.714005 0.714005
0.776157 0.282376 0.443509 0.184776 1.073501 0.184776
0.618420 0.368335 0.063808 0.843410 0.714005 0.714005
1.000000 0.279072 0.307506 0.184776 0.714005 0.184776
0.927754 0.160630 0.037433 0.184776 0.714005 0.184776
1.000000 0.063038 0.229119 0.184776 0.714005 0.184776
0.946840 0.301844 0.410940 0.184776 0.714005 0.184776
0.784611 0.356085 0.648558 0.184776 0.714005 0.184776
0.509977 0.000000 0.237024 0.184776 0.714005 0.184776
0.694523 0.036261 0.632363 0.184776 0.714005 0.184776
0.947079 0.023124 0.333552 0.184776 0.714005 0.184776
0.797474 0.009311 0.473629 0.184776 0.714005 0.184776
0.680653 0.208148 0.450092 0.184776 0.714005 0.184776
0.752806 0.246742 0.102914 0.184776 0.885150 0.184776
0.751716 0.000000 0.036043 0.184776 0.714005 0.184776
1.000000 0.000000 0.220921 0.184776 0.714005 0.184776
0.576499 0.055538 0.501772 0.184776 0.714005 0.184776
0.872453 0.058866 0.287009 0.184776 0.714005 0.184776
0.829880 0.171764 0.088846 0.184776 5.755762 0.184776
1.000000 0.121925 0.000000 0.184776 0.714005 0.184776
0.791383 0.120298 0.112840 0.184776 27.565997 0.184776
0.694180 0.202719 0.000113 0.184776 0.714005 0.184776
0.784370 0.112586 0.556162 0.184776 0.714005 0.184776
