# gen=100 mediating population
# x0..xd fitness
0.464113 0.314758 42.628932
0.756858 0.721670 48.229739
0.269917 0.264739 89.980467
0.979608 0.376974 38.332566
0.334917 0.342230 65.856091
0.204531 0.629175 36.743706
0.347106 0.433883 45.431685
0.769821 0.413733 74.990219
0.520411 0.720391 63.941854
0.266073 0.492699 35.179492
0.242584 0.245223 82.046266
0.647614 0.052854 15.643329
0.218594 0.093617 47.128382
0.431737 0.764690 79.996813
0.354779 0.876933 56.436424
0.202403 0.892583 37.225851
0.125814 0.740945 31.738805
0.631767 0.613918 69.983748
0.857314 0.007291 10.720259
0.447127 0.288997 47.782835
0.143493 0.601880 26.033782
0.879665 0.043900 15.067007
0.431737 0.764690 79.996813
0.577354 0.306404 37.884183
0.304300 0.542048 35.157443
0.347425 0.142797 55.448502
0.313089 0.271613 79.666139
0.626124 0.917963 31.009345
0.118737 0.383581 44.319036
0.965393 0.643980 24.987478
0.265012 0.254531 87.301659
0.285087 0.753559 56.868303
0.039058 0.098234 22.440923
0.000187 0.531570 0.230413
0.990611 0.088817 12.161778
0.835315 0.793968 34.196284
0.498525 0.313024 34.830221
0.312082 0.859084 54.646993
0.269917 0.264739 89.980467
0.779413 0.469477 66.283165
0.307022 0.627890 48.505543
0.095903 0.302335 47.992573
0.813985 0.864944 29.551411
0.932254 0.640717 29.461270
0.476099 0.023298 14.272252
0.254814 0.611929 40.874320
0.543862 0.198814 23.863151
0.267904 0.202843 75.120235
0.102168 0.242639 50.101438
0.824763 0.004981 11.453848
0.431737 0.764690 79.996813
0.819981 0.032721 15.792688
0.420303 0.797361 73.846951
0.992579 0.009450 1.910305
0.872572 0.034787 14.104881
0.389526 0.168633 53.527587
0.622074 0.557631 62.685616
0.730894 0.274293 52.528600
0.277776 0.832020 52.936180
0.215532 0.257956 77.089149
0.049741 0.834028 18.689859
0.562069 0.270607 32.905297
0.376392 0.323523 61.165659
0.060283 0.924047 14.952127
0.920799 0.297103 43.355338
0.425278 0.784253 76.333980
0.769821 0.413733 74.990219
0.500596 0.919501 50.081622
0.269917 0.264652 89.977955
0.304684 0.708667 57.626429
0.279629 0.412369 54.424477
0.941044 0.871920 16.870298
0.356945 0.521809 24.864092
0.431237 0.376140 43.453447
0.837403 0.116699 27.869560
0.207635 0.920048 35.015207
0.346084 0.948460 44.256406
0.195770 0.427072 47.233986
0.252150 0.411957 54.353527
0.086848 0.705485 24.765739
0.792431 0.431296 70.261035
0.444542 0.058111 25.466631
0.965535 0.711932 23.405266
0.488662 0.076030 21.291483
0.586733 0.810975 44.014389
0.128507 0.051291 28.815028
0.769821 0.264724 52.088195
0.631767 0.613918 69.983748
0.621947 0.815703 44.089064
0.769821 0.413777 74.995775
0.269917 0.264652 89.977955
0.962659 0.386496 41.435904
0.238313 0.618680 39.797930
0.335935 0.622887 50.339623
