# x0..xd  joint_f  f_party0 .. f_party1
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
0.269841 0.264706 90.000000 90.000000 90.000000
