# gen=10 CA size=49
# x0..x(D-1) consensus
0.488860 0.945514 89.750020
0.389978 0.043208 81.017738
0.916784 0.237093 82.490311
0.831030 0.297936 46.728432
0.077668 0.618740 85.199374
0.430734 0.388040 88.547018
0.665928 0.709034 79.767023
0.058965 0.031765 88.814618
0.148247 0.927151 70.099292
0.694683 0.061327 69.267736
0.932756 0.093196 87.383103
0.649681 0.068202 26.755760
0.476981 0.892327 33.753477
0.039139 0.319820 82.813219
0.716892 0.266672 89.156400
0.153125 0.967873 37.750180
0.740347 0.575830 28.544730
0.287536 0.777841 88.731091
0.405618 0.034966 75.367242
0.344082 0.372491 60.214199
0.959608 0.644873 65.961155
0.439553 0.353439 46.160035
0.414767 0.344966 33.975744
0.389630 0.000000 28.989324
0.837177 0.326059 87.220662
0.317505 0.609678 32.464542
0.314918 0.626877 34.785862
1.000000 0.090470 26.508398
0.744982 0.616427 31.776334
0.634142 0.553979 35.653314
0.561102 0.779805 79.018736
0.979412 0.659882 74.597600
0.411320 0.364228 41.874830
0.559392 0.288116 73.698319
0.909872 0.261047 37.029980
0.670461 0.732693 88.814227
0.917827 0.878369 89.525994
0.341910 0.391768 74.855035
0.295637 0.830527 24.538721
0.341188 0.435968 25.311850
0.965821 0.093196 69.400363
0.842134 0.400608 21.528820
0.696691 0.287088 33.207327
0.346133 0.025848 28.879897
0.274058 0.747240 20.241081
0.041189 0.358174 27.021256
0.513532 0.917553 30.933415
0.673946 0.670386 53.660579
0.945001 0.188269 21.856357
