# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus x0_norm x1_norm
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331946 0.8260557588 1.4240323621 2.2823903116 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557588
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331946 0.8260557588 1.4240323621 2.2823903116 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557588
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331946 0.8260557588 1.4240323621 2.2823903116 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557588
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557586 1.4240323627 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557586
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331946 0.8260557588 1.4240323621 2.2823903116 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557588
0.7034331947 0.8260557586 1.4240323627 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557586
0.7034331946 0.8260557588 1.4240323621 2.2823903116 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557588
0.7034331947 0.8260557586 1.4240323627 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557586
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331946 0.8260557585 1.4240323623 2.2823903092 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557585
0.7034331947 0.8260557580 1.4240323627 2.2823903057 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557580
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557586 1.4240323627 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557586
0.7034331946 0.8260557585 1.4240323623 2.2823903092 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557585
0.7034331946 0.8260557588 1.4240323621 2.2823903116 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557588
0.7034331947 0.8260557580 1.4240323627 2.2823903057 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557580
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331946 0.8260557585 1.4240323623 2.2823903092 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331947 0.8260557580 1.4240323627 2.2823903057 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557580
0.7034331946 0.8260557588 1.4240323621 2.2823903116 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557588
0.7034331947 0.8260557586 1.4240323627 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557586
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
0.7034331946 0.8260557582 1.4240323622 2.2823903075 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557582
0.7034331944 0.8260557586 1.4240323608 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331944 0.8260557586
0.7034331947 0.8260557586 1.4240323627 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557586
0.7034331944 0.8260557586 1.4240323608 2.2823903099 90.0000000000 90.0000000000 90.0000000000 0.7034331944 0.8260557586
0.7034331946 0.8260557585 1.4240323623 2.2823903092 90.0000000000 90.0000000000 90.0000000000 0.7034331946 0.8260557585
0.7034331947 0.8260557585 1.4240323626 2.2823903098 90.0000000000 90.0000000000 90.0000000000 0.7034331947 0.8260557585
