# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.626142 0.231222 0.532562 89.978408 89.961856 89.961856
0.570509 0.708475 0.477260 89.940071 89.882757 89.882757
0.621080 0.232199 0.538130 89.882819 89.763380 89.763380
0.574461 0.706723 0.478252 89.981422 89.962034 89.962034
0.570456 0.709526 0.473930 89.794246 89.618821 89.618821
0.568083 0.707071 0.477174 89.927603 89.799352 89.799352
0.624689 0.231682 0.507638 88.436242 87.722033 87.722033
0.625064 0.231148 0.534372 89.999110 89.998202 89.998202
0.624264 0.231048 0.538428 89.968216 89.942766 89.942766
0.574425 0.706205 0.476715 89.976870 89.960630 89.960630
0.576359 0.707889 0.473619 89.973582 89.917587 89.917587
0.574933 0.703702 0.477280 89.937877 89.923924 89.923924
0.574359 0.708660 0.476145 89.966247 89.944502 89.944502
0.622041 0.232460 0.534493 89.947350 89.875359 89.875359
0.576148 0.707498 0.477369 89.999216 89.997934 89.997934
0.575149 0.705200 0.479037 89.953247 89.907120 89.907120
0.622940 0.230037 0.532905 89.932852 89.852612 89.852612
0.614426 0.707481 0.479847 86.823924 85.182225 85.182225
0.576371 0.704503 0.476843 89.955804 89.938853 89.938853
0.625898 0.232618 0.534076 89.973157 89.928019 89.928019
0.700575 0.707680 0.475982 75.538192 55.680603 55.680603
0.630534 0.231334 0.473209 82.225565 79.711476 79.711476
0.574678 0.707747 0.478419 89.990098 89.974471 89.974471
0.625498 0.231481 0.528355 89.928124 89.871170 89.871170
0.661822 0.231674 0.530373 85.721166 83.958252 83.958252
0.628678 0.233120 0.536098 89.870883 89.674734 89.674734
0.575458 0.706960 0.476728 89.995815 89.992547 89.992547
0.574753 0.707896 0.454476 88.746601 87.883659 87.883659
0.575473 0.705480 0.474601 89.955178 89.906432 89.906432
0.625217 0.232799 0.530628 89.928832 89.828764 89.828764
0.502954 0.708023 0.475790 74.544041 75.476533 74.544041
0.626239 0.230043 0.535612 89.972356 89.933556 89.933556
0.678809 0.707667 0.476074 73.315500 64.884473 64.884473
0.574575 0.706113 0.478416 89.970035 89.943672 89.943672
