# gen=300 OSA snapshot
# x0..xd fitness
0.148184 0.214461 90.000000
0.069251 0.714427 79.994209
0.387066 0.818039 75.000000
0.152364 0.207137 87.181224
0.070925 0.739595 75.628038
0.133466 0.176726 77.141296
0.126913 0.173993 74.911775
0.152962 0.254151 78.044970
0.163921 0.226312 82.381750
0.134082 0.207600 83.610651
0.156202 0.199343 84.344846
0.159934 0.211174 84.860474
0.076090 0.696734 75.467995
0.129805 0.245764 77.810436
0.143003 0.210585 87.494997
0.070860 0.691721 76.035343
0.070088 0.711587 79.358914
0.148184 0.198211 85.177972
0.146175 0.214461 89.137222
0.141388 0.225980 85.505248
0.149777 0.170432 76.916746
0.163979 0.203303 82.451966
0.391476 0.824624 72.598927
0.173236 0.230364 78.251628
0.169575 0.247732 76.514422
0.141128 0.182096 79.928990
0.070844 0.669799 72.330300
0.153099 0.185685 81.203868
0.143820 0.189719 82.422527
0.061028 0.729069 75.238985
0.137845 0.237840 81.763040
0.069086 0.734177 76.631036
0.124599 0.220706 79.702643
0.148184 0.217279 89.163931
0.174497 0.199566 77.866242
0.381611 0.821632 73.234760
0.144458 0.171134 77.043850
0.160564 0.186825 80.226770
0.184089 0.195500 73.585662
0.170940 0.221471 80.008219
0.065393 0.698694 76.702564
0.148184 0.212982 89.561082
0.063940 0.711639 77.337320
0.058233 0.682815 72.336030
0.127136 0.202164 80.251800
0.144254 0.253961 78.157787
0.148188 0.216174 89.491825
0.163093 0.185752 79.343159
0.069289 0.756739 72.777846
0.158102 0.169194 75.908179
0.148184 0.225906 86.603845
0.149189 0.214461 89.568611
0.147807 0.257837 77.127544
0.148690 0.210439 88.786711
0.068991 0.722359 78.644772
0.153639 0.271709 72.851313
0.072694 0.747965 74.030421
0.135974 0.184667 79.720668
0.151937 0.212379 88.274120
0.148184 0.222185 87.707895
0.117429 0.217766 76.755580
0.156740 0.189399 81.704929
0.139226 0.243840 80.471010
0.071966 0.682619 74.398408
0.168512 0.217075 81.235574
0.151162 0.225512 86.480186
0.176008 0.210300 77.987094
0.170514 0.237623 78.201509
0.074092 0.718341 77.522962
0.185327 0.224816 73.755287
0.134662 0.203208 83.301104
0.062119 0.746533 73.490022
0.107975 0.200187 72.219877
0.074169 0.704362 77.024334
0.119699 0.196992 76.713502
0.154586 0.230024 84.625284
0.148927 0.203062 86.602278
0.161977 0.214461 84.076436
0.118949 0.230587 76.563487
0.396520 0.818514 72.709848
0.387066 0.810287 72.467504
0.125379 0.185256 76.922176
0.151426 0.249104 79.626280
0.145345 0.238784 82.680074
0.153639 0.217886 87.446368
0.068540 0.706580 78.608800
0.076629 0.722195 76.129919
0.135704 0.224772 83.828299
0.142973 0.217259 87.613024
0.067436 0.678400 73.775237
0.066574 0.684754 74.756434
0.076636 0.743395 73.861214
0.168781 0.179297 76.320687
0.161988 0.243896 79.443537
0.145229 0.242427 81.604781
0.070703 0.727438 77.670592
0.135693 0.219660 84.418116
0.127974 0.258641 74.277059
0.169395 0.228146 80.026621
0.129500 0.251950 76.283422
0.148184 0.266270 74.626171
0.148184 0.250375 79.342859
0.148184 0.177102 78.913942
0.169862 0.194585 78.978987
0.381577 0.818039 73.673441
0.150461 0.198632 85.202044
0.138363 0.230764 83.581588
0.148184 0.232424 84.669790
0.143720 0.201660 85.744807
0.067597 0.672282 72.748708
0.129930 0.235984 79.888046
0.153447 0.223593 86.471352
0.177331 0.250114 73.610403
0.168954 0.167463 73.445173
0.187574 0.204364 72.820356
0.134556 0.198946 82.553255
0.059564 0.695448 74.223920
0.157573 0.233662 83.019971
0.166809 0.261328 73.956617
0.137275 0.214461 85.314687
