# gen=10 OSA snapshot
# x0..xd fitness
0.147773 0.214460 89.823251
0.069162 0.714421 79.955180
0.387150 0.818011 74.977881
0.836704 0.359968 64.976615
0.063217 0.796566 65.662390
0.946038 0.507609 54.993829
0.469564 0.816229 55.052450
0.135728 0.344089 51.163678
0.836703 0.260855 52.341904
0.058628 0.556913 52.582161
0.881412 0.485147 42.741691
0.245913 0.857086 38.578063
0.069464 0.976004 35.322048
0.090779 0.847037 54.989064
0.090592 0.213892 65.265498
0.100135 0.681758 63.780490
0.146493 0.714421 41.916853
0.019478 0.932971 35.328789
0.121468 0.207772 78.355968
0.060191 0.337998 37.350884
0.839416 0.399703 59.877270
0.941795 0.466753 48.061253
0.386509 0.869806 58.087015
0.491338 0.901474 37.876971
0.069007 0.888027 50.350551
0.938256 0.547097 48.191031
0.099862 0.612795 56.991609
0.147077 0.070952 47.412245
0.104432 0.131652 59.066403
0.384507 0.939267 35.389898
0.148969 0.391350 37.508592
0.057452 0.739172 72.812247
0.828872 0.332997 60.894948
0.190537 0.268019 65.845850
0.288752 0.735683 39.104184
0.343766 0.829264 63.910876
0.403488 0.791778 65.547076
0.281244 0.785289 47.276509
0.046470 0.531635 46.810566
0.419149 0.895650 48.485187
0.017096 0.704195 54.225396
0.146807 0.177603 79.046565
0.000000 0.714734 45.856166
0.007376 0.586032 42.423621
1.000000 0.513677 45.223692
0.872903 0.295756 51.934007
0.147090 0.233028 84.470294
0.889556 0.323196 49.414466
0.037572 0.796605 59.003403
0.200429 0.142725 59.071692
0.192713 0.321814 52.844760
0.174823 0.213614 78.556888
0.340171 0.864102 56.160340
0.123377 0.166378 72.193112
0.012095 0.524941 37.078501
0.067056 0.924775 44.057014
0.999018 0.475701 44.039634
0.824812 0.295684 56.123213
0.242888 0.215729 49.326755
0.070086 0.266662 53.055686
0.900794 0.608943 36.053756
0.158483 0.127826 63.913956
0.084369 0.077907 41.080877
0.113863 0.654090 55.706944
0.468385 0.765566 48.920294
0.233057 0.804011 37.496898
1.000000 0.588990 38.175582
0.482171 0.818011 52.014239
0.063439 0.750090 73.272841
0.070762 0.623427 64.431336
0.013551 0.761752 51.373959
0.951735 0.571397 44.189729
0.113589 0.801366 53.575379
0.070323 0.472523 38.667778
0.845374 0.136652 36.382285
0.827015 0.220296 46.952699
0.849764 0.507666 37.637182
0.112047 0.894763 42.665980
0.053688 0.491976 41.227413
0.422797 0.813780 66.252814
0.385952 0.744666 51.027518
0.856670 0.170963 40.224170
0.130136 0.310073 60.588084
0.150052 0.590644 34.895505
0.155244 0.276771 71.263102
0.074415 0.672491 72.391833
0.521474 0.796501 41.762092
0.834624 0.304508 57.889179
0.112002 0.247781 71.581945
0.017782 0.675200 53.751921
0.000000 0.648020 44.019235
0.109562 0.703198 60.032103
0.436527 0.884596 50.186488
0.129063 0.836323 43.903156
0.903454 0.567344 42.327149
0.043282 0.751423 65.723913
0.103445 0.173080 67.197157
0.068367 0.818011 62.305803
0.496569 0.735430 37.200838
0.427310 0.762406 54.385832
0.172703 0.328115 54.668542
0.026131 0.232364 37.314255
0.042860 0.964275 35.386195
0.125392 0.547846 40.298128
0.359169 0.807627 67.448197
0.204559 0.211825 65.776677
0.140867 0.864355 36.383648
0.091623 0.295768 55.763206
0.062476 0.144230 47.700971
0.293799 0.906836 38.261822
0.808432 0.386517 56.327317
0.230650 0.298080 46.756819
0.037761 0.866141 49.793728
0.000000 0.878489 35.830815
0.117781 0.766772 54.458918
0.880975 0.429860 49.689701
0.253606 0.777182 40.091823
0.053727 0.121677 40.972752
0.283088 0.834973 49.268156
0.051190 0.173881 46.638985
