# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.778514 0.881805 0.694220 89.849902 88.767659 88.767659
0.713659 0.476565 0.268776 68.906756 65.144103 65.144103
0.492384 0.231724 0.158778 70.550968 82.278760 70.550968
0.774705 0.882161 0.691480 84.354196 79.393756 79.393756
0.378917 0.876452 0.226859 78.644757 84.304620 78.644757
0.057183 0.858429 0.452916 79.813526 80.336433 79.813526
0.081512 0.873505 0.363879 26.391221 3.159535 3.159535
0.374988 0.596084 0.509316 83.650913 75.778995 75.778995
0.592999 0.755386 0.762763 2.901349 3.706362 2.901349
1.000000 0.707465 0.688410 2.901349 6.587777 2.901349
0.867405 0.856456 0.804527 2.901349 6.763514 2.901349
0.573496 0.811562 0.655972 2.901349 3.814272 2.901349
0.470086 0.898431 0.040812 5.031260 15.922783 5.031260
0.321087 0.750679 0.930472 89.163404 88.249822 88.249822
0.736807 0.078430 0.454858 4.366990 2.722036 2.722036
0.643086 0.433196 0.189074 4.045161 2.722036 2.722036
0.636817 0.000000 0.469355 4.366990 2.722036 2.722036
0.015728 0.840660 0.614790 5.431608 3.159535 3.159535
0.656760 0.918193 0.548416 2.901349 3.277453 2.901349
1.000000 1.000000 1.000000 2.901349 2.307569 2.307569
0.665794 0.867596 1.000000 2.901349 2.307569 2.307569
0.802404 1.000000 1.000000 2.901349 2.307569 2.307569
0.683271 0.985942 1.000000 2.901349 2.307569 2.307569
0.837892 0.954054 1.000000 2.901349 2.307569 2.307569
0.857213 0.983120 0.778708 2.901349 2.307569 2.307569
1.000000 0.858411 1.000000 2.901349 2.307569 2.307569
0.995958 0.919085 0.869507 2.901349 2.307569 2.307569
0.670536 0.986441 0.654101 2.901349 2.307569 2.307569
1.000000 1.000000 0.762550 2.901349 2.307569 2.307569
0.661727 0.905385 0.729019 2.901349 2.307569 2.307569
0.965830 0.889883 0.911272 2.901349 2.307569 2.307569
0.685090 0.926291 0.905220 2.901349 2.307569 2.307569
1.000000 0.834095 0.634499 2.901349 2.307569 2.307569
0.875572 0.861767 0.934111 2.901349 2.307569 2.307569
1.000000 1.000000 0.699113 2.901349 2.307569 2.307569
0.950403 1.000000 1.000000 2.901349 2.307569 2.307569
1.000000 1.000000 0.958408 2.901349 2.307569 2.307569
1.000000 1.000000 0.819119 2.901349 2.307569 2.307569
0.965738 1.000000 0.946918 2.901349 2.307569 2.307569
0.787018 0.926317 1.000000 2.901349 2.307569 2.307569
0.882138 0.889442 0.593582 2.901349 2.307569 2.307569
0.878422 1.000000 1.000000 2.901349 2.307569 2.307569
1.000000 0.820650 0.797408 2.901349 2.307569 2.307569
1.000000 0.973962 0.860197 2.901349 2.307569 2.307569
0.769480 1.000000 0.801164 2.901349 2.307569 2.307569
0.649877 0.985103 0.880207 2.901349 2.307569 2.307569
0.663794 0.927494 0.869161 2.901349 2.307569 2.307569
0.691645 0.835443 0.763093 2.901349 2.307569 2.307569
0.740223 1.000000 0.912928 2.901349 2.307569 2.307569
0.853928 1.000000 0.539769 2.901349 2.307569 2.307569
0.740332 0.816396 0.633827 2.901349 2.307569 2.307569
0.651010 0.970592 0.815287 2.901349 2.307569 2.307569
1.000000 0.894573 0.637008 2.901349 2.307569 2.307569
1.000000 0.882037 0.856034 2.901349 2.307569 2.307569
1.000000 0.940922 1.000000 2.901349 2.307569 2.307569
0.712760 0.855893 0.593582 2.901349 2.307569 2.307569
0.857418 1.000000 0.702823 2.901349 2.307569 2.307569
0.650531 1.000000 1.000000 2.901349 2.307569 2.307569
0.702635 0.835650 1.000000 2.901349 2.307569 2.307569
1.000000 1.000000 0.536910 2.901349 2.307569 2.307569
0.901391 0.993668 0.852997 2.901349 2.307569 2.307569
0.741481 1.000000 1.000000 2.901349 2.307569 2.307569
0.649798 0.000000 0.000000 1.039835 2.722036 1.039835
0.615006 0.298375 0.351088 1.039835 2.722036 1.039835
0.697140 0.223859 0.191061 1.039835 2.722036 1.039835
0.688197 0.127816 0.044274 1.039835 2.722036 1.039835
