# gen=50 OSA snapshot
# x0..xd fitness
0.297421 0.191560 89.999904
0.379505 0.845999 69.999163
0.858231 0.075005 59.999999
0.354631 0.191560 70.764361
0.639389 0.562497 54.998914
0.972652 0.468956 44.999380
0.379505 0.787722 44.353583
0.262817 0.729235 49.480959
0.265228 0.768634 49.385908
0.645365 0.547194 49.266366
0.406271 0.811451 41.321542
0.236238 0.658836 38.350105
0.882423 0.065791 43.040306
0.262627 0.188988 82.185511
0.360534 0.885426 44.837264
0.381835 0.246205 35.730687
0.365204 0.828307 56.964585
0.266431 0.644623 36.915458
0.304614 0.201216 88.159320
0.246338 0.748419 74.497035
0.236203 0.226697 55.287810
0.846717 0.103217 38.635453
0.858231 0.064919 56.050271
0.239774 0.690502 40.740408
0.392487 0.913176 40.258812
0.390893 0.877993 53.872877
0.243622 0.724187 59.165623
0.261365 0.200830 80.475928
0.328029 0.173992 79.539251
0.377440 0.958763 37.547189
0.252965 0.805385 42.223920
0.361522 0.171676 62.236800
0.389345 0.768956 39.868972
0.312840 0.192378 88.428138
0.638525 0.590441 46.593334
0.382187 0.811877 57.581789
0.272538 0.184590 85.230666
0.398375 0.829865 52.034586
0.378264 0.749235 38.695725
0.425751 0.772332 36.826849
0.280865 0.189787 88.138003
0.239833 0.801625 43.808476
0.308552 0.154600 70.051012
0.302008 0.236114 63.238703
0.425801 0.825741 38.359081
0.232322 0.774433 54.400460
0.219156 0.650387 36.893532
0.250538 0.210088 71.963398
0.229391 0.755243 55.468239
0.426241 0.943275 35.686067
0.245148 0.190070 73.531636
0.288019 0.200300 88.177507
0.244248 0.761835 73.056011
0.388270 0.972205 36.524796
0.337083 0.222398 67.713240
0.228407 0.846423 38.101707
0.299617 0.183648 88.987232
0.360985 0.806056 45.148144
0.343856 0.136585 46.377536
0.249448 0.775745 64.197808
0.279110 0.231961 65.716149
0.277984 0.683494 38.495218
0.332801 0.195561 81.825649
0.424034 0.892348 38.014752
0.369976 0.202479 60.079202
0.379505 0.191560 55.343657
0.435221 0.857841 37.051351
0.386145 0.736869 37.776523
0.401796 0.849238 49.424065
0.378886 0.868366 64.058400
0.230619 0.681093 39.667174
0.297539 0.810173 36.784355
0.329489 0.185594 82.915253
0.267132 0.751167 48.747035
0.240639 0.869948 36.814543
0.386169 0.835339 66.289378
0.280259 0.162103 75.508912
0.312512 0.212333 81.908687
0.217054 0.746229 41.092914
0.356917 0.209951 65.400860
0.629327 0.528062 38.742678
0.338915 0.840724 39.330629
0.275520 0.204271 84.356311
0.651768 0.596790 37.350599
0.237103 0.824323 40.045663
0.320084 0.863331 36.451064
0.393536 0.752227 38.578312
0.972652 0.486364 41.022479
0.394434 0.180327 45.592705
0.342815 0.889717 39.128963
0.382809 0.874501 60.365485
0.396873 0.799101 43.660993
0.809282 0.082793 35.596360
0.247072 0.665777 39.013544
0.259230 0.692201 40.565468
0.230953 0.202052 63.840127
0.385866 0.930455 39.441318
0.256657 0.743557 64.500043
0.844557 0.050700 40.448062
0.839535 0.074171 49.641941
0.372975 0.985761 35.631770
0.230033 0.163372 56.399076
0.363318 0.920010 39.703010
0.257286 0.838511 38.958731
0.246726 0.171894 69.571192
0.390764 0.981183 35.850249
0.367853 0.842139 62.704629
0.876750 0.095031 41.236014
0.366316 0.737284 37.616103
0.211391 0.178615 51.458740
0.356546 0.843692 48.613970
0.210808 0.790576 39.548219
0.382411 0.896221 47.831834
0.624910 0.568081 40.170293
0.184747 0.207314 37.422866
0.239284 0.637951 36.904158
0.287612 0.150620 66.486691
0.364782 0.965914 36.772603
0.221795 0.701983 40.238706
0.635857 0.615820 35.846584
