# gen=100 mediating population
# x0..xd fitness
0.464113 0.314758 18.597034
0.756858 0.721670 17.371596
0.637682 0.902437 18.868317
0.639488 0.500000 35.006802
0.297465 0.562509 29.494925
0.235763 0.791288 47.757123
0.297467 0.191492 90.000000
0.235716 0.932967 32.120965
0.131213 0.896032 25.476689
0.334917 0.342230 20.459287
0.647614 0.052854 19.891171
0.979608 0.376974 29.970987
0.368753 0.738961 37.813719
0.639501 0.500000 35.006802
0.202403 0.892583 33.319476
0.125814 0.740945 27.652138
0.257347 0.501687 26.853480
0.447127 0.288997 23.157570
0.930464 0.633758 24.281058
0.379544 0.845999 69.999180
0.266073 0.492699 26.040984
0.577354 0.306404 9.889001
0.304300 0.542048 27.688205
0.398862 0.273203 28.784025
0.858228 0.075005 59.999999
0.639389 0.562497 54.998914
0.118737 0.383581 12.352328
0.143493 0.601880 26.631118
0.678855 0.988629 13.038798
0.965393 0.643980 26.219471
0.039058 0.098234 13.870928
0.000187 0.531570 5.619150
0.990611 0.088817 27.510965
0.357962 0.850797 50.202907
0.196489 0.681496 36.411778
0.835315 0.793968 8.171725
0.218594 0.093617 27.800827
0.375398 0.814660 58.786143
0.095903 0.302335 17.342811
0.932254 0.640717 24.218085
0.087106 0.309104 15.834849
0.813985 0.864944 5.174734
0.297467 0.500000 25.322727
0.476099 0.023298 11.613004
0.254814 0.611929 34.970220
0.297467 0.191490 90.000000
0.992579 0.009450 25.706765
0.408457 0.969506 35.786646
0.248398 0.752292 74.547251
0.543862 0.198814 19.398761
0.819981 0.032721 34.638018
0.614332 0.785931 25.013644
0.872572 0.034787 35.975690
0.858228 0.075005 59.999999
0.587502 0.847254 14.402629
0.730894 0.274293 16.200296
0.359108 0.837622 51.367131
0.297467 0.562511 29.494909
0.049741 0.834028 15.833496
0.562069 0.270607 14.371908
0.297478 0.191484 89.999999
0.649181 0.976537 14.508884
0.384933 0.314530 23.462822
0.639444 0.562524 54.999750
0.941044 0.871920 15.239887
0.957616 0.176496 26.083115
0.314972 0.772495 34.513684
0.279629 0.412369 19.865387
0.927494 0.854717 15.313511
0.414098 0.672518 32.319664
0.460040 0.171620 28.447952
0.207096 0.736893 39.557880
0.346084 0.948460 36.697988
0.681718 0.974414 13.713189
0.379505 0.845999 69.999163
0.252150 0.411957 20.301065
0.086848 0.705485 21.658361
