# gen=0 OSA snapshot
# x0..xd fitness
0.297421 0.191396 89.999844
0.379505 0.845999 69.999163
0.858231 0.075005 59.999999
0.379505 0.191396 55.343623
0.639267 0.562497 54.994903
0.972652 0.468956 44.999380
0.379505 0.753161 38.970658
0.297421 0.753161 37.885779
0.297421 0.845999 35.255038
0.639267 0.468956 33.201113
0.972652 0.562497 30.019923
0.297421 0.562497 29.497316
0.972652 0.075005 29.329865
0.858231 0.191396 28.236155
0.639267 0.753161 27.552629
0.297421 0.075005 26.722852
0.379505 0.562497 25.746336
