# gen=300 mediating population
# x0..xd fitness
0.297468 0.191490 90.000000
0.124236 0.478527 18.364631
0.929772 0.016196 31.144447
0.639493 0.562500 55.000000
0.499509 0.080837 17.324052
0.563000 0.769368 17.545186
0.209654 0.647538 35.984112
0.379505 0.845999 69.999163
0.297468 0.191490 90.000000
0.666714 0.067814 21.855202
0.075332 0.127377 19.757176
0.944169 0.505665 29.532366
0.297468 0.500000 25.322690
0.327141 0.279789 30.781838
0.297468 0.191490 90.000000
0.969637 0.437553 34.785456
0.858228 0.075005 59.999999
0.034793 0.014334 4.486013
0.639493 0.500000 35.006802
0.641702 0.088653 19.401568
0.455338 0.244269 27.064010
0.461210 0.194723 28.632639
0.125945 0.654190 26.255190
0.297468 0.191490 90.000000
0.262790 0.873849 36.233569
0.340907 0.916850 37.813231
0.939177 0.170834 27.686271
0.257753 0.755118 64.359678
0.297468 0.500000 25.322690
0.219298 0.935134 31.475415
0.133673 0.018576 11.823835
0.727480 0.628491 23.781100
0.770402 0.488495 16.852619
0.379505 0.845999 69.999163
0.801293 0.653650 11.714418
0.977797 0.165363 25.466450
0.639493 0.562500 55.000000
0.858032 0.128702 34.789069
0.892299 0.724358 17.141181
0.078393 0.998350 14.788183
0.813094 0.083689 35.941299
0.377580 0.913085 41.186640
0.639493 0.500000 35.006802
0.902013 0.349723 11.376539
0.861123 0.670710 14.555176
0.548730 0.477674 9.512020
0.419521 0.678356 32.342134
0.413460 0.982849 34.622133
0.693227 0.144650 22.854545
0.493368 0.833503 28.408061
0.639493 0.500000 35.006802
0.709478 0.289858 13.727886
0.297468 0.191490 90.000000
0.464154 0.491013 17.745076
0.225472 0.591056 33.124938
0.877090 0.614689 17.923119
0.156790 0.346758 15.768019
0.193221 0.444565 21.410557
0.858228 0.075005 59.999999
0.262733 0.793426 42.882570
0.379505 0.845999 69.999163
0.311887 0.206337 85.208463
0.584656 0.794763 14.622972
0.111625 0.679711 24.855240
0.628320 0.859998 21.243077
0.200679 0.860503 35.078242
0.869116 0.235364 23.607473
0.946634 0.391046 28.897940
0.610504 0.637732 32.198382
0.297468 0.191490 90.000000
0.808138 0.527149 11.047886
0.639493 0.562500 55.000000
0.994815 0.065603 27.148874
0.299923 0.559104 29.100579
0.240288 0.721593 55.460599
0.253277 0.452638 23.288676
0.720901 0.356312 8.135416
0.565666 0.878336 17.564562
0.968115 0.737395 22.014547
0.731198 0.840710 16.602604
0.010121 0.341736 5.628081
0.365271 0.814471 51.866232
0.639493 0.562500 55.000000
0.279914 0.183938 87.081323
0.592682 0.221096 13.589091
0.297468 0.500000 25.322690
0.033256 0.176635 17.329782
0.946798 0.798163 18.725541
0.621049 0.389192 28.122352
0.969392 0.172669 25.572315
0.319702 0.423221 14.760426
0.163580 0.967096 25.525348
0.117174 0.964842 20.832937
0.071039 0.347805 9.883727
