# gen=10 CA size=200
# x0..x(D-1) consensus
0.046558 0.971827 31.675821
0.062557 0.892555 31.675821
0.853579 0.161758 69.507797
0.654050 0.654657 38.910689
0.835610 0.010342 31.251806
0.598007 0.679323 63.025653
0.804964 0.123394 73.877843
0.803636 0.241346 29.718699
0.853387 0.121169 89.247634
0.152853 0.100687 29.718699
0.833226 0.051697 60.401556
0.243576 0.365884 29.718699
0.943491 0.678665 29.718699
0.212699 0.194161 29.718699
0.787648 0.138875 61.991424
0.292460 0.847265 31.675821
0.009467 0.887522 31.675821
0.099705 0.536257 31.675821
0.077409 0.413704 31.675821
0.579074 0.767448 42.926416
0.325703 0.864030 31.675821
0.129628 0.582994 31.675821
0.046558 0.000000 40.413402
0.093952 0.645132 31.675821
0.000000 1.000000 31.675821
0.540099 0.718253 89.441347
0.509333 0.773414 41.243962
0.099820 0.975115 31.675821
0.855988 0.137388 84.440586
0.000000 0.299410 31.675821
0.828346 0.120303 86.084279
0.909541 0.064169 47.099744
0.000000 0.168485 31.675821
0.000000 0.535451 31.675821
0.058760 0.217577 31.675821
0.000000 0.000000 40.413402
0.539385 0.677836 59.242262
0.445393 0.759717 49.801292
0.000000 0.613163 31.675821
0.000000 0.113183 40.413402
0.035885 0.101917 40.413402
0.697159 0.679253 41.975205
0.261043 0.912524 31.675821
0.082904 1.000000 31.675821
0.579298 0.698892 83.175924
0.948061 0.083349 40.555257
0.772556 0.000000 34.369297
0.005475 0.342177 31.675821
0.623635 0.687243 71.654737
0.000000 0.262674 31.675821
0.789699 0.107248 59.497664
0.021935 0.367703 31.675821
0.000000 0.649243 31.675821
0.556296 0.723090 86.734486
0.831389 0.162260 63.757696
0.061481 0.676672 31.675821
0.000000 0.398763 31.675821
0.053720 0.746894 31.675821
0.000000 0.580348 31.675821
0.485267 0.735377 77.608182
0.000000 0.801369 31.675821
0.013762 0.828258 31.675821
0.067465 0.928697 31.675821
0.878350 0.087479 73.765772
0.000000 0.857942 31.675821
0.070993 0.564132 31.675821
0.667960 0.680563 58.304624
0.000000 0.082880 40.413402
0.084633 0.710369 31.675821
0.038952 0.452800 31.675821
0.878825 0.163054 67.386141
0.078604 0.000000 40.413402
0.904420 0.105354 65.746518
0.051255 0.850213 31.675821
0.362010 0.778032 31.675821
0.006888 0.497828 31.675821
0.129127 1.000000 31.675821
0.000000 0.044161 40.413402
0.952733 0.192726 30.560863
0.045461 0.257389 31.675821
0.845943 0.109631 89.684239
0.036616 0.298410 31.675821
0.006527 0.457977 31.675821
0.066183 0.819524 31.675821
0.061637 0.604359 31.675821
0.009087 0.959775 31.675821
0.000000 0.718624 31.675821
0.533425 0.791642 32.732258
0.918426 0.128325 51.355393
0.076408 0.249280 31.675821
0.603132 0.724964 62.206702
0.781070 0.000000 35.370987
0.878350 0.207153 40.645939
0.476030 0.673249 33.161858
0.431142 0.715824 35.091623
0.350456 0.795175 31.675821
0.031279 1.000000 31.675821
0.097014 0.855430 31.675821
0.132226 0.789530 31.675821
0.000000 0.917662 31.675821
0.889933 0.186633 54.627913
0.092304 0.599276 31.675821
0.035694 0.055087 40.413402
0.062249 0.035637 40.413402
0.380074 0.826565 41.471542
0.054492 0.335450 31.675821
0.097251 0.779089 31.675821
0.350228 0.888350 31.675821
0.046331 0.482677 31.675821
0.808929 0.078758 64.898892
0.753210 0.150787 43.409975
0.848283 0.052252 58.608972
0.432155 0.746201 56.466621
0.114712 0.916921 31.675821
0.394412 0.754323 39.287969
0.888034 0.133224 69.726596
0.091789 0.082042 40.413402
0.122838 0.878678 31.675821
0.000000 0.200780 31.675821
0.036194 0.571340 31.675821
0.067888 0.117792 31.675821
0.039337 0.402359 31.675821
0.166017 0.229400 29.718699
0.973555 0.388934 29.718699
0.705885 0.633026 29.718699
0.135892 0.355144 29.718699
0.978240 0.426815 29.718699
0.652765 0.272496 29.718699
0.676723 0.165836 29.718699
0.965444 0.297731 29.718699
0.778667 0.166539 42.303130
0.452367 0.076702 29.718699
0.622594 0.668643 51.838248
0.007514 0.766475 31.675821
0.343852 0.013760 29.718699
0.132803 0.949094 31.675821
0.858062 0.753491 29.718699
0.317964 0.362645 29.718699
0.688314 0.403609 29.718699
0.988960 0.591106 29.718699
0.525530 0.388024 29.718699
0.032510 0.541542 31.675821
0.082108 0.367471 31.675821
0.983644 0.655622 29.718699
0.344303 0.089479 29.718699
0.463951 0.428976 29.718699
0.385455 0.877295 36.447639
0.659739 0.878261 29.718699
0.307765 0.900369 31.675821
0.327107 0.159635 29.718699
0.219580 0.125126 29.718699
0.366013 0.312426 29.718699
0.206452 0.905645 29.718699
0.512511 0.670388 45.018040
0.189539 0.552665 29.718699
0.166702 0.933187 29.718699
0.032857 0.622655 31.675821
0.851872 0.954974 29.718699
0.361077 0.043055 29.718699
0.048177 0.154586 31.675821
0.009961 0.230011 31.675821
0.807003 0.442854 29.718699
0.784983 0.781571 29.718699
0.277238 0.883559 31.675821
0.905966 0.535666 29.718699
0.326634 0.223433 29.718699
0.493938 0.091546 29.718699
0.585372 0.493538 29.718699
0.642090 0.150250 29.718699
0.100272 0.676471 31.675821
0.940093 0.474738 29.718699
0.944536 0.758959 29.718699
0.459094 0.220655 29.718699
0.097346 0.819662 31.675821
0.644650 0.709808 50.340159
0.132412 0.742482 31.675821
0.576534 0.002338 29.718699
0.595858 0.214848 29.718699
0.632746 0.542603 29.718699
0.975268 0.845154 29.718699
0.414034 0.660862 29.718699
0.308608 0.275992 29.718699
0.777231 0.921521 29.718699
0.766776 0.498098 29.718699
0.086971 0.747567 31.675821
0.738136 0.927884 29.718699
0.000730 0.685750 31.675821
0.206846 0.287604 29.718699
0.374856 0.077495 29.718699
0.682633 0.206451 29.718699
0.582126 0.865558 29.718699
0.073798 0.499238 31.675821
0.816903 0.289338 29.718699
0.277757 0.294429 29.718699
0.400275 0.277656 29.718699
0.578084 0.664632 48.561898
0.240013 0.957414 29.718699
0.371306 0.135232 29.718699
0.876025 0.292885 29.718699
0.930700 0.332410 29.718699
