# gen=50 mediating population
# x0..xd fitness
0.769821 0.413733 74.990219
0.431681 0.764690 79.989451
0.891515 0.574817 34.728555
0.612241 0.787049 47.640786
0.536832 0.790596 62.841451
0.269949 0.264739 89.973272
0.170917 0.941577 28.081730
0.843556 0.206050 40.625526
0.966622 0.241710 31.935332
0.354473 0.384986 54.863136
0.974057 0.608013 23.983554
0.513186 0.555572 40.200734
0.924894 0.138955 24.984706
0.769821 0.764690 43.196181
0.221266 0.144752 58.969084
0.261082 0.316857 77.292911
0.840717 0.273114 50.153329
0.989155 0.194098 24.256710
0.486335 0.632185 54.626068
0.666176 0.568569 62.583077
0.246657 0.716679 49.656849
0.631767 0.764690 50.660599
0.138392 0.642980 28.952553
0.769821 0.500000 61.750026
0.257514 0.304631 79.970828
0.219450 0.840161 43.977385
0.708501 0.422568 64.320545
0.136551 0.568716 21.701141
0.717349 0.152712 33.860587
0.621154 0.906414 32.469815
0.769821 0.764690 43.196181
0.690381 0.750051 50.840730
0.631767 0.613918 69.983748
0.325224 0.266044 76.934419
0.588632 0.045296 10.290794
0.118408 0.182723 49.208049
0.137460 0.698678 32.252845
0.359035 0.740017 67.739348
0.732981 0.695654 52.817865
0.788936 0.438960 69.916812
0.944224 0.358799 43.719308
0.313040 0.268907 79.761980
0.737950 0.033044 16.220349
0.123017 0.385180 44.856355
0.206618 0.321515 69.779595
0.521564 0.601176 47.326802
0.594556 0.586998 63.935299
0.722665 0.684534 54.783543
0.003791 0.912819 7.652731
0.269949 0.764690 54.577049
0.740027 0.881569 32.722442
0.582907 0.503415 39.899464
0.243767 0.699216 48.192722
0.431681 0.764690 79.989451
0.760819 0.327208 61.601011
0.769821 0.413733 74.990219
0.797343 0.259983 50.886990
0.245218 0.547445 31.094296
0.531875 0.524427 2.148375
0.738617 0.870516 34.098614
0.714109 0.648091 58.088676
0.269949 0.264739 89.973272
0.213207 0.053381 37.467708
0.814313 0.272437 51.956015
0.759366 0.700114 49.588300
0.743394 0.542399 52.423626
0.954228 0.353235 41.822902
0.631767 0.500000 47.719757
0.968915 0.194016 26.800945
0.957225 0.861865 15.919220
0.005113 0.968471 3.566125
0.380772 0.202191 59.828077
0.146516 0.266967 60.909735
0.769821 0.413733 74.990219
0.199059 0.976186 27.188607
0.164445 0.439961 41.080147
0.788276 0.714083 45.345038
0.406198 0.450963 34.869775
0.431681 0.764690 79.989451
0.025722 0.057515 13.869035
0.998203 0.981506 1.830216
0.421286 0.385040 44.036257
0.188109 0.942309 30.102090
0.276999 0.300986 81.115917
0.631767 0.613918 69.983748
0.224242 0.308394 74.967605
0.361081 0.773459 68.784993
0.590548 0.566150 61.756955
0.470205 0.701499 67.106252
0.482845 0.571005 44.183641
0.604191 0.755975 51.404999
0.807460 0.688814 44.499879
0.867139 0.653516 37.953508
0.324757 0.624178 49.604811
0.269949 0.264739 89.973272
0.177153 0.233269 66.870615
0.109192 0.190004 48.071176
0.467998 0.753894 73.979854
0.688026 0.598309 62.179396
0.439487 0.642325 57.913564
0.670508 0.198779 37.764892
0.359808 0.312154 65.910184
0.269949 0.264739 89.973272
0.793528 0.082930 23.982135
0.864919 0.673286 37.744799
0.867660 0.595594 38.204883
0.796294 0.780425 39.255055
0.896936 0.749882 30.316935
0.763297 0.642674 51.934802
0.673601 0.559005 61.002474
0.003481 0.963261 3.786473
0.925733 0.912795 14.955046
0.243184 0.409222 54.691762
0.972749 0.498320 37.625743
0.769821 0.413733 74.990219
0.044281 0.883902 15.440129
0.409714 0.400683 43.557551
0.588373 0.042234 9.856914
0.305109 0.080386 44.912665
0.520708 0.267016 30.832799
0.356931 0.579686 44.647667
0.254086 0.048854 37.972904
0.498162 0.491601 13.350365
0.898779 0.216381 37.363191
0.874586 0.184582 35.397164
0.345525 0.445086 43.103949
0.196635 0.731429 42.573672
0.250480 0.260998 85.347626
0.493128 0.155415 31.148683
0.676331 0.597302 63.645489
0.402168 0.745289 74.182558
0.200324 0.299762 71.565666
0.431681 0.764690 79.989451
0.191366 0.233269 70.008720
0.319682 0.193832 69.299705
0.028473 0.194104 30.598715
0.631767 0.413733 51.153618
0.990913 0.809753 15.581878
0.392435 0.901035 54.668865
0.477412 0.308549 39.924533
0.452321 0.643509 57.922318
0.228999 0.316573 74.243335
0.241583 0.385821 60.128951
0.887382 0.305517 48.750311
0.163845 0.361225 55.891780
0.156086 0.184306 56.933766
0.431681 0.764690 79.989451
0.204142 0.441664 44.722701
0.251670 0.276063 84.918592
0.180770 0.163243 57.808186
0.856535 0.118606 27.223078
0.269949 0.413733 54.171322
0.431681 0.764690 79.989451
0.656136 0.358863 53.624429
0.573370 0.279336 35.270159
0.461462 0.889195 57.086405
0.573295 0.784526 46.750689
0.802346 0.724676 43.022850
0.612776 0.597296 66.687583
0.726191 0.347159 62.282944
0.599661 0.027676 8.774636
0.367979 0.555422 40.978858
0.319635 0.850775 56.529421
0.512701 0.934659 46.837875
0.195643 0.096147 45.859001
0.858164 0.402296 59.644077
0.970546 0.085486 13.780747
0.230370 0.381221 60.481532
0.088493 0.722466 25.530555
0.769821 0.413733 74.990219
0.543492 0.635454 57.817151
0.934067 0.717027 27.264907
0.431681 0.264739 51.831464
0.392192 0.198118 57.001357
0.431681 0.764690 79.989451
0.051180 0.567289 10.420161
0.251109 0.960081 34.777068
0.633946 0.333224 48.463333
0.433207 0.175895 45.950887
0.725906 0.303593 56.440324
0.915823 0.735725 28.742789
0.105949 0.835673 27.234616
0.063624 0.547856 10.195100
0.284283 0.523435 27.704082
0.090497 0.417616 33.960129
0.321618 0.276720 77.451967
0.371603 0.371814 54.799687
0.593401 0.371501 43.841956
0.961131 0.070399 12.733434
0.787133 0.260657 51.274276
0.884120 0.348104 52.830853
0.776866 0.423625 73.062005
0.269949 0.264739 89.973272
0.380238 0.178415 56.709383
0.598403 0.538284 59.335174
0.907773 0.929166 15.134673
0.575284 0.496467 39.076290
0.667001 0.986160 22.041624
0.694894 0.017112 12.671372
0.431681 0.764690 79.989451
0.619325 0.488040 46.610320
0.992976 0.054512 7.661387
0.481537 0.260512 40.063283
0.073124 0.483385 19.882843
0.277000 0.651776 48.292830
0.088048 0.071763 26.834156
0.260459 0.319874 76.553395
