# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.283478 0.825072 0.685494 89.967647 89.933743 89.933743
0.243203 0.144051 0.686408 89.960177 89.907832 89.907832
0.280486 0.824863 0.688966 89.971023 89.915387 89.915387
0.285208 0.824187 0.687803 89.985362 89.943102 89.943102
0.283154 0.824211 0.691372 89.994348 89.982365 89.982365
0.284581 0.820784 0.678919 89.744341 89.450866 89.450866
0.283091 0.824029 0.629227 84.913189 84.540698 84.540698
0.239420 0.139845 0.678991 89.594428 89.054220 89.054220
0.243982 0.144049 0.685895 89.978121 89.950719 89.950719
0.243848 0.142163 0.685740 89.983013 89.961416 89.961416
0.281807 0.823889 0.658055 88.732205 87.926561 87.926561
0.283288 0.824389 0.688679 89.996657 89.989730 89.989730
0.277368 0.827170 0.517010 59.841966 50.908544 50.908544
0.312146 0.804348 0.627883 70.083182 68.615336 68.615336
0.246167 0.143869 0.627514 81.537655 81.749209 81.537655
0.246340 0.142841 0.685363 89.991452 89.975049 89.975049
0.243417 0.142645 0.686238 89.982360 89.957538 89.957538
0.246938 0.144084 0.685837 89.955294 89.884693 89.884693
0.285299 0.824868 0.688695 89.981780 89.938237 89.938237
0.245226 0.144762 0.681885 89.930242 89.862377 89.862377
0.344189 0.824834 0.691025 81.460174 75.843050 75.843050
0.283114 0.823428 0.683044 89.938743 89.864013 89.864013
0.866917 0.440800 0.785631 77.530011 51.174916 51.174916
0.244330 0.140605 0.575653 70.153701 64.118540 64.118540
0.283147 0.824283 0.686187 89.985576 89.959726 89.959726
0.861758 0.466559 0.787483 60.663863 55.164075 55.164075
0.244045 0.140260 0.677107 89.762135 89.536713 89.536713
0.245121 0.140859 0.648441 87.935732 85.991592 85.991592
0.861755 0.358970 0.787286 50.067578 36.789419 36.789419
0.245124 0.142675 0.686654 89.994355 89.988831 89.988831
0.244993 0.142634 0.678448 89.934669 89.881893 89.881893
0.245211 0.141413 0.682110 89.948406 89.904971 89.904971
0.359736 0.825331 0.686975 80.413572 68.400445 68.400445
0.246856 0.143284 0.681435 89.928138 89.836488 89.836488
0.247379 0.144156 0.548502 67.047065 53.329152 53.329152
0.392425 0.825541 0.653578 57.796065 45.563246 45.563246
0.284599 0.824039 0.544590 62.919305 64.830099 62.919305
0.241391 0.142865 0.685956 89.962210 89.897970 89.897970
0.245664 0.143826 0.684630 89.986671 89.969791 89.969791
0.285246 0.825751 0.691311 89.947654 89.880306 89.880306
0.284131 0.824878 0.685325 89.972231 89.940479 89.940479
0.281193 0.720558 0.623226 41.481145 38.480465 38.480465
0.873980 0.413718 0.771303 72.099543 41.054690 41.054690
0.284162 0.825618 0.692983 89.950012 89.895126 89.895126
0.245129 0.144501 0.689930 89.881637 89.735876 89.735876
0.280657 0.824028 0.682285 89.910615 89.757112 89.757112
0.862096 0.411057 0.701654 37.587519 26.158129 26.158129
0.875801 0.470160 0.772559 51.403420 49.753174 49.753174
0.280829 0.822499 0.546265 65.497229 62.936667 62.936667
0.245576 0.142418 0.684151 89.988175 89.974545 89.974545
0.864423 0.439827 0.785966 76.513239 51.535325 51.535325
0.286257 0.823348 0.688280 89.951960 89.825222 89.825222
0.245385 0.143064 0.659285 88.266289 87.657066 87.657066
0.286061 0.820360 0.626792 84.545094 82.687047 82.687047
0.282188 0.823288 0.629141 84.622658 84.068954 84.068954
0.304583 0.142126 0.676735 75.838283 68.240741 68.240741
0.890961 0.441769 0.758718 56.256833 38.593071 38.593071
