# gen=10 CA size=25
# x0..x(D-1) consensus
0.539741 0.307491 88.196891
0.311208 0.878417 26.313466
0.096719 0.777880 28.829030
0.608390 0.267029 63.743726
0.581480 0.280233 77.144990
0.575287 0.296352 73.354380
0.404287 0.823388 87.934967
0.324743 0.872264 38.351212
0.434926 0.802403 62.434912
0.032836 0.566629 22.633310
0.072816 0.766581 25.543256
0.908583 0.394648 22.633310
0.000000 0.560834 22.633310
0.517230 0.332428 66.017468
0.078715 0.745715 22.773089
0.385271 0.836196 88.038379
0.636519 0.241256 32.794211
0.911425 0.270433 22.633310
0.915620 0.341754 20.217752
0.893807 0.542130 22.633310
0.063537 0.543064 22.633310
0.087633 0.560969 22.633310
0.473155 0.359258 36.693040
0.475989 0.785359 22.364287
0.918954 0.147566 22.633310
