# gen=10 CA size=200
# x0..x(D-1) consensus
0.604920 0.061656 62.205262
0.477661 0.556639 62.337642
0.144357 0.404343 80.972468
0.492374 0.089899 50.700444
0.150493 0.392928 80.662426
0.494444 0.675433 59.581658
0.651862 0.012420 57.913378
0.638730 0.187517 50.679835
0.674385 0.255607 50.556439
0.438583 0.635101 54.522214
0.703992 0.245341 50.556439
0.590420 0.138911 66.766144
0.613260 0.293440 50.556439
0.407723 0.000000 51.652977
0.664627 0.115855 63.462255
0.738146 0.234854 50.556439
0.583842 0.312886 50.556439
0.589042 0.125515 70.455457
0.904751 0.311690 50.556439
0.450157 0.115164 50.700444
0.544087 0.422655 51.215945
0.497576 0.570630 68.324887
0.518653 0.345052 53.064335
0.481239 0.491167 50.700444
0.057596 0.359530 49.572772
0.525827 0.385043 53.218703
0.651311 0.159901 55.946412
0.359234 0.278939 50.556439
0.402674 0.520473 57.953866
0.356414 0.239163 50.556439
0.540411 0.353763 49.955806
0.574757 0.139588 68.362337
0.445744 0.507105 50.700444
0.418062 0.118701 70.477276
0.458988 0.311277 50.556439
0.417601 0.060964 65.848740
0.490754 0.626283 65.211165
0.523182 0.617293 54.082361
0.635886 0.222597 50.556439
0.402585 0.473724 52.526967
0.404786 0.276250 50.556439
0.289290 0.255784 55.142491
0.538182 0.286641 50.556439
0.566181 0.204344 50.556439
0.373696 0.000000 54.830785
0.574211 0.031171 54.481037
0.669832 0.087548 67.917232
0.443874 0.185731 50.700444
0.449402 0.263610 50.556439
0.607645 0.257378 50.556439
0.826372 0.257214 50.556439
0.226227 0.187209 51.259950
0.511262 0.060023 50.700444
0.358262 0.009495 57.022578
0.497064 0.555037 67.551658
0.330201 0.735561 57.866422
0.126549 0.494453 58.583181
0.464940 0.647325 57.814192
0.382558 0.794840 53.118040
0.497103 0.459409 50.700444
0.464455 0.067773 50.700444
0.074159 0.325390 52.103736
0.862506 0.881394 73.275229
0.428228 0.412618 50.700444
0.539463 0.175984 59.913525
0.704988 0.088041 62.609298
0.393563 0.612616 63.771507
0.141043 0.345705 75.271968
0.745124 0.199115 50.556439
0.403384 0.664274 63.029048
0.520916 0.131847 55.302452
0.539867 0.112608 58.117710
0.501999 0.716667 51.463720
0.285514 0.410163 50.295133
0.093683 0.519631 54.421394
0.304735 0.697125 54.098727
0.762154 0.265473 50.556439
0.397797 0.729415 62.523825
0.404490 0.091765 72.882681
0.247985 0.180639 50.712865
0.310296 0.385896 53.248930
0.702194 0.170370 51.706065
0.673274 0.219893 50.556439
0.545910 0.058174 52.413992
0.376688 0.146615 62.105390
0.683748 0.190423 50.556439
0.472855 0.624682 61.352525
0.159167 0.408947 80.270339
0.220157 0.214964 55.049140
0.820205 0.291581 50.556439
0.089609 0.483352 60.176049
0.469516 0.588686 61.613491
0.114419 0.460489 66.921128
0.643970 0.067471 65.095707
0.416373 0.704159 55.351215
0.983228 0.310153 50.556439
0.862817 0.935170 58.709029
0.832713 0.200134 49.103422
0.559811 0.264871 50.556439
0.682921 0.145686 56.315417
0.397612 0.637291 66.422066
0.426617 0.444067 50.700444
0.681079 0.312806 50.556439
0.960243 0.070888 49.103422
0.455335 0.000000 50.700444
0.317054 0.287939 51.192742
0.723229 0.274311 50.556439
0.336614 0.787482 50.687139
0.367991 0.126042 63.729544
0.860341 0.212498 49.103422
0.851050 0.286591 50.556439
0.419703 0.201909 54.080190
0.424689 0.244773 50.556439
0.538671 0.000000 50.700444
0.392227 0.248240 50.556439
0.405178 0.163566 61.516752
0.173190 0.343849 70.755498
0.371177 0.023815 60.255914
0.927003 0.289465 50.556439
0.409878 0.756862 54.434874
0.371684 0.106152 66.458346
0.500692 0.311725 50.556439
0.666076 0.000000 56.151948
0.686233 0.000000 54.787403
0.724907 0.063956 58.815321
0.383203 0.197776 54.745842
0.532551 0.455423 50.700444
0.795511 0.129432 49.103422
0.608008 0.103542 68.832204
0.858972 0.048911 49.103422
0.650667 0.050535 62.704239
0.698261 0.141271 55.817954
0.963819 0.225084 50.556439
0.495016 0.418458 50.700444
0.122733 0.437811 72.964094
0.923650 0.219345 49.439969
0.401180 0.555982 61.468939
0.503108 0.596092 66.578360
0.885076 0.266270 50.556439
0.073860 0.405192 54.298702
0.927666 0.000000 49.103422
0.696912 0.103801 61.435351
0.890487 0.140490 49.103422
0.640257 0.031287 60.121629
0.634654 0.100816 70.015017
0.475617 0.164663 50.700444
0.745453 0.077757 57.068031
