# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.556048 0.837864 0.422169 89.895789 89.950739 89.895789
0.556836 0.838822 0.421290 89.644086 89.830187 89.644086
0.554200 0.835976 0.424138 89.829891 89.618055 89.618055
0.551212 0.836818 0.424942 89.326688 89.773004 89.326688
0.568761 0.840077 0.401016 84.714441 85.823021 84.714441
0.622346 0.337808 0.682535 65.016923 61.126082 61.126082
0.549092 0.838708 0.430904 89.644413 89.115696 89.115696
0.550735 0.837883 0.428227 89.850940 89.853883 89.850940
0.566268 0.835827 0.411881 88.120976 87.182026 87.182026
0.593932 0.841156 0.372755 71.078393 74.435317 71.078393
0.543432 0.834489 0.435405 86.398988 89.048339 86.398988
0.622537 0.340586 0.684230 63.225264 62.961172 62.961172
0.547014 0.839674 0.432187 88.841239 88.409324 88.409324
0.584000 0.838686 0.385279 79.597235 77.683102 77.683102
0.552629 0.835903 0.428772 89.637074 89.687955 89.637074
0.554952 0.837633 0.424916 89.927246 89.976782 89.927246
0.625751 0.338983 0.686017 62.630885 61.061222 61.061222
0.623529 0.339806 0.685726 63.179871 62.414770 62.414770
0.594947 0.834466 0.385650 72.239563 74.976936 72.239563
0.552270 0.835012 0.428717 89.374084 89.346396 89.346396
0.552627 0.835523 0.428608 89.549770 89.624237 89.549770
0.495087 0.839496 0.486823 60.341953 63.940367 60.341953
0.621395 0.340245 0.685510 64.075811 62.454332 62.454332
0.623242 0.339686 0.683356 63.988342 62.318233 62.318233
0.601061 0.841354 0.368586 67.403043 73.929262 67.403043
0.538632 0.838777 0.438890 86.586591 87.412680 86.586591
0.565201 0.837322 0.410222 88.610668 87.409019 87.409019
0.559566 0.837638 0.420316 89.298597 89.645412 89.298597
0.556883 0.838940 0.420208 89.521072 89.824645 89.521072
0.559783 0.837727 0.416072 89.406632 89.029106 89.029106
0.523913 0.832710 0.473809 73.103220 74.992083 73.103220
0.623286 0.340291 0.684559 63.017508 62.848548 62.848548
0.558700 0.838433 0.420984 89.228167 89.784452 89.228167
0.613220 0.838856 0.353302 61.988579 60.891657 60.891657
0.460071 0.834674 0.537097 38.802760 42.751867 38.802760
0.480868 0.842191 0.504072 53.113764 49.719330 49.719330
0.483901 0.831882 0.523235 48.761396 48.978503 48.761396
0.528796 0.834990 0.459113 80.864022 82.382430 80.864022
0.627177 0.844548 0.317477 44.795474 44.655258 44.655258
0.647851 0.844151 0.300238 36.135999 39.051362 36.135999
0.620274 0.334610 0.686638 62.039531 61.164954 61.164954
0.622276 0.340744 0.684099 63.236742 63.011576 63.011576
0.554029 0.834530 0.426714 89.162734 88.947339 88.947339
0.556127 0.839155 0.418040 89.251382 89.135148 89.135148
0.554075 0.836833 0.425506 89.939067 89.948399 89.939067
0.564352 0.837976 0.412524 88.684875 88.729553 88.684875
0.623521 0.339305 0.686589 63.583365 62.052810 62.052810
0.618528 0.337630 0.686251 62.506214 61.688486 61.688486
0.593385 0.838725 0.376934 75.003339 74.211544 74.211544
0.554286 0.836407 0.424287 89.907837 89.801784 89.801784
0.599877 0.839740 0.369649 69.976265 71.873742 69.976265
0.604709 0.838812 0.365990 66.794828 68.959683 66.794828
0.621277 0.334610 0.687590 63.175964 60.869298 60.869298
0.620837 0.839529 0.345004 56.273572 57.519515 56.273572
0.576212 0.835568 0.399124 86.181668 81.555821 81.555821
0.537016 0.834126 0.453529 82.697885 84.517251 82.697885
0.556882 0.838285 0.418784 89.576911 89.623409 89.576911
0.586748 0.837345 0.390813 77.478592 81.034295 77.478592
0.554350 0.837172 0.424997 89.973376 89.986975 89.973376
0.633786 0.838855 0.327177 48.167119 46.764870 46.764870
0.498746 0.830128 0.508686 54.484296 57.572935 54.484296
0.623149 0.340291 0.683346 63.357029 62.817131 62.817131
0.620726 0.341262 0.683212 63.805436 62.176250 62.176250
0.622455 0.340610 0.686522 62.772632 62.219061 62.219061
0.623330 0.338896 0.684744 64.544843 62.105902 62.105902
0.624663 0.339654 0.688741 61.978107 61.388572 61.388572
0.646259 0.356263 0.376722 18.080599 17.982474 17.982474
0.618982 0.339154 0.685168 63.682105 62.063679 62.063679
0.647023 0.348005 0.389809 18.286905 18.320011 18.286905
0.554721 0.835846 0.424048 89.796901 89.574042 89.574042
0.544052 0.837990 0.434968 88.785897 89.001398 88.785897
0.557535 0.837777 0.419033 89.706098 89.562313 89.562313
0.656962 0.839012 0.294783 34.636324 33.419360 33.419360
0.577993 0.838217 0.398849 82.604601 85.227271 82.604601
0.538427 0.838027 0.448203 87.147676 83.161763 83.161763
0.556720 0.836023 0.423169 89.498651 89.683351 89.498651
0.680588 1.000000 0.040017 15.591178 15.591178 15.591178
0.730980 0.849048 0.090305 15.915143 15.591178 15.591178
0.569129 0.961703 0.354088 15.591178 15.591178 15.591178
0.419025 0.917235 0.191400 15.591178 15.591178 15.591178
0.808689 1.000000 0.243514 15.591178 15.591178 15.591178
0.563481 1.000000 0.000000 15.591178 15.591178 15.591178
0.790672 0.668789 0.466186 15.591178 15.591178 15.591178
0.352973 0.605525 0.531372 15.591178 15.591178 15.591178
0.598580 0.750798 0.013201 15.591178 15.591178 15.591178
0.824676 0.996574 0.031467 15.591178 15.591178 15.591178
0.913930 0.736516 0.041209 15.591178 15.591178 15.591178
0.996088 0.911612 0.311386 15.591178 15.591178 15.591178
1.000000 0.609521 0.000000 15.591178 15.591178 15.591178
0.616940 0.621738 0.273911 15.591178 15.591178 15.591178
0.525558 1.000000 0.481797 15.591178 15.591178 15.591178
1.000000 1.000000 0.410574 15.591178 15.591178 15.591178
0.989162 0.910304 0.140658 15.591178 15.591178 15.591178
0.617400 1.000000 0.579915 15.591178 15.591178 15.591178
0.465836 0.695553 0.112078 15.591178 15.591178 15.591178
0.882570 0.902607 0.243793 15.591178 15.591178 15.591178
0.638104 0.658388 0.108039 15.591178 15.591178 15.591178
0.841969 0.762306 0.540210 15.591178 15.591178 15.591178
0.357891 1.000000 0.042108 15.591178 15.591178 15.591178
0.593877 0.983848 0.132638 15.591178 15.591178 15.591178
0.871944 0.598789 0.353193 15.591178 15.591178 15.591178
