# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.150753 0.234039 0.624834 72.035162 71.927806 71.927806
0.570930 0.743479 0.641461 89.644353 89.759566 89.644353
0.150588 0.232266 0.612928 72.609627 72.447391 72.447391
0.148331 0.230793 0.623157 72.268452 72.452105 72.268452
0.144138 0.228682 0.664047 70.901972 70.720796 70.720796
0.148400 0.230534 0.617997 72.431504 72.551477 72.431504
0.147491 0.228188 0.619248 72.118154 72.096593 72.096593
0.151144 0.232579 0.609480 72.611424 72.359911 72.359911
0.135745 0.224890 0.695491 68.938017 68.931743 68.931743
0.604317 0.781414 0.201479 64.694925 64.641106 64.641106
0.150470 0.232184 0.618867 72.502549 72.337090 72.337090
0.228113 0.667892 0.463478 65.023149 65.051467 65.023149
0.230414 0.660453 0.441600 65.040822 64.817845 64.817845
0.150770 0.231357 0.616495 72.794062 72.399296 72.399296
0.235130 0.654702 0.415303 64.447407 64.339128 64.339128
0.150168 0.232317 0.604796 71.867216 72.719632 71.867216
0.207310 0.659933 0.503546 64.517324 64.659699 64.517324
0.148786 0.232053 0.640031 71.750293 72.021231 71.750293
0.152408 0.230340 0.606643 72.432472 72.249147 72.249147
0.217270 0.671635 0.501058 65.230549 64.924702 64.924702
0.148344 0.231107 0.613638 72.122485 72.823678 72.122485
0.218912 0.675719 0.502391 65.029913 65.049996 65.029913
0.590055 0.818343 0.184667 63.688311 64.185515 63.688311
0.594422 0.791388 0.217998 64.186469 64.137467 64.137467
0.597419 0.788334 0.210330 64.282113 64.612736 64.282113
0.231326 0.661343 0.443196 65.293116 64.752027 64.752027
0.148262 0.233838 0.665752 70.598611 70.846748 70.598611
0.218008 0.662443 0.480891 65.097756 64.969009 64.969009
0.149863 0.231581 0.619480 72.494504 72.523102 72.494504
0.232427 0.656575 0.428168 64.788570 64.570213 64.570213
0.218870 0.654669 0.463918 64.903801 64.841904 64.841904
0.236200 0.656754 0.417296 64.636972 64.365811 64.365811
0.150650 0.233115 0.626587 72.190191 71.988722 71.988722
0.226465 0.662483 0.456249 65.109796 65.003063 65.003063
0.150622 0.233807 0.609896 72.315336 72.368085 72.315336
0.229057 0.657922 0.439668 64.862445 64.794937 64.794937
0.216337 0.668866 0.496819 65.060518 64.979933 64.979933
0.213853 0.677280 0.519220 64.876434 64.766046 64.766046
0.227091 0.664074 0.455992 65.026136 65.081441 65.026136
0.217767 0.676923 0.508295 64.995470 64.964204 64.964204
0.150573 0.231747 0.615565 72.679548 72.435022 72.435022
0.144543 0.227269 0.634534 71.978282 71.741856 71.741856
0.146371 0.230040 0.662473 71.132693 70.816991 70.816991
0.225383 0.661730 0.456313 64.947914 65.050633 64.947914
0.234848 0.661530 0.431056 64.575153 64.665100 64.575153
0.209644 0.673478 0.523633 64.701871 64.546014 64.546014
0.148609 0.230524 0.627400 72.310197 72.206396 72.206396
0.151583 0.232549 0.605901 72.373320 72.327114 72.327114
0.145248 0.230450 0.668685 70.632534 70.682713 70.632534
0.145063 0.228135 0.651163 71.544577 71.153182 71.153182
0.151278 0.232207 0.608483 72.511137 72.380611 72.380611
0.231396 0.660899 0.436740 64.776365 64.868913 64.776365
0.214669 0.671179 0.505856 65.003012 64.888092 64.888092
0.226006 0.610787 0.364377 61.744494 61.268875 61.268875
0.148507 0.231152 0.643507 71.813570 71.713597 71.713597
0.211160 0.644708 0.466875 64.417021 64.556621 64.417021
0.598418 0.796073 0.198067 64.456182 64.415123 64.415123
0.147150 0.231544 0.669548 70.774000 70.622612 70.622612
0.151714 0.234938 0.602806 72.093766 72.142878 72.093766
0.217504 0.659561 0.479288 65.226090 64.831134 64.831134
0.239704 0.654210 0.401565 64.219370 63.961875 63.961875
0.586809 0.823008 0.186226 63.448840 64.178413 63.448840
0.153034 0.231955 0.602900 72.363844 72.071611 72.071611
0.602152 0.788792 0.195765 64.552092 64.644262 64.552092
0.603593 0.779642 0.205133 64.600038 64.732036 64.600038
0.608390 0.772988 0.201889 64.844072 64.677804 64.677804
0.224610 0.670116 0.475693 65.116230 65.171249 65.116230
0.145513 0.230890 0.671403 70.516689 70.577844 70.516689
0.146008 0.229339 0.645644 71.619583 71.547010 71.547010
0.588249 0.820263 0.192888 63.816239 63.835680 63.816239
0.150813 0.233336 0.611353 72.441836 72.331655 72.331655
0.597782 0.796545 0.196747 64.320503 64.593733 64.320503
0.237649 0.653158 0.407226 64.446809 64.036482 64.036482
0.231964 0.655955 0.426660 64.613667 64.597494 64.597494
